"name","year","id","type__001","type__002","type__003","rate","story","director__001","director__002","director__003","actor__001","actor__002","actor__003","actor__004"
"邪","1980","1484633","恐怖","奇幻","","7.2","桂治洪“邪”三部曲之首。\n民国初年，广州西关陈家家道已中落到，只剩陈秀英（恬妮）、其入赘的丈夫杨振宇（王戎）及服侍秀英的丫环。秀英体弱多病，稍一走动便会连咳不止，振宇是赌徒加酒徒，在外一遇不顺心事，便会对秀英及丫环拳打脚踢，丫环无法再忍，别秀英归家。\n这日秀英迎来自称陈府仆人之女的梁绮华（陈思佳）。见秀英身虚体弱，绮华表示愿留下将她照料，秀英将振宇恶习说明，绮华仍毫无犹豫，秀英感激不尽。对这位新来的丫环，振宇自没给予特殊优待，但绮华也非“善类”，某日她瞅准机会联合秀英将振宇杀害。秀英从此陷入恐慌，终被振宇的“鬼魂”吓死。她至死不知的是，绮华原是振宇的情人，而振宇与绮华亦没想到，秀英竟然“阴魂不散”。©豆瓣","桂治洪","","","恬妮","王戎","陈思佳","韩国材"
"喝采","1980","1470868","剧情","","","7.4","阿肯（陈百强 饰）和保罗（钟保罗 饰）是情同手足的兄弟，彼此之间感情十分要好。阿肯的叔叔（陈欣建 饰）虽然同阿肯的父亲不合，却偏偏同阿肯有着说不尽的话，两人十分投机。\n某日，阿肯邂逅了名为朱莉（翁静晶 饰）的女子，后者的美丽和开朗吸引了阿肯的注意，两人很快便走到了一起。保罗是一名电台DJ，某日，阿肯替他上工，却因为一场意外令保罗丢了饭碗，兄弟因此反目。与此同时，朱莉和阿肯的感情亦产生了裂痕，两人走到了分手的边缘。叔叔的去世带给阿肯不小的打击，万众瞩目的歌唱大赛即将拉开序幕，走入人生低谷的阿肯能否重整旗鼓，在大赛上一鸣惊人呢？©豆瓣","蔡继光","","","陈百强","张国荣","钟保罗","翁静晶"
"打蛇","","1982058","","","","","","","","","","","",""
"救世者","1980","3066350","犯罪","惊悚","","6.3","凶杀现场，汤帮办与助手郑召宗，正追查多宗一楼一妓女被杀案，得一年青妓女协助下，追查到富家之子郭保罗与案有关，郭父买凶灭口，汤逐利用女友做饵引出凶手。","于仁泰","","","白鹰","黄淑仪","郑则仕","田丰"
"名剑","1980","1419920","动作","爱情","武侠","7.6","剑术名家花千树（田丰 饰）所拥有的“寒星”和李驀然（郑少秋 饰）手中的“齐物”并称江湖中的两大绝世名剑。李驀然一直想要找花千树一决高下，然而淡泊名利不喜纷争的花千树一直都躲着他。某日，李驀然偶然之中遇见了花千树的女儿花盈之，两人之间产生了纯洁的感情。\n陈琪琪是李驀然曾经的恋人，如今已身为人妻，然而心中依然留存着对于李驀然的感情。陈琪琪的丈夫派出此刻暗杀李驀然，与此同时花盈之亦有性命之虞，李驀然奋不顾身的救花盈之于水火之中，令花千树十分感动，遂同意与他比武。在比武中，花千树受伤落败，两人就此别过，可是不久之后居然传来了花千树死亡，“寒星”失窃的消息，一时间，李驀然成为了江湖中人人喊打的头号公敌。©豆瓣","谭家明","","","郑少秋","徐少强","高雄","陈琪琪"
"夜车","1980","1471780","剧情","","","6.3","八十年代的香港，许多无所事事的少男少女喜欢夜晚晃荡在街头，想做“飞仔飞女”，又学得不成样子。阿日一伙人这天夜里遇到一辆跑车停在路边，一时心痒边偷了来玩，路过加油站时候，几个人又想抢劫，却不慎错手杀了人。恰逢两名警察路过此地加油，阿日他们情急之下打翻一屋子红油漆，装成加油站员工的样子，给屋子刷漆，收警察油钱，有惊无险之后，几个人逃离现场，但等待他们的，确是一场更大的混乱和杀戮……©豆瓣","严浩","","","张国强","袁丽嫦","严秋华","陈百强"
"碟仙","1980","1302651","恐怖","惊悚","","6.9","电影分为两个短片。\n《碟仙》：约翰因其卑微的身世而受尽了欺辱，苦不堪言，无奈之下只能向鬼神求助。在碟仙的指点下，约翰在赌局中赢得了巨额的奖金，一跃成为了挥金如土的大富豪。长久以来的积怨以金钱为导火索爆发了，发财后的约翰个性变得嗜赌成性唯利是图，最终输光了积蓄。\n《阴灵》：阿成（詹森 饰）和雅莉（井莉 饰）是一对结婚不久的年轻夫妇，仍然沉浸在新婚的甜蜜氛围之中。两人置下了房产，搬进了新家，打算在这个温馨的家里开始美好的人生。然而，某些科学无法解释的诡异事件拉开了噩梦的序幕，雅莉深受折磨，而阿成却以为妻子精神失常产生了幻觉。©豆瓣","牟敦芾","楚原","","詹森","凌云","沈劳","井莉"
"山狗","1980","1982041","恐怖","惊悚","","6.5","郊外的狗牙山上，高佬、病甩毛（郑则仕 饰）和矮脚虎等五个游手好闲的流氓终日偷鸡摸狗，好不逍遥得意。近来天气晴好，阿华与阿玲（庄静而 饰）兄妹唤上三名青春朋友，一同去狗牙山露营，在露营地，阿玲被矮脚虎一伙撞见，后者遂其歹意，但碍于阿华在场不能得逞。但不该发生的事情还是发生了，阿玲在河边遭矮脚虎等人强暴，阿华操起斧头追凶，却惨遭流氓们算计，惨死山中。虽有当地村长包庇，但这伙流氓仍被警方拘捕，可阿玲受辱后精神错乱，已没有指认罪犯的能力，于是恶徒得以逍遥法外，出面作证的村民也遭到毒打。此时家中的玲父为一双子女的遭遇痛彻心扉，决定要靠自己的双手惩治凶手！©豆瓣","余允抗","","","郑则仕","王青","陈星","庄静而"
"第一类型危险","1980","1401265","动作","犯罪","惊悚","7.7","在香港，炸药被视为第一类型危险品。三个无所事事的少年学生，热衷于制造炸药。而一个父母双亡从小和哥哥生活在一起的女孩则性格孤僻，喜欢养许多白老鼠做实验。一天，三个少年在剧院放了一份自制炸药，制造了一次小型爆炸。此举被女孩所目睹，女孩要求加入三人行列。四人又制造了几起爆炸事件。有一天女孩和一个外国人发生了争执，几人陷入斗殴中，外国人的一个盒子被四人抢走，四人在其中发现了大量百万日元支票。原来外国人是一个外国的团伙，大量日元是他们走私军火的黑钱。外国人开始寻找这丢失的巨款，而另一方面，急于将这些支票脱手的四人又和香港的黑社会扯上了联系。而女孩的哥哥蛋sir则是一名警察，奉命调查爆炸事件，从来没想过自己的妹妹会卷入犯罪之中。事情开始渐渐失去控制，坠入了一个血腥、暴力的世界。©豆瓣","徐克","","","罗烈","林珍奇","龙天生","胡大为"
"123","1980","26757214","剧情","","","0","","梁家树","","","乔宏","苏丝黄","刘丽诗","张家伟"
"请帖","1980","1959206","动作","","","6.5","本片由孙仲导演，倪匡编剧，改编自秦红原著小说。故事描述，青年侠士辛酸（汪禹）得悉王爷拟委託四大杀手押送神秘箱子往西安，且将付出十万两银子作酬金，辛遂杀四人，持四人的头颅往见王爷，求接办保鏢事，盖辛欲得该笔鉅额酬金作賑灾之用，王爷允之。辛途遇妙手怪丐杨风（罗烈）、无形剑客古非天（陈观泰）及美艳女侠水仙花（林秀君）等高手截劫，险恶重重，却原来这当中牵涉通敌叛国的大阴谋……","孙仲","","","汪禹","罗烈","陈观泰","谷峰"
"干隆皇与三姑娘","1980","1824534","喜剧","动作","历史","6.8","乾隆皇（刘永）爱慕苏州名妓三姑娘（潘冰嫦），为了朝夕幽会，竟然在青楼挖了一条地下通道直达紫禁城。青楼内外，乾隆神出鬼没，吓破臣下的胆子。又乾隆在民间行侠仗义，在赌坊，大破赌局……此片揉合千术与少林功夫共冶一炉，将其「英雄化」，通俗热闹。\r\n大导演李翰祥揉合野史，正史与个人考据之创作，顺手拈来，皆可风趣解颐。民间传说之美食「金镶白玉牌，红嘴绿鹦哥」的由来，叫你忍唆不禁。","李翰祥","","","刘永","潘冰嫦","惠英红",""
"白发魔女传","1980","1832292","剧情","武侠","","7","根据梁羽生同名武侠小说改编，较忠实于原著。\n武当派弟子卓一航（方平）这日邂逅练霓裳（鲍起静），被其姿态深深吸引，不知她原是武当等“正派”人士眼中的“白发魔女”。作为明月寨寨主，练霓裳虽常以一头白发形象杀人越货，为的却是受苦百姓，他们眼中，她是绿林女侠。私下，她善良、多情、敏感，卓一航见到的，正是最本真的她。两人初相见已觉时间脚步太匆匆。\n不久，卓一航从锦衣卫指挥官石浩口中听闻祖父被“白发魔女”打劫的经过，同意与其一道将之铲除，但在对阵一刻发现所谓“白发魔女”原是心仪姑娘，不仅愕然，手颤刀落。其后更是两难于师命与心意。练霓裳这边，锦衣卫利用她与铁飞龙（平凡）的误会制造事端，却令铁收下她作干女，而他的亲手女儿珊瑚 （刘雪华）因私通朝廷通缉要犯慕容冲（江汉），性命亦岌岌可危。©豆瓣","张鑫炎","","","鲍起静","方平","刘雪华",""
"金手指","1980","2349060","惊悚","","","6","王鍾初次執導《金手指》，叫人刮目相看。繼承了張徹陽剛勇猛的電影風格，將男性情誼發揮成新一代警隊精神。「金手指」意指向警方告密的線人。販毒集團殺害線人啞巴。警方找到啞巴的好友李修賢作臥底，修為友報仇，甘冒險挺身與警方合作，提供線索，追查真兇，最後找出集團主腦，卻是另有其人。八十年代，市民做證人的題材，非常大膽，《金手指》開創寫實警匪片的電影主流，直接影響李修賢後來執導的《公僕》和《皇家飯》。王鍾處理飛車鎗戰場面，火爆刺激，故事峰迴路轉，節奏明快。","王钟","","","王钟","李修贤","金兴贤","林崇正"
"阿灿正传","1980","2003620","喜剧","","","0","1976年，阿灿投考电视台举办的艺员训练班，从此展开他的演艺生涯，同时凭“网中人”一剧所饰演的大陆青年角色而一举成名。在往东南亚登台的时候邂逅千金小姐凯玲，两人坠入爱河共结连理。\n阿灿事业如日方中，邀请死党振波与明威一同演出自己所投资的电影“难兄难弟”，但票房平平。阿灿深感演艺生涯已来到尽头，只好另谋出路，与明威进军传销生意，无奈遭人破坏而全军覆没……","招振强","","","廖伟雄","曹国辉","许美珍",""
"飞狐外传","1980","1432545","动作","武侠","古装","6.7","這部金庸電影拍攝於1980年，由張徹導演，倪匡與張徹攜手編劇，錢小豪飾胡斐、郭追飾苗人鳳、鹿峰飾胡一刀、黃敏儀飾程靈素、楚湘雲飾南蘭。故事描述，十八年前，胡斐之父一刀（鹿峰），與苗交換刀劍比武，被己刀傷，繼而身亡，原來胡之刀早被田歸農（江生）塗上毒藥；苗妻南蘭被田勾引，竟拋夫棄女，後田更以毒粉弄瞎苗雙眼；斐見苗受此遭遇，決定代其向藥王求救，亦因此碰上一生中最愛的藥王傳人程靈素……","张彻","","","钱小豪","郭追","黄敏仪","江生"
"甩牙老虎","1980","5051163","动作","","","0","阿勤在叔叔肥宝的小饭馆里干厨子，因手艺不错常被镇上的大户请到家中做菜。这日阿勤来戴府下厨，却不想卷入到一场宝藏纷争之中。\n戴家和金家原为世交，祖上有一笔共同的宝藏，绘于一张藏宝图中一家一半。两家的后代——戴天二和金大虎为了财产各怀鬼胎，明争暗斗多年。戴家的二堂主与戴夫人暗中早有一腿，二人为能独吞宝藏合计谋杀了堂主，并威逼利诱长相酷似戴天二的厨子阿勤假冒堂主欺骗众人。\n为除掉金大虎，二堂主请来了江湖高手陆铁鹰，不料陆“大侠”也是冲着宝藏的面子而来，真是引狼入室。这边阿勤骑虎难下，也揪出爱贪小便宜的肥宝叔叔助阵。一场群匪夺宝的闹剧开始上演……","刘观伟","","","洪金宝","林建明","王龙威","袁信义"
"苏杭姻缘一线牵","1980","3017410","","","","0","故事梗概:\n俗话说得好，上有天堂，下有苏杭，这两个地方可以算得上是旅游的圣地。从香港来观光的兄妹夏江南和妹妹阿玲在杭州偶遇到了刚刚做导游的阿燕，夏江南对阿燕一见钟情。加之第一次来杭州游玩，于是决定请阿燕做导游，为自己介绍杭州的美景。杭州的景色美不胜收，在阿燕的引领下，夏江南这一次切切实实地感受到了杭州的美。而最出名，也最引人注目的就要属西湖旧十景了。\n这苏堤春晓便是第一景，早在南宋时，苏堤春晓就被列为西湖十景之首，元代又称之为“六桥烟柳”而列入钱唐十景，足见它自古就深受人们喜爱。 曲院风荷，以夏日观荷为主题，承苏堤春晓而居西湖十景第二位。平湖秋月景区位于白堤西端， 孤山南麓，濒临外西湖。作为西湖十景之一，如今，这里辟为西泠书画院，为湖山胜景更添一份书卷气。 断桥，今位于白堤东端。在西湖古今诸多大小桥梁中，她的名气最大。\n地处江南的杭州，每年雪期短促，大雪天更是罕见。一旦银妆素裹，便会营造出与常时、常景迥然不同的雪湖胜况。于是便有断桥残雪一景。除此之外，西湖还有平湖秋月、花港观鱼、柳浪闻莺、三潭印月、双峰插云、南屏晚钟、雷峰夕照其余七景。而这十景中每个都有典故，听得夏江南等人目瞪口呆。而杭州这一游，不仅游览了各大名胜、尝遍了当地的传统小吃，夏江南还赢得了阿燕的爱情。\n可是，阿燕即将去苏州的姨妈家，送行时，夏江南终于抑制不住内心的感情。在火车即将开走之际，登上了列车，与阿燕一起来到了苏州。对于夏江南来说，苏州更是一个新鲜好玩的地方，品龙井，逛岳王庙，观海宁潮，每一项都让他痛快淋漓，大呼美。时间飞快，夏江南观光的假期已接近尾声，而此时他的妹妹阿玲也在这片美景之地找到了自己的心上人，最终有情人终成眷属。\n精彩视点:\n俗话说，上有天堂，下有苏杭。在美景的促使下，风光片也就应运而生。《苏杭姻缘一线牵》就是1980年香港银都机构有限公司拍摄的一部旅游风光片。本片巧妙地运用戏剧性的结构，把苏杭两地的美景贯穿其中，形式简约，但别有味道。影片中美丽的歌声、美丽的山水和美丽的阿燕，迄今为止还让观众记忆犹新。可以说，《苏杭姻缘一线牵》是当年旅游风光片中的成功之作。","胡小峰","","","方刚","孔屏","",""
"洪文定三破白莲教","1980","1532931","动作","剧情","","6.5","本片拍於1979年，由性格明星羅烈自導自演，並邀得劉家良作武術指導。故事描述，白蓮教主（羅烈）六十餘歲，紅顏白髮，練就絕招，能閉全身穴道，武功高深莫測，卻甘作滿清鷹犬，暗中協助師侄高進忠（王龍威），消滅反清志士及破壞重建少林寺；洪文定（劉家輝）為少林英雄洪熙官之子，曾擊斃白之師弟白眉道人，名震江湖。白與高偵知洪住反清志士胡亞彪家中，夜襲殺胡及其妹，洪幸護著身懷六甲的胡妻（惠英紅）突圍逃走……","罗烈","","","罗烈","刘家辉","惠英红","王龙威"
"身不由己","1980","1302989","动作","剧情","","6.5","陈荣（三毛）是镇上一酷爱功夫的青年，荣四处寻访武师教头比武，一心要找到比自己厉害的人拜习功夫。一日，阿荣在镇上巧遇梁仲友（梁家仁），梁出手救人显露了功夫。荣死缠滥打定要拜其为师，被梁拒绝，而阿荣的一番纠缠也渐渐引出梁的一段故事。梁自幼丧亲，乞讨街头，被好心的李教头收为义子并传授功夫。李的独子（张翼）虽身为武馆大师兄，但为人狭隘阴险，幼时被梁不慎误伤右眼，从此嫉恨在心。梁的大喜之日，师兄强暴新娘未遂，兄弟二人多年的积怨终成仇恨。师兄欲暗中除梁夺美而后快，梁恐二虎相争，只得携妻出走闭过风头。李师傅风烛残年不久于人世，梁与妻并阿荣前来送终。老人一断气，师兄便对梁大开杀戒，眼见梁、荣二人寡不敌众，新婚妻子只得牺牲自己让两人脱身。碍于师傅生前的恩情和邻终的嘱咐，梁只能将仇恨压于心底。但大师兄不肯善罢甘休，欲将梁赶尽杀绝，他以阿荣的母亲做要挟，让荣处掉梁。荣与梁将计就计，上演了一出瞒天过海。来到李府却不想真入虎穴，荣和母亲惨遭杀害，梁终于忍无可忍，与师兄和为虎作伥的众打手展开一场疯狂血战。","洪金宝","","","洪金宝","梁家仁","张翼",""
"背叛师门","1980","2039789","动作","剧情","","6.4","传统上，练武之人有所谓“尊师重道”，但并非每件江湖事都是黑白分明。高坚(江林)是武林大豪门下小弟子，生性耿直，常被众师兄欺侮，其师石正重对他没甚好感。一天，高路见不平，救了负伤逃亡的武林怪杰金天运(陈观泰)，并藏金于其独住的杂物房中；金因高仗义相救，而己也身受重伤时日无多，便毫无保留地将自己武功授给高。谁知金原是高师的仇人，不料高于练武时无意间露出非凡身手；高师知真相后，将之判以“背叛师门”之罪。谁料为师门报仇雪恨的，竟是这“叛徒","鲁俊谷","","","陈观泰","元德","文雪儿","王龙威"
"孖宝闯八关","1980","2071185","喜剧","动作","","6.2","片名：孖宝闯八关\n英文名：Read lips\n导演：杨权\n编剧：黄炳耀\n监制：成龙\n武术指导：冯克安 周润坚\n制片：林念萱\n策划：陈自强\n主演：陈勋奇, 雪梨, 郑则仕, 周润坚, 米雪, 张慕莲, 王坤, 龙英, 吴丁堡, 何柏光, 金彪, 杜少明, 山怪, 唐天希, 曾志伟, 陈志华, 陈子健, 叶泽铭, 唐安妮, 唐诗, 孟超, 丁羽.\n片长：\n地区：香港\n出品公司：拳威影片有限公司\n首映日期：1980年9月18日","杨权","","","陈勋奇","雪梨","郑则仕",""
"点止功夫咁简单","1978","1292967","动作","喜剧","","6.3","江湖小子江涛（成龙 饰）不学无术，却又时常做着英雄梦。江涛在庄园内充任杂役，却意外发现总管的女客人修炼五毒邪功，于是夺路而逃。原来女客是五毒教掌门苗春花，与总管筹划半路抢夺神威镖局护送的万年活玉和九转返魂丹两件宝物。江涛逃亡中巧遇神鞭大侠与采花贼同归于尽，于是冒神鞭大侠之名领到悬赏，引来了神秘乞丐的注意。五毒教追杀江涛，幸有老乞丐出手相救，江涛感佩，拜老乞丐为师，后者交予江涛信物，指使他去寻找押送宝物的神威镖局总镖师方威，江涛与镖局一众相认后对方威之女一见钟情，决计随镖局卫护宝物，沿路众多强敌纷现，保镖之路困难重重……©豆瓣","陈志华","","","成龙","龙君儿","石天","田俊"
"破戒大师","1980","3067258","","","","0","简介：\n二次大战期间，日军侵略中国。熟黯功夫的僧人天法，在寺门附近救了一个被日军追杀的地下工作者。此人身受重伤，弥留前将一幅有关日军军力分布的地图交给天法，求天法送到卧龙镇他的同志。天法冲破日军包围网上路，身上带了一只木盒，盒内是寺内最珍贵的经文，中途遇上两个小流氓阿龙与马可，二人以为天法木盒内是珍宝，所以不断要偷天法的木盒，天法武功高强，几次打败两个小流氓。但由于不识往卧龙镇的路途，只有与二人合作。\n导演：刘家荣\n主演：\n刘家辉\n刘家荣\n刘家勇\n陈龙\n李丽丽\n曾志伟\n冯克安\n林建明\n江岛\n李擎柱","刘家荣","","","刘家辉","刘家荣","刘家勇","曾志伟"
"天堂梦","1980","19976858","剧情","","","0","","李钊","","","高飞","高雄","大细眼","黄韵材"
"佛掌罗汉拳","1980","2150731","剧情","动作","武侠","6.7","袁信义与徐小明所演四明和尚是从小一起长大的好兄弟，长大出师后袁离开佛寺回家，而四明则在庙中修行。但四明由于被人陷害而让人抓住把柄相威胁，于是被迫盗绿玉佛及杀人。袁的家人被陷害四明的一帮恶人所害死，四明也参与其中。最后袁与四明拚死一战，四明内心有愧终不忍下杀手，于是被袁得报家仇。","袁和平","徐小明","","徐小明","陈少鹏","袁信义","樊梅生"
