"name","year","id","type__001","type__002","type__003","rate","story","director__001","director__002","director__003","actor__001","actor__002","actor__003","actor__004"
"最后判决","1997","1301817","剧情","","","7.2","阿李（刘青云 饰）是一位神父，一生兢兢业业传道授业，向世人宣讲神的伟大和光辉。然而，一场意外之中，阿李竟然沦为了强奸犯，被推上了被告人的席位，接受法律的审判。阿李的特殊身份令此案充满了猎奇的意味，人人都认为阿李必定获得有罪判决，然而只有阿李的心中明白，自己从未背叛过信仰。\n乔红（李若彤 饰）是一位恪尽职守的律师，这也就意味着，在她的眼中，善恶输赢皆是手中翻覆的玩物，唯有利益才是永恒不变的真理。阿金（曾志伟 饰）身为双手沾满了鲜血的黑帮头目，却是阿李门下最虔诚的信徒，神宽恕他的罪孽，却不能阻止他继续作恶。他们是唯二站在阿李身边支持他的人，在他们的帮助下，阿李能否洗刷罪名，重获清白呢？©豆瓣","赵崇基","","","刘青云","李若彤","曾志伟","黄佩霞"
"蜜桃成熟时1997","","11639245","","","","","","","","","","","",""
"一个字头的诞生","1997","1307372","动作","喜剧","犯罪","8.3","阿狗（刘青云饰）是三十多岁的黑社会马仔，他处于艰难的抉择中，要么继续浑浑噩噩的在黑道上混下去，要么轰轰烈烈的大干一场。于是发生了两个截然不同的故事结局。他跟随黑帮偷运货车，但由于乌合之众组织不善，阿狗也在他乡不幸命丧黄泉。第二个故事，有着大团圆的结局：阿狗因为英雄神武，为人果断机警，行动屡屡成功，被阿猫看中，邀他一同去台湾当杀手，在台湾威霸一方，阿狗的“大志”得以实现。©豆瓣","韦家辉","","","刘青云","吴镇宇","李若彤","徐锦江"
"赤足惊魂","1997","11620520","剧情","惊悚","情色","6.3","香港发生连环分尸案，死者皆为年轻女性，下肢被截。\n色魔(郑浩南饰)恋足成癖，逍遥法外，将一个个年轻女子绑架强暴之后截其下肢做成标本收藏。\n女警(梁铮饰)与其同为警察的男友(谢天华饰)为了色魔分尸案大伤脑筋。一次执行保镖任务的途中色魔偶遇女警，被其吸引，跟踪其到家，日夜躲藏在其左右。\n女警的亲生妹妹空姐Kelly(野本美穗饰)回家巧遇色魔，被其掳走。色魔用其妹要挟女警。\n到底女警能否救下妹妹，将色魔正法呢？©豆瓣","黎继明","","","郑浩南","梁琤","野本美穗","谢天华"
"天地雄心","1997","1305187","爱情","悬疑","奇幻","5.8","1997年，作为联合国选出的“十大未来领袖”之一的靳铁生博士（刘德华 饰）正陷入了一场谋杀阴谋，其他几位未来领袖先后身亡，期间全港通讯出现故障，有人死于人体爆炸……警方迅速展开对靳铁生的保护，然而靳铁生仍然沉浸在失去女友Adele（李嘉欣 饰）的痛苦之中，他拒绝了英国MI6部门的保护，要求自己的小学同学——CID焦大鹏（黄秋生 饰）贴身陪伴自己。随着焦大鹏和MI6的调查深入，众多嫌疑对象被一一排除，然而靳铁生再次遭遇怪事——死去的Adele送给他一张卡片，卡上正是一位MI6重重保护中的人物的地址，而此人很快消失无踪。警方侵入某日本网络系统，获得了一连串事件背后策划者的部分信息——他们关注了大量各宗教经典中对于世界末日的描述。这时，Adele再次出现，留给靳、焦两人前往布拉格机票，在那里，也许有所有问题的答案……©豆瓣","陈嘉上","","","刘德华","李嘉欣","黄秋生","刘倩怡"
"初恋无限Touch","1997","1298822","剧情","喜剧","爱情","7.4","沈志康（陈晓东 饰）生于香港草根阶层，只能在野鸡学校就读。康与好友在音响公司做兼职，他们为一所名校的歌唱比赛设置音响。阿康看到了在地铁偶遇的女孩——阿塔（梁咏琪 饰）两人的接触越来越多，很快就坠入情网了。阿康知道阿塔出身高贵，品学兼优，便顿生自卑感，欺骗女友自己也同样拥有高贵身份，闹出笑话。阿塔的母亲知道后，使她对阿康的印象大打折扣，更与阿康的父亲之间产生误会。小情侣之间也产生了矛盾。会考在即，阿塔的母亲阻止二人交往，由于阿塔心情不佳影响了考试成绩，没法考上满意的学校，只好到英国求学，初恋情人将面临分手……©豆瓣","马伟豪","","","陈晓东","梁咏琪","黄伟文","陈彦行"
"97古惑仔战无不胜","1997","1293265","动作","剧情","","7.5","黑社会洪兴社的屯门区话事人恐龙被东星社的耀扬杀害后，龙头蒋天养（万梓良）决定从山鸡（陈小春）和生蕃中选出一个填补该空缺，铜锣湾的话事人浩南（郑伊健）深知该职的压力，力劝山鸡放弃与人争权夺位，但苦劝无效。生蕃为打压山鸡，勾结耀扬设下诡计，令山鸡好友大天二死于非命。\n另一方面，屯门区某中学教师欣欣（李嘉欣）一向反感黑社会，但在结识浩南后，对黑社会的以往印象有所改变，更在短短时间内对浩南产生倾慕之情，两人发生一夜情。然而因为生活于两个完全不同的世界，加上浩南始终无法对前女友（黎姿）忘情，他们的感情注定只能是无疾而终。©豆瓣","刘伟强","","","郑伊健","陈小春","李嘉欣","莫文蔚"
"至激杀人犯","1997","1305154","","","","6.3","该剧中的喜:因为小时候常常被人欺负,长大后心灵扭曲是一个不折不扣的变态杀人狂(喜在杀人的时候会感到心里平衡).喜在里面演的人物很老实像天佑跟满芬,又招人疼又让人心酸.最后的结局真是让人感动！","叶天行 (Stephan Yip)","","","郑则仕","王敏德","王喜","文颂娴"
"回转寿尸","1997","1306345","喜剧","奇幻","恐怖","6.5","本片由三个故事组成：\n故事一《头魂》：讲述年轻警察（林晓峰 饰）负责看守一宗无头女尸案的现场，竟然发现了案情的真相跟管理员七叔（林尚义 饰）有关。\n故事二《撞鬼》：年轻夫妇（徐锦江 饰）（江希文 饰）开车撞死人不顾而取，结果被鬼魂一直纠缠，把夫妻两捉弄得苦不堪言。\n故事三《最后晚餐》：老母亲（罗兰 饰）逝世了，她的儿子（黄秋生 饰）、媳妇（苑琼丹 饰）、孙子孙女便是十分不孝。母亲在三七之夜回到了家里，原来仍牵挂着自己的孩儿。众人才能感受到老母亲的爱，但已太迟。©豆瓣","叶伟信","","","黄秋生","江希文","林晓峰","徐锦江"
"夺舍","1997","1301993","喜剧","犯罪","惊悚","6.6","黄子华饰演的警察在一次抢劫案中枪导致半身不遂，同案中负责为歹徒开车的流氓李修贤则中枪变成植物人。黄子华不想象废人般过下半生，在智慧老人夺舍后变身的吴倩莲指导下，利用李修贤的躯体重生。不料李修贤原来是个可恶的人渣，在他家乡大屿山恶名远播。新的李修贤却聪明灵俐而有正义感，光看他如何还债及重获三个老婆的芳心便趣味十足。知道内情的妹妹翁虹公开单恋哥哥，以及黄子华每次对李家的女人想入非非便要上厕所等成人趣味的安排也乐而不淫，颇令人有意外惊喜之感。\n夺舍，在道教中指夺取别人的身体驱壳以求得生存。警官Tommy（黄子华饰）最喜欢哼的一句歌就是：“Tell Laura I love her。”，他的女友Laura也是警察，喜欢周华健，家里有一个华健的纸板人像。Tommy在和匪徒的交战中中枪导致下身瘫痪，大小便失禁。“夺舍”成功的吴倩莲原来是失意女子从楼上跳下而未死，她指点Tommy，使警官借南丫岛烂仔腾鸡（李修贤饰）的躯体存活下来。腾鸡原来是个非常令人讨厌的人，在他家乡大屿山恶名远播，现在变成了一个孝顺大方聪明伶俐而有正义感的好人。Tommy的灵魂帮腾鸡解决了好多家庭问题，可是Laura却对这个新的 Tommy失去了兴趣，智慧老人告诉他解决办法只有Walk out，即弃舍。而腾鸡原来参与一宗抢劫案的搭档怕他不牢靠，要将他除掉，经过追逐，车毁人亡，腾鸡命归西天，黄子华脱壳而出，变回女友的歌星偶像周华健。一年后，腾鸡成为了南丫岛的岛主，一个好人，而且还参加竞选。","邱礼涛","","","李修贤","于莉","黄子华","蔡少芬"
"猛鬼通宵陪住你","1997","1307022","喜剧","恐怖","","6.3","大毛（吴镇宇 饰）发现他与朋友们牙丫（钱嘉乐 饰）、番茄（雷宇扬 饰）与小云（黎姿 饰）一起开的的便利店里面有些不寻找的事物。但朋友们面对大毛的表述，都觉得只是大毛的迷信看法，都随便敷衍了事，大毛深感无奈。\n大毛刚认识的警察陈查礼（黄子华 饰）从母亲（罗兰 饰）那里得到了些民间的驱魔辟邪的方法，同时也发现朋友们的举动十分古怪。在查礼的调查之下，才发现了这间便利店背后的故事。\n当他们听到这个故事后，都不寒而栗，深怕事情同样发生在他们的身上。到底，在这间店的背后，发生了什么令人心寒的故事呢？©豆瓣","钱升玮","","","吴镇宇","黄子华","黎姿","钱嘉乐"
"宋家皇朝","1997","1302455","剧情","历史","爱情","7.7","政局腐败民不聊生的晚清末年，宋查理（姜文）凭借其在美国所获先进知识与孙中山（赵文瑄）合力，企图推翻满清。\n其后，宋查理留学美国的各具风情的三个女儿学成归国，老大宋霭龄（杨紫琼）下嫁商人孔祥熙（牛振华），老二宋庆龄（张曼玉）不顾父亲反对追随了革命者孙中山，老三宋美龄（邬君梅）则在先是革命者后是叛国者的蒋介石（吴兴国）的狂烈追求下成为其妇，三人的命运开始在动荡不安的政局中随着对其时的中国最重要的三个男人的命运沉浮。©豆瓣","张婉婷","","","张曼玉","邬君梅","杨紫琼","赵文瑄"
"呢个乜野场","1997","1863351","喜剧","剧情","","0","","何澍培","","","叶芳华","周文健","莫可欣 Hoyan Mok","麦家琪"
"兰桂坊7公主","1997","3068423","剧情","","","4.5","七位不同性格的少女，由于经常出没于中区兰桂坊一带的热门“浦区”，故自称“兰桂坊七公主”。七人坚守自己订下来的几大规条：有面子，有台型，有着数，有目标，和最紧要好玩。即便日常工作不如意，但只要黑夜来临，几个人便沉醉酣歌热舞，享受短暂浪漫。在一次偶然机会下，七公主之一米之莲因与金牌睇场王子相识，并且互生情愫。岂料王子乃“西九龙中心四条　Queen”之一孔雀所喜欢的人，从此两女便交恶起来 ......","侯永财","","","张睿羚","童爱玲","赵学而","陈炜"
"阴阳路","1997","1480051","恐怖","","","6.7","由 “讲古佬” 毕彼得（雷宇扬 饰）的叙述开始，分别带出四个鬼故事。\n《抄墓碑》讲述三名青年（古天乐、丁子峻、朱永棠 饰）到荒岛上度假，夜晚在海边偶遇三个露营少女（蔡少芬、麦家琪、白嘉倩 饰）便一起大讲鬼故事，Ken自认大胆，提议到附近坟场抄墓碑上死人的资料，在抄墓碑时发现了其中一名刚认识女子的墓碑。\n《阴阳路》讲述一个天昏地暗的下午，杜先生（陈锦鸿 饰）与妻子（钟丽缇 饰）相约在餐厅吃饭，与情妇在开车途中发生争执，发生交通意外，结果妻子仍然不断接到丈夫电话......\n《红当当》讲述小波、大B、Jo Jo去祭拜已故朋友Ken，在陵园无意中被已故杜先生的鬼魂缠上，幸遇与“毕彼得”长相一摸一样的灵异专家“一颗痔”解救。脱险后“一颗痔”警告其少穿红衣，“跟红顶白”是鬼怪的习惯......\n《佗地位》讲述电影明星雄哥（吴志雄 饰）带着他的女友May（伍咏薇 饰）前往电影院看一出他有份主演的恐怖片，两人误坐了两个“鬼陀地”的“陀地位”，最后，在剧院洗手间突然遇到灵异事件，一直走不出剧场……©豆瓣","郑伟文","谭朗昌","邱礼涛","古天乐","雷宇扬","丁子峻","朱永棠"
"两个只能活一个","1997","1296623","剧情","犯罪","","7.7","生活潦倒的穷鬼阿武（金城武）某次因为赌博被人殴打至重伤后，开始把生命看得一文不值，拿命赌命以八万元代价接了一宗杀人买卖。行动前因为获得八十万意外之财，阿武又爱惜起生命来，请了刚从监狱出来的女杀手卡雯（李若彤）代他完成任务。\n卡雯无法对旧情释然，屡次要阿武去见有负于她的旧男友，否则拒绝行动，阿武于无奈之下听命，却在了解事实真相的过程中慢慢爱上了卡雯，然而任务必须进行，阿武开始犹豫是否再把卡雯替下来自己去杀人。©豆瓣","游达志","","","金城武","李若彤","卞宇民","赵志诚"
"我爱厨房","1997","1295179","剧情","爱情","","7.4","艾琪（富田靖子 饰）是路易（陈小春 饰）在大陆唯一的亲戚，最近，因为相依为命的祖母去世，艾琪陷入了悲伤的低谷无法自拔，为了安慰和陪伴她，路易将艾琪接到了自己的家中同住。艾琪是个古怪的女孩，脑袋里装满了消极又怪异的奇思妙想，因为这性格，艾琪和路易以及路易那变性人母亲华姐（罗家英 饰）之间的关系十分紧张。\n一次意外中，华姐去世了，直到失去至亲，路易才明白这其中的伤痛是如何的难以消解，亦开始慢慢理解艾琪曾经告诉他的人生道理。如今，在艾琪和路易的世界里只剩下他们彼此了，孤独和绝望中，这对男女究竟会迎来怎样的结局呢？©豆瓣","严浩","","","陈小春","罗家英","富田靖子","莫文蔚"
"南海十三郎","1997","1303913","剧情","传记","爱情","9.2","开片是说书人因聚众滋事，被警察（黄霑 饰）带到了警局问话，借说书人之口讲述了粤剧金牌编剧——南海十三郎艺海浮沉的一生。作为江太史公的十三子，江誉镠（谢君豪 饰）自由顽皮，出入名流场所。一次偶然的舞会，他遇到了上海的千金小姐莉莉（吴绮莉 饰），然而双方有缘相逢，无 份结亲。后来，他跟随她来到上海，竟落得穷困潦倒。\n2年后，回到了广东的家中，他已被学校除名。当时太史公已经年事已高，他便天天去看戏，从不受戏班老板薛老五赏识，到后来成为御用编剧一鸣惊人，人送绰号——南海十三郎。然而，时局动荡，他到了江西写剧本慰劳前线战士，因看不过同行媚俗之作，愤然出手，不欢而散。这时一次车祸，让他与昔日恋人重逢，可惜她已嫁给老外。十三郎郁郁寡欢，后来入寺修行，却在一次代人祈福的对话中，得知了自己家道中落的败局，他疯了……©豆瓣","高志森","","","谢君豪","潘灿良","苏玉华","梁汉威"
"古惑天堂","1997","1297856","喜剧","剧情","","6.5","Lily（Ada）因曾当小偷，死后来到人间法庭，被罚来世作狗，为人看守财物，幸得法援律师为她求情，法官乃念他心地善良，所以重轻发落，后来改判她下一世为一靓女，但一遇上爱情，就极为痛苦。\n但审判期间，她依然贼性未改，临走又偷了一副可以预知未来的天庭眼镜。她渐渐长大并预言她父亲会死于一场车祸，她的家人认为她是不祥之人，自此将她赶出家门。\nLily在孤儿院长大并在一间餐厅做女侍应，她在那里遇见了阿伦（陈浩民）。伦向她求婚，她开心的答应。谁知伦竟是一骗子，他打算将Lily卖到妓院……","章国明","","","蔡少芬 (Ada Choi)","唐文龙 (Michael Tong)","罗家英 (Kar-Ying Law)","彭丹 (Diana Pang)"
"完全催花手册","1997","1303271","动作","","","0","神探侦探社的“Bob”生性风流，但办事能干。他联同三位美丽同事在世界各地破获不小奇案！“太阳”善用拳脚，外表刚劲！但她的感情世界，常纠缠在如浓雾中的三角恋中！“星星”柔情似水有机智，性乐观只会展望将来！“月亮”是牛津法律系高材生，性格刚烈，善用飞刀，百发百中！悍匪Andy被神探俏娇娃在芝加哥某天台围捕时，令Andy妻子在高处堕楼身亡。Andy恨在心，誓要报仇！Andy追到香港，令俏娇娃们危机重重。","傅佩瑜 (Pui-Yu Fu)","","","梁琤","伍咏薇","孙佳君","周文健"
"借钱专家","1997","1295153","剧情","","","0","一个平庸的小市民“低B”，是一个十分普通的新闻记者，最近被同事好友陷害，炒股票，还欠下一身高利贷。某夜，他目睹绑匪二人互相残杀，发现了两百万美元的赌金。并偷了三四十万美金。更结交了一班损友。因妻子寂寞的绿故，而和酒醉大春在家中发生关系，不料低B带了二个美女回家过夜，最后，互相发现而起了争执，大春举起铁锤打向低B，另一方面警探阿超锲而不舍地追查低B，直至在逃的另一绑匪鬼影出现，低B坚决不承认偷走赎金，而妻子为了救低B，死在绑匪枪下，低B亦难逃被杀的命运……","黄靖华","","","周文健","江希文","莫少聪",""
"春光乍泄","1997","1292679","剧情","爱情","同性","8.9","黎耀辉（梁朝伟）与何宝荣（张国荣）是一对同性恋人，为了有新的开始，他们怀着美丽的梦想（去看南美洲大瀑布）离开香港来到阿根廷，却在布宜诺斯艾利斯迷了路。黎耀辉想安下心来过日子，无奈何宝荣于夜夜笙歌中放纵着自己的生命，以期找寻更多的刺激，只当黎耀辉是他受伤后的港湾，两人分歧 、争吵越来越多，心的距离越来越远。\n黎耀辉明白过去的日子不可能再复返时，决定离开何宝荣，而正是在他离开后，绝望的意味（对黎耀辉的爱）才在何宝荣的脑海中完整地浮现。©豆瓣","王家卫","","","张国荣","梁朝伟","张震",""
"马永贞","1997","1304694","动作","剧情","","6.9","1898年山东大旱，无数难民涌入上海求生，人流中马永贞（金城武 饰）、马大祥（元华 饰）兄弟俩亦来到这片英国人掌控下的东方乐园，二马无技傍身，只好从码头苦力做起。马永贞机缘巧合结识上海码头之王谭四（元彪 饰），并凭借出色身手获得其欣赏。其时谭四与巡捕房支持的杨双连番血战，马永贞遭遇混战，为谭四的一壶春舞厅出手击退强敌，对卖场其中的歌女金铃子（宣萱 饰）一见钟情。谭四感佩马永贞义气，将一壶春和老板娘艳阳天一同赠送之。马永贞遂以一壶春为起点，率众攻占杨双地盘，激起上海滩无数杀伐。马永贞遭遇杨双暗算，命悬一线之际却再遇金铃子……©豆瓣","元奎","","","金城武","元彪","宣萱","周嘉玲"
"天才与白痴","1997","1307554","剧情","喜剧","","6.8","妙莲将患有智力障碍的儿子阿辉（葛民辉 饰）留在庙街，自己远赴加拿大结婚。在庙街，是善良的阿炳（许志安 饰）一家人精心照料着阿辉。雯雯（朱茵 饰）暗恋阿炳多时，然而阿炳的心却系在另一名女子身上，这让雯雯感到十分伤心。\n某日，一场意外让医生发现了生长在阿辉脑中的肿瘤，将其切除，哪知道没有了肿瘤，阿辉竟然获得了能够预知未来的能力，一时之间在庙街炙手可热。妙莲回来了，然而阿辉的心中怨恨母亲当年抛弃自己，对母亲十分冷淡诸多刁难。与此同时，阿辉得知自己将在不久之后打回原形，在雯雯和妙莲的支持和鼓励之下，阿辉接受了这一事实，并和不离不弃的母亲化解了恩怨。©豆瓣","赵崇基","","","葛民辉","许志安","朱茵","罗家英"
"战狼传说","1997","1293516","动作","剧情","","6.4","青年阿Ben（梁汉文 饰）通过网络试图寻找最著名的杀手战狼，终于得到战狼搭档威叔（黄子华 饰）的引见，在熟睡的战狼面前，威叔向阿Ben讲述他们年轻时的故事——战乱年代，阿威生活的小村中闯入了一个失忆陌生人冯文轩（甄子丹 饰），阿威为冯文轩引路，半途遇上山贼，冯文轩大开杀戒，令阿威折服，拜其为师。山贼一伙并未善罢甘休，对冯文轩展开连番追杀，冯文轩伤重之时，因阿威而与旧日恋人惠怡（李若彤 饰）重逢，冯文轩寻回了失去了记忆，发现自己曾经竟也是山贼的一员，而越来越严酷的杀伐令他与恋人深陷险境……阿Ben听了二人的讲述后，并未改变心意，并揭露了自己寻找冯文轩的真正目的……©豆瓣","甄子丹","","","甄子丹","黄子华","李若彤","林国斌"
"最佳拍档之醉街拍档","1997","1306562","喜剧","动作","","6.1","性感妖娆的妙龄女子万玲（钟丽缇 饰）是个纵横江湖绝少失手的红颜神骗。某社团老大被万玲骗尽钱财，一气之下心脏病突发身亡。临终前，该老大将社团托付给在美国打拼的独子浩式（谭咏麟 饰），并命令他亲手杀死万玲为自己报仇。虽然一万个不情愿，但迫于老妈（Maria 饰）和社团同袍的压力，浩式最终接手社团，并在神枪手醉枪（梁朝伟 饰）督促下修炼枪法。两人尾随万玲，伺机行动，而浩式却在这一过程中渐渐迷上这个女子，因此他迟迟无法下手。\n另一方面，万玲曾用梵高的赝品和黑社会老大雷扬（吴镇宇 饰）交易，骗取对方现金200万，遂令雷扬暴跳如雷，不断派人追杀。几组人马凑在一起，场面越来越乱……©豆瓣","钱嘉乐","","","梁朝伟","谭咏麟","钟丽缇","朱洁仪"
