"name","year","id","type__001","type__002","type__003","rate","story","director__001","director__002","actor__001","actor__002","actor__003","actor__004"
"自杀前14天","1999","3155686","喜剧","恐怖","","5.9","电影分为三个和自杀有关的短片。\n阿福（姚乐怡 饰）刚刚进入公司担任会计的职务，正准备在此施展一番拳脚，但很快，她就发现自己的老板和老板娘行为举止十分的怪异，这其中藏了怎样的隐情？\n琪琪（张文慈 饰）发现自己的男友悟空（曹永廉 饰）竟然背着自己和她的闺蜜佩佩（黄佩霞 饰）走到了一起，伤心和绝望之中，琪琪选择了自杀，死后，琪琪才发现，自己中了悟空的诡计。\n阿皇（雷宇扬 饰）是一名电梯维修工人，整日沉迷于工作之中的他自然而然的冷落了妻子阿菲（李婉华 饰），阿菲在琪琪的鬼使神差之下决定自杀来报复冷漠的丈夫。©豆瓣","黄家辉","","雷宇扬","黎耀祥","伍咏薇",""
"水浒传之英雄好色","","24840519","","","","","","","","","","",""
"黑马王子","1999","1305594","剧情","爱情","","6.1","冰（李嘉欣 饰）是一个上海著名企业家的女儿，为了寻找与自己的失散了十几年的亲生母亲，不惜瞒着父亲来到香港，并认识了“黑马王子”华弟（刘德华 饰），华弟好心收留了她，并与母亲一起帮她寻找生母。不料冰被人绑架，华弟协助警方救出了冰。冰受伤后，华弟更把自己的一部分肝脏捐给了冰。冰与父亲一起回到了上海，可是正在修养期间的她发现自己已经爱上了华弟。就在她生日那天，父亲说要介绍她认识一位“白马王子”……©豆瓣","王晶","","刘德华","张家辉","李嘉欣","关秀媚"
"星月童话","1999","1295284","剧情","爱情","惊悚","8","未婚夫达也（张国荣）在香港死于一场交通意外后，瞳（常盘贵子）以为自此失去幸福，生活质量开始大幅滑坡。为了兑现曾与达也在香港许下的承诺，她勉强收拾心情只身来到伤心城。同瞳一样，香港警察家宝（张国荣）也有一段伤心往事，他曾因工作狂热导致女友无法忍受冷落自杀身亡。女友死后，家宝选择做了卧底，想以更加狂热刺激的工作来麻醉和折磨自己。\n瞳遇到家宝后，因为家宝与达也长得一模一样，疑惑达也还在，内心又起美丽的憧憬，两个因爱受伤的人擦出烂漫火花。©豆瓣","李仁港","","张国荣","常盘贵子","星野有香","杨紫琼"
"千言万语","","1305803","","","","","","","","","","",""
"生人勿近之问米","1999","1479934","恐怖","","","5.8","表面看来，乔（朱茵 饰）是一名普通的心理系学生，然而实际上，她拥有着能够通灵的特异功能。一次偶然中，乔遇见了一位名叫司徒（罗兰 饰）的老人，司徒是一位问米婆，得知了乔的特殊能力，她决定将自己的衣钵传授给她。\n为了说服乔成为自己的继承人，司徒带着乔的灵魂来到了地府，在这里，乔意外遇见了名为阿倩（张文慈 饰）的冤魂。原来，阿倩是黑社会老大阿武（尹天照 饰）的妻子，因为丈夫在外结仇而惨遭报复被焚烧致死，心中充满怨怒的阿倩上了乔的身，回到人间，想要找到阿武与其同归于尽，就在这个节骨眼上，得知一切真相的交通警察阿齐（钱嘉乐 饰）及时赶到，制止了悲剧的再次上演。©豆瓣","郑伟文","","朱茵","钱嘉乐","尹天照","罗兰"
"黄金恶梦","1999","3772582","剧情","动作","","3.8","第二次世界大战期间，日本侵略者在我国抢掠了一批文物珍宝，偷运到菲律宾埋藏。为了灭口，以大川为首的日军竟残酷杀害了所有搬运文物的劳工，然而，其中一名中国劳工王子君和菲律宾测量师沙利斯机智地逃脱了日军的残害，而且两人分别持有半张日军秘密藏宝山洞的地图。半个世纪过后，日本黑帮人物，当年刽子手大川的儿子正一等人竟又发起了一场追图夺宝的争斗。最终，在我国及菲律宾国际刑警的联手配合下，破灭了这些不义之徒的黄金梦。","卢宝山","徐忠信","莫少聪","周文健","吴辰君","连凯"
"阴魂不散","1999","1479952","剧情","惊悚","","4.5","Mike是一名卧底探员，在夜店邂逅了小丽，两人迅速打得火热，丽更要求Mike与妻子离婚。在一次警方围剿中，丽中了枪，在临终前对Mike的身份感到怀疑，结果含恨而逝……Mike虽完成了任务，但对丽的死始终深感内疚。青年干探超在回家途中，遇着丽的阴魂，丽于是附在超身上去追查Mike的身份，从此令Mike一家生活在极度恶惧中……","罗舜泉","","伍咏薇","王敏德","黄佩霞","邹兆龙"
"四个厨师一围菜","1999","1461148","喜剧","爱情","","6.6","抗战胜利后的年除夕，在上海著名的梅龙酒家厨房里，沪上名厨梅松孝、龙恩恩、方元镇和李一勺联袂烹制了十三道令人叫绝的胜利大菜，尤为“龙凤四喜齐临门”压轴菜令众食客啧舌。常言道“久合必分”，次年的除夕不复往年的辉煌，“梅”“龙”“镇”三家另起炉灶、分崩离析。数年后，方氏后人方镇金（金士杰 饰）经营的酒家来了一位莫测高人，他亲点了四道当年的招牌菜，并一一品评其中的不足，方镇金暗自叹服，他决定联合当年另两家的后人，再创当年的一品难忘。不久，台北的“梅”家后人梅花（吴倩莲 饰）和香港的“龙”家后人邬少龙（陈小春 饰）相继接到上海的诚至邀请，伹上海的聚首还能展现昔日“胜利菜”的辉煌吗......©豆瓣","李国立","","金士杰","吴倩莲","陈小春","郎雄"
"再见阿郎","1999","1308295","动作","剧情","惊悚","7.8","张东郎（刘青云饰）从狱中出来，女人已卷走一切钱财。昔日手下已经另投他主，威风八面不复存在。年轻的寡妇小雪（黄卓菱饰）打理丈夫留下来的国际饭店，她有一个刚上小学的儿子。\n那残旧的小旅店“国际饭店”便成了张东郎的窝，暂时休喘。但他拿不着钱，因而交不出房租，只好在店里打打零工，对母子二人的感情愈来愈深，但他们的表达是含蓄而温馨的。\n后来，脾气火爆的张东郎得罪了警察肥九（林雪饰），对方开始刁难小雪的国际饭店甚至是恐吓小孩子。东郎愤怒出手，但小雪面对各种压力只得让他离开。\n没有家的东郎能走向何方？结下梁子的肥九又会轻易放过他们吗？©豆瓣","杜琪峰","","刘青云","黃卓玲","黎耀祥","林雪"
"金枝玉叶之睡在下流社会的日子","1999","2256085","剧情","","","3.8","龙佐治因与飞龙帮争执而误杀他人入狱，出狱后遇见一年青人米高，两人不打不相识，结为肝胆相照的好兄弟，并拍档专门抱打不平，游戏人间，两人因做善事，而结识富家女萧白丽，共同展开追求，差点反目成仇，后因丽之后父萧锋与飞鹰帮产生冲突，佐治与米高冰释前嫌，共同努力与飞龙帮展开生死战......","罗曼迪","","钱小豪","翁虹","嘉玲","曾燕"
"蜜桃成熟时3蜜桃仙子","","20495848","","","","","","","","","","",""
"勾魂恶梦","","1307480","","","","","","","","","","",""
"医神","1999","2051166","喜剧","","","5.5","田七（张达明 饰）是个精人，常喝醉打妻子当归（蔡少芬 饰），当归痛定思痛发誓要对夫报复，刚巧城中富商罗汉果欲寻名医，当归于是谎称丈夫会医术，并且要用精棍子揍田七，他才会应允他人治医，罗汉果信以为真，不但将田七痛打一顿，并将其接入家中，于是一场啼笑皆非的闹剧开始了……","刘国辉","","张达明","蔡少芬","伍咏薇","黎耀祥"
"原始武器","","1304909","","","","","","","","","","",""
"黑道风云之收数王","1999","1303256","动作","","","6.2","阿细（张家辉 饰）是一位名不见经传的泊车小弟，一次偶然中，他同旧日好友扒房（李灿森 饰）重逢，欣喜之下，阿细亦找到了自己未来的道路。就这样，阿细经扒房介绍，来到了阿查（吴镇宇 饰）所经营的讨债公司工作，然而，对于阿查的为人，阿细不敢恭维。\n一次行动中，阿细的聪明机灵得到了某黑道大哥的赏识，联系了两位好友，阿细决定“跳槽”。在黑道大哥的帮助之下，阿细成立了自己的讨债公司，并将公司经营得风生水起，自己也因此而遇见了命中注定的情人。不幸的是，阿查并不愿意放过背叛自己的阿细，他设计陷害阿细，让他陷入了人生的低谷。©豆瓣","黎继明","","吴镇宇","张家辉","李灿森","黄秋生"
"亲蜜情人之无限诱惑","","5145738","","","","","","","","","","",""
"杀手自由人","1999","26759475","","","","0","小豪被组织老大视为义子，继以重望,但组织内部其它成员不满,为不影响老大的地位有所动摇,远走他乡,浪迹江湖......","高飞","","曹查理","钱小豪","高飞","李淑梅"
"电影鸭","1999","1306788","喜剧","","","6.3","香港电影圈正逢盗版猖獗，落魄导演陈果新（曾志伟饰）、监制徐屈（陈百祥饰）、编剧谷一昭（张锦程饰）、男演员周松弛（罗嘉良饰）、女演员朱淇（关秀媚饰）决心要拍一部高水准的作品来打击盗版。可惜横在几人面前的就是钱这座大山。于是四个男人只有去找鸭店老板（雷宇扬饰）学习做鸭的技巧去哄骗大腕金姐（罗兰饰）的腰包......©豆瓣","钟澍佳","","曾志伟","陈百祥","关秀媚","罗嘉良"
"三五成群","1999","2303056","剧情","惊悚","犯罪","7.2","秀茂坪一班童党打死了一名少年，他们七手八脚将尸体转移，毁尸灭迹……不良青年大王好勇斗狠，与得力搭档阿必两人为维护小弟阿鸡与另一帮不良分子黑仔等人发生冲突，黑仔不敌只得退缩。另一方面，出身泰国区的番薯在垃圾站工作，但游手好闲的番薯将工作推给为人老实木讷的三叔（李健仁 饰），不时对后者施以暴力。番薯为泰国区孩子出头赢得称赞，趁机收小弟建立了自己的势力，黑仔找到番薯要求合作对付大王，结果两人却一起被擅长打斗的大王收编。自此，大王掌控下的“皇朝”党正式成立，一班年轻人整日游手好闲，欺侮三叔，同三叔关系较好的阿鸡心中不平，却因此引来了杀身之祸……\n本片根据真实事件改编。©豆瓣","钱升玮","","陈芷菁","李健仁","宋本忠","林子善 Lam Tse Sin"
"99雪在烧","1999","26732205","","","","0","查理在舞海邂逅如花貌美的淑姬，两人堕入情网，淑姬决定从良与查理结为夫妇，并打予查理经营酒吧。婚后两人感情由灿催于平淡，查理开始不安于室，四处拈花惹草，淑姬气在心头满不是味儿。一天酒吧出现了一名英俊流浪汉来寻生计，淑姬灵机一触，悉心安排了一个蛇蝎毒计，将查理引入一个血腥的性游戏里，以泄她心头之恨。","高飞","","高飞","曹查理","金淑姬","邓永豪"
"特警新人类","1999","1299048","动作","惊悚","喜剧","6.3","日本恐怖分子赤虎把香港作为亚太区的走私军火的重要基地，他们还使用了高端科技，蓄意挑战特区政府，政府束手无策，继而严重威胁到全港市民的安全。警官陈聪（曾志伟 饰）为了证明自己的能力，到警校挑选了Jack（谢霆锋 饰）、Match（冯德伦 饰）、异型（李灿森 饰）与千年虫（叶佩雯 饰）四名叛逆少年组成一支特警新人类，务求抓拿赤虎。特警在首次行动渗入了黑帮杰少的组织，杰少正是赤虎的接头人。特警渐渐得到杰少的信任，却又被警方视为杰少的同谋，腹背受敌。在众人奋力逃生之时，也发现了赤虎的重大阴谋……©豆瓣","陈木胜","","谢霆锋","冯德伦","李灿森","吴彦祖"
"四级杀人狂2男疯","","3811340","","","","0","","侯永财","","林伟","許彥鈞","陳旖明","吳冠易"
"皇者之种","1999","25823936","","","","0","在耸山峻岭角落下某古老皇朝,当权者得长老指示,知皇朝将临浩劫,为保存皇种,遂将精子及一批宝藏收藏在冰山,并留下玄机,以便日后在适当时机有族人回来寻得精种,人工受孕,将皇族血统,得继以延续.仓海桑田,年代变迁,此事烟没不知若干年后,一野心考古学家无意间得知此事,遂千方百计寻觅得藏精处,发现竟巳为人截足先登,心有不忿,遂布下天罗地网,誓要将夺皇种者揪出,抢回宝藏,一场腥风血雨马上展开","高飞","","钱小豪 雷宇扬 李淑梅","","",""
"阴差阳错","1999","1479939","剧情","恐怖","","0","高文森（黎耀祥 饰）和白婵（姚乐怡 饰）本是恩爱夫妻，但婵在一次意外后人间蒸发，森为此而意志消沉。在嘉华（钱嘉乐 饰）和宝玲（关宝慧 饰）的安慰开解下，森很快振作过来，并与宝玲发展为情侣。七年后，森在母亲（罗兰 饰）的催促下打算跟玲结婚。碰巧失踪多年的婵突然出现森母眼前，森母以为见鬼而晕倒。后来婵跟森母解释，原来她因意外失忆，刚刚才恢复记忆。对於阔别多年的丈夫快要结婚，婵感气偾难平，但森却不想放弃苦等他七年的玲。两女争一男，森不知如何是好，最后森母想出由婵扮鬼来吓走玲的藉以令玲死心。玲被婵的“鬼魂”吓得花容失色，向高僧和神父等求助。眼看玲受尽折磨，森不忍，说出事情真相，此后玲与婵水火不容。为了挑拨森和婵的感情，玲在旁煽风点火，森逐渐怀疑婵失踪期间在外面也有亲蜜男友，旁敲侧击下发现婵在失忆期间一直由明（张达明 饰）。两男两女之间的关系，在阴差阳下变得更复杂。","李玉珍","","张达明","黎耀祥","姚乐怡",""
"赌侠大战拉斯维加斯","1999","1308129","喜剧","动作","","6.4","合力击败马交文之后，king（刘德华 饰）与化骨龙（张家辉 饰）联合化骨龙的表哥阿叻（陈百祥 饰）骗取了恶人大眼文一笔钱。当他们打算享受一番之际，大眼文把化骨龙抓走了。King与阿叻则被警方带到与中方高层见面，他们被派往拉斯维加斯捉拿大老千Peter朱（万梓良 饰）。为了得到巨款拯救化骨龙，king接受了这次任务，前往拉斯维加斯。\n在拉斯维加斯，小心（郁芳 饰）与阿扁（林熙蕾 饰）一心想找到金龟婿，后来加入了king的老千行列。终于他们遇到了Peter，两人互相欺骗更多次交手，敌意渐生。\nKing用阿扁做饵勾引Peter成功，他们经由沙漠公路到洛杉矶，途中Peter极力逃脱。众人在沙漠奋力搏斗。Peter的手下竟然用直升机拯救，幸好king神机妙算，顺利把Peter带回香港。©豆瓣","王晶","","刘德华","张家辉","陈百祥","林熙蕾"
"护花情迷","1999","26729311","惊悚","","","0","黑社会头子林威的太太小冰在不同场合被无名杀手施下毒手，欲置她于死地，幸小冰命大，每次在紧急关头都能化险为夷，逢凶化吉。林威有一次目睹追杀过程，提出为小冰请来保镖两人，左右日夜贴身保护小冰，小冰不知原这来这一切是林威布下的局，为的是不想小冰管他太严欲借此将小冰视线转移。小冰生性好动，不甘沦为花瓶，对林威私生活一直很着紧，现在保镖如影随形，令她满不是味道，小冰欲摆两位保镖又怕性命有危险","刘俊辉","河洛","林威","刘俊辉","韩小冰","曹天生"
"还我情心","1999","3210952","","","","6.6","李奥（吴奇隆 饰）是一位冷静强干的职业杀手，在行业内有着极高的声誉。某日，李奥于无意中遇见了刑警迈克（林志辉 饰），迈克凭借警察的直觉认定李奥就是他一直在寻找的杀手，于是推迟了同女友玛姬（蔡少芬 饰）的婚期，踏上了追踪李奥的旅途。\n李奥患有先天性心脏病，又无奈与杀手界的腥风血雨，萌生了退意，因此遭到了组织的追杀，迈克亦不幸受到牵连。李奥心脏病发作，想要保命唯有换心一个选择，一场紧张的手术之后，李奥的胸膛里，跳动着迈克的心脏。一次偶然之中，李奥遇见了玛姬，胸中剧烈的悸动让他对玛姬展开了热烈的追求。与此同时，黑帮的杀手和警察的追踪将李奥逼入死角。©豆瓣","蔡明洁","","蔡少芬","吴奇隆","吴启华","邵兵"
"第100日","1999","2122009","","","","0","电影女主角的名字叫雯，他的父亲并不善于表达感情，对雯管教甚严。当雯的母亲因金融风暴而自杀后，在雯眼中，母亲是受父亲迫害而死。父亲因伤痛妻子的死亡，作出了一个的决定----将妻子的尸首留在家中以保留""家"" 的完整性！雯对这巨变无所适从，痛恨父亲。男主角的名字我不记得了，他的母亲是电台DJ，可能是职业病的关系他们很少交流。他每天坐巴士都会遇见一个女孩，他暗暗地想要在他们遇见第100天的时候想他表白。我的表达能力有限，总之是个很灰暗也很忧伤的故事，而且很现实，只看过一遍却对里面的每一个细节都记忆深刻。里面有一档叫“无人驾驶”夜间节目。没有主持人你可以随意的打电话到电台说你想说的话，只有倾听没有安慰，感觉很空荡却也很自在。","郑保瑞","","林雅诗","周子驹","陈国邦","陳萬雷"
"根太软","1999","26730470","","","","0","查理好色富商，无女不欢，喜流连夜店，夜夜笙歌，寻找床上玩物，欢乐春宵。某夜，他结识了热情如火的艳女郎小冰，两人一见如故，如胶似漆，缠绵整夜晨曦才相拥入睡。查理午后醒来，伊人不见，发觉自己竟被禁固在床上，大吃一惊，起初还以为是小冰安排的性游戏花招，不料原来他竟巳堕入小冰男友之美人计，要他身败名裂，否则钱财尽失。查理冷静下来，不断思量如何脱身，终被他想出一条计中计来","刘俊辉","河洛","曹查理","韩小冰","王海生",""
"怪异集之你回来吧","1999","1479925","悬疑","惊悚","恐怖","0","风流准女婿有负未来岳丈临终所托，引起怪事连篇。凶屋、鬼怪，却有一段凄美爱情故事……","王日平","","丁子峻","徐锦江","林依彤",""
"蓝色情迷","1999","5958570","剧情","","","0","一场无情的车祸夺去了两个人的生命,却从此变了一个人的一生......仪原本有幸福美满的三口之家,却在一次举家外出的旅途中发生车祸,丈夫恺和四岁女儿婷婷同时遇难,一个看似完美的家庭就此破碎,仪从此失去了面对生活的信心.在她患得患失之际,一直暗恋她的前度男友齐再次现并揭露了一个惊人的消息,仪一直以为自己曾深爱过的丈夫原来早已另有所爱,不但金屋藏... 一场无情的车祸夺去了两个人的生命,却从此变了一个人的一生......仪原本有幸福美满的三口之家,却在一次举家外出的旅途中发生车祸,丈夫恺和四岁女儿婷婷同时遇难,一个看似完美的家庭就此破碎,仪从此失去了面对生活的信心.在她患得患失之际,一直暗恋她的前度男友齐再次现并揭露了一个惊人的消息,仪一直以为自己曾深爱过的丈夫原来早已另有所爱,不但金屋藏娇,还在黑道上惹下了一屁股的债务.齐对仪的殷勤揭穿了原来亦别有用心,其最终目的只不过是另有图谋骗财骗色.仪全线崩溃,面临自毁边缘.目睹车祸全程的陌生男子伍在仪最失意最需要帮助的时候,勇敢地站到了仪的身边,使她摆脱厄运,重拾自信......","李钊","","张耀扬","马雅舒","连奕名","徐锦江"
"荡女痴男","","26575227","","","","","","","","","","",""
"鬼咁过瘾","1999","1479920","","","","0","学校风气日差，惹得护校精灵不满，顽劣学生接连离奇死亡，匪夷所思，王老师追查命案，竟发现凶手竟是厕所里的马桶……一部令人改变如厕习惯、令好莱坞顶尖特技感到汗颜的有趣电影。","郭伟钟","","莫家尧","黎耀祥","欧子欣",""
"小心女人","1999","26734640","情色","","","0","年轻貌美的阿琳和丈夫阿权在郊区开了一间小酒吧,生意一直很惨淡.琳辛苦地经营着酒吧,还不时遭到权的拳打脚踢.一天酒吧来了两个无赖:瘸腿光和结巴郭,他们与好斗的权大打出手,文劝开双方,悄悄跟瘸腿光说了几句,光和郭立即自动离去,为此,权很感谢文,但不知文跟光说了什么.警察明前来告诫权,光和郭是重要通缉犯,非常危险,要权多加小心...","李钊","彭俊伟","连联","徐锦江","宝佩如","李钊"
"风流名妓苏小小","","4034922","","","","","","","","","","",""
"中华英雄","1999","1294671","动作","冒险","剧情","6.4","1913年，钱无义（徐锦江 饰）带了洋人来夺家传之宝，华家人惨遭灭门。华英雄（郑伊健 饰）在怒火中杀光洋人。他忍痛与妻子洁瑜（杨恭如 饰）暂别，远避美国当苦工谋生，却承受着种族歧视的不公待遇，华英雄反抗出走。\n洁瑜带着身孕赴美，得中华楼老板元武（元彪 饰）相助，而英雄也被鬼仆救 出，夫妻相聚。洁瑜诞下龙凤双胞胎之夜，中华楼遭“五术人”纵火，洁瑜身亡，女婴被掳走，男婴被好友生奴（林晓峰 饰）收养。华英雄为了报仇，苦练师父金傲（黄秋生饰）的《中华傲决》武功。十六年后，华英雄之子华剑雄（谢霆峰 饰）欲寻生父，但华英雄以“天煞狐星”为由，不肯亲近儿子，最终在纽约自由女神像上，与仇人“五术人”的师父无敌（吴镇宇 饰）决斗……©豆瓣","刘伟强","","郑伊健","舒淇","杨恭如","元彪"
"真心话","1999","1301914","喜剧","爱情","剧情","7.3","本片由尔冬升导演，描述了何润东与范文芳这对爱情小冤家，由于出身与教养大有差别，互相吸引又互相有顾虑，最有趣的是乖仔何发觉堕落妹范的住所残旧且污脏，忍不住并主动为其打扫清洁，同居后又怕被她纠缠，弄不清到底是否真爱她，后来他激情示爱，不惜狂食迷幻药，其实很突兀，好在那段生死边缘拍出强烈的戏剧性，最具有剧力。本片半香港味半新加坡味，对男女关系的变化过程，相当细腻，剧力转折亦有功夫。","尔冬升","","范文芳","何润东","钱嘉乐","郑佩佩"
