"name","year","id","type__001","type__002","type__003","rate","story","director__001","director__002","director__003","actor__001","actor__002","actor__003","actor__004"
"捕风汉子","1988","1306080","剧情","","","6","程晖（李美凤 饰）有着一段平淡而又乏味的婚姻，但她自己偏偏又是个浪漫爱好幻想的女人，于是只能将心中隐藏的激情挥洒在日记本中。某日，程晖家中来了窃贼，警探高政（万梓良 饰）奉命缉拿，就此意外的拾得了程晖的日记，发现了这个外表冷淡的女人内心里的火热。\n高政无法自持的想要接近程晖，不惜投其所好隐瞒了自己警察的身份，面对这个突如其来的高大男人，程晖心动了，两人之间的距离越来越近。在上一次的行动中，高政击毙了一名窃贼，窃贼的弟弟决定替哥哥寻仇，将攻击的目标放在了程晖的身上。为了救程晖，高政暴露了真实身份，程晖惊觉受骗，悲愤之中选择了离开。©豆瓣","赖建国","","","万梓良","李美凤","周星驰","吴家丽"
"猛鬼学堂","1988","1473078","科幻","恐怖","","6.7","不知什么时候，僵尸竟然窜上了香港的街头，由于被咬的人随后也会变成僵尸，一时间变得僵尸遍街，人们陷入了恐惧当中。一日，一只僵尸跑进了香港警局，由于没有对付僵尸的经验，警察们都束手无策。这时，警员金麦基（张学友 饰）与孟超（许冠英 饰）合理制服了僵尸，上司因此吩咐从各个部门抽调人员由他们领头组成猛鬼部队。\n于是，各个部门都把平时最不受欢迎的人物抽调了过来，一群乌合之众组成的猛鬼部队成形了。岂料训练刚开始，猛鬼部队的训练营地就窜进了僵尸，还有一个学员被僵尸咬了而没察觉，他也开始慢慢变为僵尸……©豆瓣","刘镇伟","","","张学友","许冠英","林忆莲","刘美君"
"法内情","1988","2215964","剧情","惊悚","","7.5","《法內情》较之前作更富戏剧性。老妓女经常被一名作威作福的杂差敲诈，后来更遭到勒索巨款，终于走投无路杀死杂差。孤兒院修女找来刘志鹏道出其身世的秘密，请求他再为其生母辩护。然而法官及检控官与刘志鹏积怨甚深，在法庭上这对苦命母子完全孤立无援，正义在法理下又能否得到伸张？","黄泰来","","","刘德华","叶德娴","周海媚","秦沛"
"爱情谜语","1988","1302901","喜剧","","","6.2","秦家宝（杜德伟 饰）留学归来进入了戴大力（林立三 饰）的设计公司工作，一次偶然中，秦家宝结识了查小桑（叶童 饰）和洛奇（钟楚红 饰）两位美丽女子。查小桑的大姑姐（李琳琳 饰）将一表人才的博士陈国新介绍给查小桑认识，希望两人能够走到一起，然而查小桑显然对这位博士没有什么兴趣。\n洛奇想要找戴大力假扮查小桑的男友以推脱这门亲事，没想到在误打误撞之中找来了秦家宝，早前秦家宝和查小桑之间发生了一切误会，通过这一契机，误会消解，随着时间的推移，两人之间竟然渐渐产生了真挚的情谊。可是，他们却都选择将这份感情偷偷藏在心底。©豆瓣","陈安琪","","","钟楚红","叶童","李琳琳","杜德伟"
"群莺乱舞","1988","1298205","剧情","","","6.7","故事发生在一间名为咏花寨的妓寨之中，其中坐镇着美艳风流的花艳红（利智 饰）、芙蓉出水的陆千千（关之琳 饰）、清纯可人的玉叶和热情奔放的金枝。艳光四射的女子们让咏花寨成为了所有男人们垂涎三尺的桃源乡，每一个华灯初上的夜晚，都是这里最为热闹之时。\n政府颁布了禁娼令，并派遣了禁娼专员程立邦（郑少秋 饰）前往咏花寨进行暗访，和程立邦一起的，还有他的未婚妻莉莉（刘嘉玲 饰）。哪知道，即便刚正不阿如程立邦，却也无法抵挡花艳红等人的诱惑，发现自己的未婚夫心猿意马，焦急的莉莉只得转而向警察厅长朱爷（秦沛 饰）求助。©豆瓣","区丁平","","","郑少秋","关之琳","利智","刘嘉玲"
"继续跳舞","1988","1301303","喜剧","","","6.4","资深电视人甘国亮和《跳灰》新浪潮电影人梁普智联合导演，1988年喜剧《继续跳舞》由缪骞人、新马师曾、曾志伟、吴耀汉、黄沾、李香琴、孟海、林忆莲和林建明主演，片中缪骞人更一人饰演两角，分别是孖生姊妹长娥和次娥。次娥本来住在精神病院中，但是她用巧计将长娥骗入院中，并对调身份，然後到社会上寻找负心的前夫。\n故事讲述次娥在过程中遇上了单恋长娥的邮差，又因看风水而认识了富翁唐沙翁。三人之间竟然相处融洽。而长娥本来只想在院中作短暂的停留，但是每日接触稀奇古怪的医护人员和病人後，竟然发现这种生活别有乐趣，逐渐淡忘外界的一切，包括自己的未婚夫在内……","梁普智","甘國亮","","繆騫人","林建明","黄霑","周文健"
"烈血风云","1988","3000166","动作","","","5.4","阿强（徐少强 饰）和阿辉（刘家辉 饰）是一对自幼练习拳击的好朋友。长大后两人则走上不同的道路：阿辉勤奋用功，当上了警察；阿强在自由搏击大赛中杀死对手，终身禁赛，在此之后便进入一个国际杀手组织。\n厌倦了血雨腥风、杀人如麻的生活，阿强决定金盆洗手，却遭到了老大楚先生（楚原 饰）的暗算和追杀。逃亡途中，他被阿辉的妹妹解救，随后来到老朋友家养伤。在此期间，阿强和女孩逐渐产生感情，阿辉却偶然间得知了朋友真正的身份，他由此陷入深深的矛盾之中。另一方面，组织发现阿强的藏身之地，派出杀手尾随而至……©豆瓣","唐伟成","","","刘家辉","刘家良","徐少强",""
"双肥临门","1988","1482525","喜剧","","","6.9","陆小凤（沈殿霞）与丈夫武则书（董骠）、儿子武德亮（曾志伟）在一栋旧楼底层经营一家薄饼店，一家人赚的虽是小钱，却难得合力齐心。房地产代理商金大枝（秦沛）想盘下旧楼盖成高档商场，但薄饼店成为钉子户。武德亮送外卖的路上偶遇金大枝的表妹安娜（张曼玉），一见倾心。\n陆小凤与武则书庆祝结婚三十周年时心脏病突发身亡，但因在阴间踩塌奈何桥没有死成，借刚巧发生车祸身亡的安娜身体重回阳间。由于不能说明自己就是陆小凤，她花费很多心思还是没能回到武则书身边，同时武德亮一直将她追求。这时，出现了一位同原本的她别无二致的楚小香（沈殿霞），而金大枝立誓要将薄饼店抢到手。©豆瓣","姜大卫","","","沈殿霞","董骠","曾志伟","张曼玉"
"龙虎智多星","1988","1301343","动作","犯罪","剧情","5.7","神勇重案组督察李修遭匪首郭岭南报复，伤妻丧儿，李从狱中引出岭南之旧伙伴朱宇作线眼，设计辑捕岭南。 \r\n朱宇起初虚与委蛇，一面假意协助修，实则暗中安排起回赃款与爱侣莲娜远走高飞，并导至修失职被扣押。最后因莲娜遭岭南杀死，朱宇大恸，遂诚意与修合作找寻岭南，在码双方展开一场殊恐战。","陈勋奇","","","曾志伟","利智","李修贤",""
"三对鸳鸯一张床","1988","3117696","","","","6.5","陈学章（张学友 饰）和黄小丽（钟楚红 饰）是一对同居多年的情侣，两人之间感情虽然十分稳定，但却也从未动过谈婚论嫁的念头，只是将日子这样一天天的过着。某日，陈学章的好友阿牛（卢冠廷 饰）将女儿小雪托付给陈学章，希望他能够帮忙照顾一阵子，就这样，陈学章和黄小丽的二人世界中多了一个“第三者”。\n刚开始，从未有过照顾孩子的经验的两人难免手忙脚乱，但随着时间的推移，渐渐得心应手的他们和小雪之间产生了真挚的情谊。当阿牛将小雪接走之后，陈学章和黄小丽都感到怅然若失。这种感觉让黄小丽产生了结婚的念头，但这种念头对于陈学章来说还为时尚早。面对一味逃避躲懒的陈学章，心灰意冷的黄小丽选择了离开。©豆瓣","张之钰","","","张学友","钟楚红","金燕玲","卢冠廷"
"惊魂今晚夜","1988","10490155","恐怖","","","5.7","在香港新界的一栋別墅里，富商的妻子正与情夫偷情，不料，富商回来逮个正着，却反被奸夫打死，埋在花园里，某酒廊经理咪咪和男友阿弟租下別墅，结果怪事连连发生，一连串的命案也一件件出现...","卢坚","","","卢庆辉","李瑞恩","张国强","午马"
"火舞风云","1988","1294207","动作","犯罪","剧情","6.6","阿敏（张敏 饰）与小妹（侯炳莹 饰）自幼随继父（成奎安 饰）一起生活，一家生活虽清苦，却也其乐融融。 成年后的阿敏在理发店打工，补贴家用，供小妹读书。一日偶遇舞女阿红（钟楚红 饰）与几个生意合伙人冲突。阿敏不畏威胁，挺身助阿红，二人遂结下友情。 风云不测，继父 遭人陷害入狱，母亲一病不起。阿敏要在短时间内筹钱，只有下海作舞女。 在领班Cat妈（玛利亚 饰）的代领下，阿敏进入全港最红的舞厅，并再次巧遇阿红。 辛酸的舞女生活，阿敏在阿红的代领下慢慢地成长起来。二人面临各种艰难险阻，相互扶持照顾，结下生死情谊。 眼看父亲即将出狱，生活渐渐有了希望，1988年股市的崩颓却又如晴天霹雳般摧毁了一切。\n阿红多年买股票的钱全部亏空，自杀未遂。为救好友阿敏只有委身大恶人唐彬（秦沛 饰），谁料确是噩梦的开始。到底阿敏与阿红能否挺过这一关？是否苦难生活能够柳暗花明？©豆瓣","张同祖","","","钟楚红","张敏","秦沛","陈百祥"
"撞邪先生","1988","1958779","喜剧","恐怖","爱情","6.2","美容院职员曾小雨（郑裕玲 饰）贪恋演员男友，但无奈后者只把她当做佣人对待，惨遭劈腿的曾小雨伤心落魄，去朋友的聚会上寻找新欢，由此机缘巧合结识了富豪之子利志（钟镇涛 饰）。利志父亲因与人斗法，被对手张山以生命为代价化为青面鬼下降头诅咒利家绝子绝孙，这导致利志不能与女性正常接触，而在结合时则会马上丧命。曾小雨昔日同学沈慈航（万梓良 饰）勘破小雨命中定数，赠送驱邪彩带护身。曾小雨与利志初次接触便遭遇车祸，但在朋友们的撮合下，曾、利二人还是展开了交往，沈慈航出面警告二人，情路艰辛，但曾小雨与利志决定继续交往……©豆瓣","王晶","","","钟镇涛","陈百祥","郑裕玲","刘家荣"
"旺角卡门","1988","1304624","犯罪","剧情","爱情","7.8","香港九龙区旺角混混阿杰（刘德华）做事利落重情义，颇有老大风范，为了照顾做事冲动又好面子的小弟乌蝇（张学友），他不停地在各种大小麻烦中周旋，甚至不惜为乌蝇与黑道狠角色（万梓良）结仇。\n阿杰表妹阿娥（张曼玉）前来旺角看病暂住他家，两人慢慢互生情愫，但因为担心自己的身份最终会给阿娥带来伤害，阿杰选择了将心事埋藏。待阿杰明白真情抑压不住想对命运做番抵抗时，乌蝇却再次因好面子面临生命危险，于是一道友情与爱情必选其一的难题重又摆在阿杰面前。©豆瓣","王家卫","","","刘德华","张学友","张曼玉","万梓良"
"婚外情","1988","3060959","喜剧","爱情","","6.1","阿信（何守信 饰）是公司里的营业经理，同妻子美美（钟楚红 饰）过着非常恩爱的幸福生活。一天，一个名叫爱丽丝（利智 饰）女人出现在了阿信的生活里。爱丽丝是美国一家制造健身器材的公司的副总裁，此次前来香港是为了寻找生意上的合作伙伴，而她的经理人刚好是阿信的老同学彼得。在彼得的牵线搭桥之下，爱丽丝和阿信认识了。\n实际上，彼得一直觊觎着美美，所以一心想要利用爱丽丝来拆散阿信和妹妹，他的阴谋诡计显然已经得逞，而美美也发现了阿信和爱丽丝之间流动着的非常暧昧的气氛。为了坚守自己的道德底线，爱丽丝决定将对阿信的感情深藏在心底，并且帮助阿信和美美重修旧好。©豆瓣","徐虾","","","何守信","钟楚红","利智","姚正箐"
"灵幻小姐","1988","20378808","恐怖","","","5.9","女星马珍妮与徐乐民会演新片，遭徐妻误会，徐妻妒恨之下自杀身亡，化为厉鬼，不断骚扰珍妮，徐妻鬼魂杀死徐之后，欲加害珍妮，幸得福伯及另一善良女鬼救助，逃出生天。珍妮男友胡一筒得福伯教路，往请法力高超之骠叔铲除恶鬼，展开激烈的人鬼大斗法……","冯克安","","","冯宝宝","王玉环","徐少强","楼南光"
"霹雳先锋","1988","1871220","动作","喜剧","犯罪","7.1","华探长张铁柱（李修贤 饰）打拼十几年才有了探长地位，此人嫉恶如仇不事逢迎，与新任督察罗Sir多有摩擦，辛苦破案结果反被后者刁难。另一方面，悍匪“法官”（成奎安 饰）一伙购枪策划大行动，偷车贼伟仔（周星驰 饰）被法官收为外围助手，向其提供犯罪用车。法官与手下狂牛（黄光亮 饰）和鸡翼( 何家驹 饰)等人洗劫赌档，同一天伟仔因偷车嫌疑被张铁柱抓捕入监，赌档事发，罗Sir不顾张铁柱作证将伟仔定为嫌疑人，令张与伟仔二人大为不满。张铁柱将伟仔释放，同时要求伟仔合作抓捕法官一伙。购入武器的法官一伙战力大增，行事愈发嚣张，与其他帮派当街火并，伟仔被卷入杀人案件，只得配合张铁柱，一警一贼终于开始合作……©豆瓣","黄柏文","","","李修贤","周星驰","成奎安","何家驹"
"猎鹰计划","1988","1305338","动作","犯罪","","6.5","国华（刘德华 饰）和浩龙（吕良伟 饰）同为警员，两人相识多年，共同出生入死，彼此之间结下了深厚的友谊。湖南帮派首领（狄威 饰）设计将浩龙杀害，美艳动人的女子阿红（钟楚红 饰）是老大手里一枚十分重要的棋子。\n一次偶然中，国华成了阿红的救命恩人，国华的正直和勇敢吸引了阿红的注意，她不可自持的爱上了这个本该是她敌人的男人。浩龙的死令国华悲愤交加，他和浩龙的搭档妈打（郑则仕 饰）联手，要为浩龙报仇，阿红决心助他们一臂之力。为了引出黑老大，国华需要二十万的现金，无奈之下，他最终将打劫的目标放到了一宗国际毒品交易之上，现场发生了激烈的交火。©豆瓣","罗文","","","刘德华","钟楚红","郑则仕","吕良伟"
"南北妈打","1988","1302679","喜剧","","","6.7","周申玉（沈殿霞 饰）与关德兴（董骠 饰）育有一子关仁坚（张学友 饰）。周申玉不甘被邻居看扁，丈夫儿子都需要常帮助她在邻居面前出风头。其实关德兴多年来一直想念着往日的旧情人李消云（邓碧云 饰），当年因为母亲反对，他才与阿玉结婚了。\n李消云的丈夫早年逝世，她与两个美丽的女儿文文（张曼玉 饰）与波波（何美婷 饰）一起生活。在电视台工作的关仁坚也认识文文，两人互生好感。但他们想都没有想到自己的父母之间会有如此一番的情感纠纷，而且这时候关德兴夫妇与消云重逢了。\n关德兴知道了儿子的事，拼命帮忙瞒着妻子与旧情人，可是纸是保不住火的，申玉与消云还是知道了这件事，并且极力反对。关德兴想出了各种荒诞的事想要欺骗两位母亲，笑料百出。最后她们又会否放下上一代的恩怨，成全相爱的仁坚与文文呢？©豆瓣","梁家树","","","董骠","沈殿霞","张曼玉","邓碧云"
"金装大酒店","1988","1303130","喜剧","","","6.4","新加坡的一家高档酒店内，工作人员与客人们上演一幕幕底色不同的人间喜剧……\n胖侦探（郑则仕 饰）为取得年迈委托人少妻与一男子（秦祥林 饰）偷情的证据，在酒店房间内安装摄像头，但闭路电视的接收房间却入住了三名乐队成员。这对情人在发现摄像头之后百般掩饰，乐手与服务员们却在电视机前看的不亦乐乎；署名“吴资”的骗子（吴耀汉 饰）入住酒店，却被经理（胡枫 饰）误当做低调检查工作的日本总裁。骗子借势大占便宜，从酒店狠捞一笔；旅行团导游（曾志伟 饰）为人好色，被旅行团内仇恨花心男的精神病患钟小姐（钟楚红 饰）盯上，好色导游面对钟小姐的剔骨刀无可奈何之际，另一名悲情女护士安琪（夏文汐 饰）也找上门来；迷恋女上司（王祖贤 饰）的酒店技工（张学友 饰）苦苦求爱，不经意间忽视了假小子同事（叶童 饰）的默默付出。©豆瓣","刘镇伟","","","郑则仕","吴耀汉","张学友","王祖贤"
"长短脚之恋","1988","1299965","喜剧","爱情","","6.9","阿美（王祖贤 饰）是个美丽的女孩子，可是天生脚就有残疾。她的父亲（黄霑 饰）因被堂叔欺骗买下了一间破旧不堪的超级市场，花掉了毕生积蓄的父亲变得疯疯癫癫的。阿美既要照顾父亲，又要帮忙打理超级市场，生活的重担落在了她的身上。在一次交通意外中，司机梁少祖（周润发 饰）以为自己 把阿美撞至残疾，十分内疚，便决定要帮助阿美经营超级市场。阿美一开始并不信任梁少祖，到后来他联合朋友来帮助自己的超级市场度过难关，心里满是感动，两人更坠入了爱河。©豆瓣","王钟","","","周润发","王祖贤","利智","王青"
"一楼一故事","1988","4241881","剧情","","","0","阿泽是多年前与妻偷渡来港的新移民，后因生活问题导致分居，妻子做了一楼一凤，阿泽却时常失业，多次欲与妻重拾旧欢不果，生活的错折与内心交织着无数的欲望，令他迷失得－－如城市浪人。某天清晨，他往一楼一找相熟的凤姐发泄，情与欲的交织令他想到同样被贱卖的妻子。。。。。。回家后，他发现妹妹正准备与男友私奔，又获悉母亲再婚，还要他做主婚人，此刻他有众叛亲离的感觉，他决定带儿子往找妻子要求复合，但环境迫使他们旧情难再，阿泽茫然走上绝路……","关柏煊","","","鲍伟亮","郑康棋","饶芷昀","寶寶"
"月亮 星星 太阳","1988","1482961","剧情","","","7.5","不幸的童年经历让梅（张曼玉 饰）被迫沦落风尘，心中依旧对爱有所期待的她终于遇见了可以托付终身的男人，无奈两人身份悬殊，之间的感情保守他人非议，岌岌可危。波什（郑裕玲 饰）曾经差一点就要嫁为人妻，哪知道男友的真实目的竟然想利用她的色相赚钱。吉吉（钟楚红 饰）做舞女是为了筹钱帮助自己身陷囹圄的丈夫，没想到，出狱后，丈夫非但不感恩吉吉的帮助，反而将她抛弃，在悲痛和愤怒之中，吉吉终于看透了人性的残酷。\n在马嘉烈（胡锦 饰）的手下，三个舞女在欢场沉浮，尝尽了人情冷暖世态炎凉，与此同时，表面上刻薄势利的马嘉烈，其实亦是一名敢爱敢恨的性情女子。©豆瓣","麦当杰","","","钟楚红","郑裕玲","张曼玉","胡锦"
"求爱敢死队","1988","1301162","喜剧","爱情","","6.3","娘娘腔的小胖子冼洁晶（王晶 饰）被女友甩掉，绝望之际企图跳楼自杀。他的做法不仅引来无数群众围观，还因此结识了同病相怜的非常烦（冯淬帆 饰）和何马同（林俊贤 饰）。阿烦作风粗暴爱骂人，阿同内向胆小，两人的恋爱道路同样几多坎坷。主持“爱情止痛药”的电台DJ谭宇伦（曾志伟 饰）看三人可怜，决定帮他们成为泡妞专家。在了解三人的缺点后，谭带他们来到夜校，阿烦很快就迷上了美丽的女老师李楚红（李美凤 饰）。反惹来对方的反感。楚红和室友小贝贝（邱淑贞 饰）、芬妮（张曼玉 饰）住在一起，这三对男女因此机缘结识，继而展开一场妙趣横生的求爱大作战……©豆瓣","王晶","","","张曼玉","曾志伟","王晶","吴君如"
"鸡同鸭讲","1988","1300080","喜剧","","","7.8","许记烧鸭是香港街头尽人皆知的风味美食，虽然店铺寒酸，装潢陈旧，但是凭借老板老许（许冠文 饰）那一手出色的烧鸭技巧，依然引得众多食客前来大快朵颐。生意兴隆，不过老许对待下面的员工却甚为苛刻，无休止的加班、可怜的薪水，员工们怨声载道，反被老许巧言令色蒙骗过去。不过就在某一天，许记烧鸭的灾难来了。对门的店铺开了一家西式炸鸡店，老板丹尼（吴启华 饰）以先进的理念推广他的西式快餐，很快便将老许的客人抢了去。危机当头，老许想出各种办法应对，而丹尼也意欲将烧鸭店置于死地……\n本片荣获1989年美国拉斯维加斯国际喜剧最佳男主角奖大奖。©豆瓣","高志森","","","许冠文","许冠英","张艾嘉","卢冠廷"
"大丈夫日记","1988","1295675","喜剧","爱情","","7.5","任职于金融机构的周定发（周润发 饰）。他分别认识了做空姐的Sally（叶倩文 饰）跟开时装店的祖儿（王祖贤 饰）。周定发面对两位天姿国色都无法下决定，难舍其一，于是分别在英国及法国跟两女子结婚。婚后他们回到香港，周定发在好友志雄（李子雄 饰）的帮助下努力周旋与两个老婆之间，笑料百出。可是事情到了后来都是让两个老婆知道了真相，Sally与祖儿气愤不已，打算联合起来报复周定发。©豆瓣","楚原","","","周润发","王祖贤","叶倩文","李子雄"
"神探父子兵","1988","1305342","犯罪","","","6.1","剧情讲述同为警校出身的二老友却有不同的命运，一个升为局长，一个仍为警员；二人的儿子也在警界，局长的儿子为名校毕业的高材生，而警员的儿子仍是普通探员。影片围绕这两对父子之间的工作和生活展开剧情，警员望子成龙，不想他再步自己的凡庸人生，不想儿子却在一次行动中以身殉职……","元奎","","","刘德华","萧红梅","钱小豪","董骠"
"特警屠龙","1988","1294365","动作","","","6.3","老王（任达华 饰）、雪玲（郑裕玲 饰）、龙哥（梁家仁 饰）和达叔（吴孟达 饰）等人均是缉毒警察，他们并肩作战，同甘共苦，彼此之间结下了深厚的情谊。某日，他们端掉了一个毒窝，却让毒贩头子给逃走了，之后，毒贩头子杀了龙哥，其余人发誓要找到毒贩头子，给龙哥报仇。\n某日，阿友（张学友 饰）意外发现了达叔和毒贩同流合污，并拍下了录像作为证据。阿友将此事告诉了信任的阿丹（甄子丹 饰）和老王，谁知道老王和达叔是一伙的，为了消抹证据，老王杀死了阿丹，栽赃给阿友。阿友的女友阿美（温碧霞 饰）发现了那盘致命的录像带，为了救阿友，阿美亦死在了老王手上，却也使隐藏颇深的老王露出了马脚。©豆瓣","袁和平","","","甄子丹","张学友","温碧霞","郑裕玲"
"公子多情","1988","1304813","喜剧","爱情","","7","富商施头（王青 饰）其貌不扬，在某次名流聚会上被美女Lychee（利智 饰）戏弄，怀恨在心，并扬言报复。偶然机会，施头遇见来自大陆的前进发（周润发 饰）、高佬伟（曾志伟 饰）和傻鸡（成奎安 饰）。他灵机一动，希望让前进发假扮贵公子勾引Lychee，并请出仪表教练Anita（梅艳芳 饰）对其进行贵族礼仪训练。\n苦于在香港不见出头之日，三人一口应承下来。经过一段时间的魔鬼训练，前进发在随后举行的印度弱智儿童基金晚宴上大出风头，将Lychee在内的一干美女迷得神魂颠倒，甚至连亲手将其调教出来的Anita也不能自已……©豆瓣","霍耀良","","","周润发","梅艳芳","利智","曾志伟"
"杀之恋","1988","1298334","爱情","惊悚","","7.3","月黑风高的夜晚，戚志广（张国荣饰）独自行驶在路上，电台里播放着鬼故事，这时车子突然驶离轨道，戚停下车检查，等他再次上车后蓦地发现后座竟多了个清纯的白衣女子（钟楚红饰）！\n下车后，白衣女子突然主动向惊魂未定的戚志广献上热吻，待戚带其去舞厅后伊人却随即失去了踪影。经此一见，戚像失了魂般心中全是佳人的影子，并在第二天回到旧地寻找。不料找到的却是一座坟冢。\n尽管朋友们都说戚是大白天撞鬼，戚还是对白衣女子念念不忘，他在街上苦候数日，终于发现了她的踪影，而此时她的身份是亿万富翁曹三（黄锦荣饰）的情人？戚决定不论人鬼，都要对女郎展开不舍不弃的追求……©豆瓣","梁普智","","","张国荣","钟楚红","柏安妮","胡大为"
"女子监狱","1988","2071525","剧情","犯罪","","7.1","何嘉慧（夏文汐 饰）在结婚当天误伤了未婚夫阿良（任达华 饰）的债主，接着被判入狱。她对监狱里的生活十分不习惯，感觉自己完全没有了自尊，生性倔强的她也卷入了监狱里的明争暗斗中，幸好她认识了大家姐（郑裕玲 饰）、阿琴（冯宝宝 饰）等人，也总算有个朋友互相照顾。她们一起挣扎生活着，面对很多不公平的对待，警官与罪犯的互相勾结，让她们受尽欺凌，在嘉慧痛不欲生之际，却发现自己怀孕了。©豆瓣","林德禄 ","","","郑裕玲","冯宝宝","夏文汐","任达华"
"黑心鬼","1988","1299392","喜剧","恐怖","鬼怪","6.4","黑心鬼（午马 饰）原是百年前的善长人翁，好事做尽，却令田地善恶不平衡，故被罚在阳间害九名贪心之人后方可投胎；陈康泰（陈友 饰）误放出尿壶中的黑心鬼，被赠予三个愿望，试验其是否贪心之人。康泰之弟星辰（莫少聪 饰）替兄顶罪而被解雇，寄居兄长家中，被恶嫂梅赛花（梅艳芳 饰）逼做男佣，因而邂逅女鬼梅兰花（梅艳芳 饰），另一方面，黑心鬼限期将至，决定完成康泰最后愿望后便取其性命，康泰能否度过此劫……","陈会毅","","","陈友","梅艳芳","午马","叶德娴"
"喜宝","1988","1484007","剧情","","","5.8","喜宝（黎燕珊 饰）拥有美丽的面孔和高傲的心气，对于爱情，她有着和别的同龄女孩截然不同的见解。一次旅途中，喜宝遇见了名叫勖存姿（何俊雄 饰）的富商，喜宝的与众不同立刻就吸引了勖存姿的注意，两人之间的感情发展飞速。\n喜宝和勖存姿之间定下了一纸协议，那就是勖存姿提供经济方面的援助，喜宝在完成学业的同时安安心心的做他的女人，用金钱换青春，在喜宝看来，这的确是一门稳赚不赔的生意。令喜宝没有想到的是，一位英俊的大学教授出现在了自己的生命中，喜宝义无反顾地爱上了他。勖存姿将喜宝的变化看在眼里，向来掌控一切的他又怎么会眼睁睁的看着自己的女人投入他人的怀抱？©豆瓣","李欣颐","","","黎燕珊","柯俊雄","方中信","金兴贤"
"学校风云","1988","1468547","动作","犯罪","剧情","8","中五在读的朱婉芳（袁洁莹 饰）与郭小珍（李丽蕊 饰）本是一对儿普通的中学女生，直至帮派分子刀疤试图接近朱婉芳，在校门口殴打一名不良学生致其意外身亡。警官海哥（林正英 饰）要求朱婉芳出面作证，虽然刀疤之大哥潇洒（张耀扬 饰）恶语威胁，但朱婉芳有感温老师（刘松仁 饰）与海哥的正气，终于指认嫌凶。潇洒大为光火将朱婉芳掳走勒索，温老师在众目睽睽之下却无力保护自己的学生。为偿还欠款，朱婉芳与郭小珍打工度日，刀疤从旁默默相助终于令婉芳留意他温柔的一面。不久郭小珍发现男友佐治背叛，伤心欲绝之际遭车祸身亡，朱婉芳的世界，突然间分崩离析……\n本片是林岭东风云三部曲的最后一部，剧本仍由其兄林岭南（南燕）操刀。©豆瓣","林岭东","","","袁洁莹","张耀扬","刘松仁","林正英"
"警察故事续集","1988","1304726","喜剧","动作","犯罪","7.6","英雄警察陈家驹（成龙 饰）又回来了。不过，性格火爆、直言不讳的他这次因为不满意上司放走了一个极其危险的重犯而和上司吵翻了，愤然辞职。脱离了警察生活的家驹和女友去旅行期间，一间电话公司遭到了炸弹恐吓，本性难移的家驹马上赶到了现场，着手调查案件。\n岂料一波未平，一波又起。这个炸弹狂徒竟然炸毁了警局的大门，还绑架了家驹的女友，要求家驹携带大量赎款前往货仓交换人质。当家驹身带巨款抵达货仓时，发现这里已经布满了炸弹……©豆瓣","成龙","","","成龙","张曼玉","陈国新","楚原"
