"name","year","id","type__001","type__002","type__003","rate","story","director__001","director__002","actor__001","actor__002","actor__003","actor__004"
"记得香蕉成熟时","1993","1401236","喜剧","爱情","","7.6","1966年天星小轮加价暴动，造成了我们的主人公杨醒波（邓一君 饰）的出生，波仔的成长经历并无过人之处，直到1981年，一个历史的闪耀瞬间降临到他的身上：波仔第一次梦遗了。青春期的到来伴随着诸多麻烦，配音演员老爸（曾志伟 饰）想要对他进行性教育却又语无伦次，而学校的健康课只会引来学生们的哄堂大笑。青梅竹马的好友婷婷突然开始对波仔疏远，开始变得会打扮并交了帅气的男友。大出同学们两三岁的“不良”少年泰迪（谢伟杰 饰）形单影只，偏偏与波仔成了朋友，泰迪言传身教，令波仔体会“真男人”的魅力。为婷婷离去而神伤的波仔很快又有了心仪的对象，那是他家的房客夏梦（吕秀菱 饰）姐姐……关于青春的懵懂与成长，成为了这个季节波仔的人生必修课。©豆瓣","赵良骏","","邓一君","曾志伟","冯宝宝","卢爱伦"
"李洛夫奇案","1993","1774992","动作","","","5.8","1956年十月，香港政治部督察李洛夫（吕良伟 饰）在处理一起暴动事件时，捉到了几名趁火打劫的黑社会分子，上峰对他的表现非常满意，派其前往伦敦受训。另一方面，大陆黑社会分子李裁法（李子雄 饰）因杀人被帮会驱逐到香港开辟毒品生意。李洛夫学成归来，担任反黑组督察，然而组内同事人浮于事，只有老资格的炳叔（黄光亮 饰）和嗜酒的郑华（任达华 饰）愿意尽力辅助。李洛夫试图铲除赌档，却走漏消息受人捉弄，继而采用声东击西战术一夜铲除三百赌档，威震香港。靠暴力打出势力范围的李裁法欲贿赂李洛夫却不得，两位黑白枭雄的对决不可避免……\n本片改编自香港警界传奇人物李洛夫的故事。©豆瓣","李英洛","","刘兆铭","吕良伟","任达华","吴家丽"
"神经刀与飞天猫","1993","1303497","喜剧","奇幻","武侠","6.7","携带侄儿小飞刀（林志颖）以缉盗领赏为生的大飞刀（梁家辉）被大风骚（张敏）爱慕，但因不解风情，令大风骚因爱生怨，时常带着妹妹小风骚（叶蕴仪）与大小飞刀作对。大风骚得知富商曹员外（陈鸿烈）出高价诱捕天下第一大盗九尾狐（张学友）时，施计绊住大小飞刀，想捷足先登，没料九尾狐的老婆飞天猫（张曼玉）很不好惹，大小风骚在偷袭时不敌被擒。大小飞刀及时赶来将大小风骚救出，四人合力拿住了九尾狐，但终被其逃脱。\n在追赶九尾狐时，四人再次与飞天猫狭路相逢。见其欲色诱大飞刀，大风骚醋劲大发与其展开恶战，而此时曹员外缉捕九尾狐的真正原因被揭露，众人遂连手一致对抗曹员外。©豆瓣","朱延平","","林志颖","张学友","张曼玉","梁家辉"
"八仙饭店之人肉叉烧包","","1457294","","","","","","","","","","",""
"上海皇帝之雄霸天下","1993","1303170","犯罪","剧情","悬疑","7.8","这部《雄霸天下》的故事紧接《岁月风云》展开。陆云生（吕良伟 饰）场面做大，他为人重情义不计开销导致入不敷出，遂计划涉足银行业，岂料上海各银行家集体抗拒。陆请动古羽（苗侨伟 饰）协助，终令银行家们低头服输……1937年，政府推行“新生活”运动，陆云生放弃鸦片生意带头戒毒，结果险些丧命，不久卢沟桥事变爆发，陆云生为支持抗战捐赠战机，却仍没有挽回上海沦陷的结局，是役更导致他众多门生身亡。陆云生为躲避日本人暂居香港，期间黄金荣（郑则仕 饰）留沪装傻；袁肃军（徐锦江 饰）投靠日军成为汉奸，陆云生只得派出阿山（汤镇业 饰）刺袁。\n抗战终于胜利，陆云生有望成为上海市长，让他颇感欣慰，但冷酷的现实是他已失去利用价值，一代枭雄在不属于他的时代渐入穷途……©豆瓣","潘文杰","","吕良伟","郑则仕","徐锦江","刘嘉玲"
"黄蜂尾后针","1993","1401221","惊悚","","","7.1","邱世龙（刘松仁 饰）拥有自己的公司从事金融交易，其妻子刘艳娥（郑裕玲 饰）是一名律师，二人不只是夫妻，生意工作上也互为搭档。但在表面的风光下，其实是二人名存实亡的婚姻关系，维系他们的只有金钱，邱世龙替人洗黑钱，刘艳娥则从律师的角度协助。某日，刘艳娥发现了丈夫偷藏的一千万美元并偷偷将其转移，两人彻底翻脸，厮打过程中刘艳娥被误伤为植物人住进医院。碰巧，刘艳娥的护士是曾经被她得罪过的马美珍（叶德娴 饰），马美珍对其常常略施小诫却误打误撞的使得刘艳娥苏醒。苏醒后的刘艳娥依旧神志不清，丈夫想借机套出一千万美金的藏匿地点，并雇佣了马美珍入住邱家照顾刘艳娥。就这样，三个各怀鬼胎的人住到了同一屋檐下……©豆瓣","郑丹瑞","","郑裕玲","刘松仁","郑丹瑞","叶德娴"
"黄飞鸿之男儿当报国","1993","1299846","动作","冒险","喜剧","6.1","晚清期间，黄飞鸿（王群 饰）作为南派少林武功传人，在佛山一带已具盛名。某日，黄带同徒弟梁宽（谭俏）及牙擦苏（黄一山 饰）到广州接远从美国回来的十三姨（郭秀云 饰）。三人路经铁路工地时，无故惹来工程总管十一少粗暴对待，继而产生争执。不久，黄因出面阻止十一少在闹市胡作非为，双方积怨日深，但却深受猪肉荣等坊众爱戴，恳请黄在当地开办“宝芝林”，设馆授徒，悬壶济世。开张之日，十一少竟派狮队前来抢青捣乱，并假借洋人之手置黄于死地，无奈技不如人，十一少阴谋未能得逞 。他本身为关帝厅头目，恃着何提督撑腰，暗中从事贩卖鸦片、人口等罪恶勾当，一直视黄为深腹大患，急欲除之。后得悉黄与反清志士来往，密报提督将其收监并施以凌辱。\n众人为救黄四处奔忙，适逢提督受洋人压力，惟有将之释放，但下令将黄等人逐出广州。黄深感不平，途经铁路工地时，得知十一少等贩卖人口罪证。黄为了匡扶正义，救牙擦苏，实行深入虎穴。","刘国伟","张鑫炎","王群","计春华","靳德茂","黄一山"
"爱在黑社会的日子","1993","1966549","剧情","动作","爱情","6.6","程杰（任达华 饰）同妹妹程舒（叶玉卿 饰）以及妹夫唐俊（尹扬明 饰）联手开办赌场，哪知道贪婪的唐俊不仅背叛了程杰的信任，还成为了他的竞争对手。郭凯琳（关之琳 饰）是含着金汤匙出生的千金小姐，她一直深深爱慕着程杰，希望程杰能够成为自己的丈夫，和父亲共同成就一番霸业。\n唐俊贪图妻子程舒的家产，实际上对她早已经没有感情，私底下结识了名为李思思（叶童 饰）的女子，两人之间产生了一段不伦的恋情。声势逐渐壮大的程杰遭到了同行的暗算，性命危在旦夕，索性得到了郭凯琳的拼死相护。郭凯琳的这一举动让对她本没有感情的程杰大为感动。©豆瓣","钱永强","","叶玉卿","叶童","任达华","王小凤"
"盲女72小时","1993","1424633","剧情","惊悚","","6.4","阿香（叶玉卿 饰）从美国动完眼疾手术归来，暂时失去视力三天。丈夫Jack（陈友 饰）是心脏科医生，要去澳门开一个重要研讨会，遂留妻子与仆人阿梅独自在家。 阿梅出去买哮喘药时，神秘男子朱森（黄秋生 饰）在后院内借机与阿香搭讪，说自己是Jack的小学同学，天真的阿香于是请他入屋坐。 朱森坐了一会就告辞。天开始下雨，阿香小睡片刻就有人敲门，她以为是阿梅，却不料朱森又折了回来，说是叫不到出租车。 阿香于是让他换上自己丈夫的干净衣服，朱森告诉阿香自己是印刷工，与老婆感情本来很好，却不知为什么从某个日子开始老婆开始不让他碰。气急败坏的他越说越激动，阿香感到害怕，请他离开。惭愧的朱森再次告辞。 盲阿香摸索着到浴室洗澡，却不料朱森正在哪里等着她……©豆瓣","陈荣照","","叶玉卿","黄秋生","陆剑明","陈友"
"香港奇案之强奸","","4859384","","","","","","","","","","",""
"日落卡门","1993","3127115","剧情","","","5.6","刚出狱的聂子华（吴启华）往深圳接人蛇落港，为一神秘女郎Amy（符钰晶）情诱，聂不能自拔。Amy旋即失踪，令聂难舍不已。\n聂所接的乃前身女武警章玲（王玮），与聂性情不合，但却在聂为她疗伤过程中发生了关系，玲对聂情根深种，可惜聂却无动于衷。\n炭哥（黄光亮）以前为聂的大佬，生性乐观，很替玲不值；而聂却一直追寻神秘女郎，因而多方面接近玲。聂终于找到了Amy，原来Amy是江湖大哥秋哥（江华）的情妇，性格反叛，多次玩弄爱情游戏，并用激将法来引聂追求自己。聂不惜对抗秋哥一伙人而去爱Amy。玲惟有伤心地离开聂，帮助炭哥重整酒廊，炭哥不敢去爱，只恼聂对玲无情无义，后还迁怒于Amy。\n秋哥终于找聂及Amy晦气，聂才知Amy玩弄爱情，悲愤之余欲杀秋哥，却被Amy举枪打死，玲知悉聂惨死，联合炭哥往找Amy报仇，众人斗得死去活来。","张键","","吴启华","符钰晶","王玮","黄光亮"
"武侠七公主","1993","1302415","动作","喜剧","","6.4","明朝中叶，倭寇不断骚扰东南沿海，东瀛柳生一族辅佐德川家康之余亦要席卷中原武林。于是“东瀛霸刀”柳生（任达华饰）杀入武林、所向披靡，亦要向中原武林第一高手“天剑”独孤无极（刘松仁饰）挑战。独孤无极正要与新婚妻子梦青丝（杨紫琼饰）成亲，却不得不为此事拖延。他向“鬼医”（吴孟达饰）求助，遂用剧毒将自己功力提高数倍。比武之日，独孤无极力战柳生，将其赶走，自己却被体内毒气错乱神经，以致糊涂杀死山庄里无数友人，并气走青丝。青丝自此男装打扮，化名独孤贞，杀尽天下负心人。\n鬼医弟子吴通（张卫健饰）为了逃避年纪比他大许多的未婚妻牛娃（郑裕玲饰），成婚当日逃走，巧遇微服出游的天香公主（张曼玉饰）和贴身侍卫（吴君如饰），三人发生争执，此时独孤贞出现解围。而此时镇上却在传言梦青丝在妓院摆出迷魂阵召贤比武的香艳传闻，惊讶的独孤贞于是与吴通一起前去探个究竟......©豆瓣","王晶","","杨紫琼","郑裕玲","刘松仁","张曼玉"
"一九四九之劫后英雄传","1994","2240941","动作","剧情","","6.5","1949年，党席卷全国，各式人等均涌至香港避难，特别是众多国民党战败军人，他们必要离开大陆，但又不能撤往台湾，被逼于英国殖民地落脚。韩敬山将军带领手下至香港，迁入调景岭居住，却不是受人排斥。其后认识青帮头子范庭孙及女医师常谢天，韩与常互生情愫但遭常弟反对。范诱韩与众手下替他将香港黑帮头子Simon势力消灭，并决定重开青帮，但华探长将范扫荡并逮解出境。此时，国民政府的代表出现，要韩将范救回，并答应将众兄弟送至台湾。韩几经辛苦，与手下击退共军，成功救回范……","潘文杰","","吕良伟","郑则仕","张卫健","于莉"
"两厢情愿","1993","2147606","爱情","","","6.5","张伟伦（任达华 饰）是一名冷酷无情的职业杀手，一天，他被派往香港进行暗杀任务，哪知道自己的行踪居然遭到了泄露。为了保证任务能够顺利进行，张伟伦决定先按兵不动，隐姓埋名潜伏在一座小村庄之内。李带好（郑裕玲 饰）是生活在那里的一名老师，她将房子租给了张伟伦。\n李带好以为行踪诡异的张伟伦是舞男，于是对他处处提防。另一方面，组织发现张伟伦迟迟没有动静，于是派出了另一个杀手艾利克斯（黄子扬 饰）接替张伟伦的任务，艾利克斯早就想杀掉张伟伦取而代之，于是将此视为千载难逢的机会。©豆瓣","陆剑明","","郑裕玲","任达华","梁韵蕊","陆剑明"
"黄飞鸿之四王者之风","1993","1294011","动作","武侠","古装","7.1","黄飞鸿（赵文卓 饰）夺得狮王争霸金牌后飘然而去，一时间广东会馆高朋云集纷纷做贺，八旗将军府副都统阿兰成都（陈继铭 饰）大人登门拜访，原来八国联军欲使用各自的巨型赛狮挑战清廷，为维护国体，黄飞鸿决定出战与阿兰将军共赴国难。梁宽（莫少聪 饰）再度惹下事端被黄飞鸿驱逐，无奈只得与鬼脚七（熊欣欣 饰）等找到在北京办报的十四姨（王静莹 饰）求助，黄飞鸿亦赶到报馆，却与十四姨卷入了红灯照在租界内屠杀洋人的事端，黄飞鸿出手救人，与红灯照大师姐苗三娘（王菁华 饰）一同被德国兵士关押拷打。越狱而出的黄飞鸿从红灯照手中救出了众亲人，然而却因此错过了赛狮，阿兰成都将军孤身战死。黄飞鸿为国为友，满腔豪情二次挑战八国巨狮……©豆瓣","元彬","","赵文卓","王静莹","莫少聪","熊欣欣"
"天若有情II天长地久","1993","1300295","动作","爱情","犯罪","6.7","大陆女子小倩（吴倩莲 饰）为了把弟弟从监狱中搭救出来，远赴香港准备卖身筹钱，不料却卷入黑社会大哥被杀一案，小倩从事发现场卷款逃走，黑社会内的真正凶手对小倩下达了追杀令。慌不择路的小倩将老警员彪叔（关海山 饰）打伤，逃到了赛车场，摩托车手阿富（郭富城 饰）助小倩脱离险境，又将其收留在家中。阿富本是富家公子，因酷爱赛车造成母亲车祸身亡，导致他和父亲（秦沛 饰）的关系疏远，独自在破败楼层中居住，每晚在赛场上挥洒孤独的青春。在警局遭受嘲笑的彪叔为了挽回同侪尊重，出力寻找小倩的下落，同时黑社会方面也渐渐逼近了阿富和小倩的所在。这天，在赛场上遭受搭档背叛的阿富回家时发现，他的家已经被黑社会付之一炬……©豆瓣","陈木胜","","郭富城","吴倩莲","郭晋安","黄秋生"
"正牌韦小宝之奉旨沟女","1993","1305060","喜剧","奇幻","古装","6.2","康熙皇帝（汤镇业饰）病重，国师求法得知真命皇后尚未出现，致令龙体违和，唯今之计是命人去未来寻得真凤皇后与康熙匹配，皇上方能得救，此任务交予韦小宝（梁朝伟饰）执行，小宝遂乘坐罗刹国之高科技结晶——穿梭古今无敌浑天轮误到一九九三年的香港，并结识市井之徒亚超（张卫健饰），两人成为好友；另一方面，小宝认识小学教师霞女，对其渐生情愫，但此时以建宁公主（叶玉卿饰）为首的七位娇妻又来现代寻夫，引起连串趣事，再加上吴三桂派手下追杀小宝，以阻止他寻找皇后，小宝面对种种问题，如何决断呢？©豆瓣","柯受良","","梁朝伟","张卫健","吴雪雯","叶玉卿"
"溶尸奇案","1993","1305945","剧情","爱情","犯罪","7.1","1989年的5月，一起溶尸奇案轰动香江。美丽的空中小姐Brenda（贺恩 饰）被人杀害，并投入强酸池中溶蚀分解。不久，其前男友汪德明（吴镇宇 饰）及其现任同居女友Kitty阮（梁思敏 饰）作为嫌疑犯被警方拘捕。\n一年后，备受感情困扰的社工Shirley（叶童 饰）出入女子监狱对Kitty进行心理辅导。此时Kitty的情绪极不稳定，为了汪德明先后两次自杀。为了帮她重振生活的信心，Shirley来到赤柱监狱探访汪德明。几次见面后，汪开始向其袒露心迹以及和Kitty交往的经过，Shirley也向汪倾诉了自己的情事。拥有情感创伤的两人对彼此渐生依赖，而Shirley也开始为汪德明的清白奔走呼告……©豆瓣","查传谊","","吴镇宇","叶童","黄秋生","梁思敏"
"飞越谜情","1993","1299930","爱情","","","7.3","香港当红舞男Jackie（张学友 饰）与扫黄组组长David（林俊贤 饰）结怨很深。David多次派人扫Jackie的场子都遭失败，怀恨在心。扫黄组新调来的小珍（张曼玉 饰）能力超群，将鸭店一网打尽，连Jackie的店也难以幸免。Jackie为了替兄弟们出口气，决定扮作患有绝症的画家去接近小珍，找机会报复，谁料……©豆瓣","黄靖华","","张学友","张曼玉","林俊贤","玛利亚"
"重案组","1993","1299966","犯罪","动作","剧情","7.1","这是根据香港当年轰动一时的王德辉绑架案改编。香港富翁王一飞（罗家英 饰）自上次被绑架安全回来后，现在再度遭到绑架了！警局高层高度关注此案，此案的资料甚至视为高度机密。年轻有为的陈帮办（成龙 饰）负责侦察此案，由于多日来毫无头绪，他只能去请教之前将王一飞从劫匪手中救回了的老警察洪爷（郑则士 饰）。\n洪爷为陈帮办提供了不少办案思路，陈帮办根据洪爷的指示一步步追踪案件的真相。但是，随着案件逐渐进入高潮，陈帮办忽然发现自己似乎被歹徒玩弄于股掌，他的一举一动歹徒竟然了如指掌！歹徒究竟有何本领令到陈帮办一再受挫？©豆瓣","成龙","黄志强","成龙","郑则仕","伍咏薇","柯受良"
"水浒笑传","1993","1767732","喜剧","古装","","6.3","痞子武松（许冠杰饰）前往阳谷县寻找家兄武大（吴孟达饰），到景阳冈上骗吃骗喝，却借着酒意误打死一只老虎。\n阳谷县人将武松簇拥回县，县太爷将他封为都头。\n另一边，潘金莲（毛舜筠饰）与武大两夫妻正商量着如何骗钱，将目标锁定有钱却白痴的西门大官人。他们二人找到王婆，开始设计一个精细的行骗计划，而此时武松上门寻找家兄，二人害怕武松搅乱计划，所以百般隐瞒......©豆瓣","高志森","","许冠杰","吴孟达","毛舜筠","许冠英"
"唐伯虎点秋香","1993","1306249","喜剧","爱情","古装","8.6","唐伯虎（周星驰 饰）身为江南四大才子之首，却有道不尽的心酸。宁王想唐伯虎帮忙图谋作反，唐伯虎只好用内功改变脉象，令众人都相信他命不久矣。母亲埋怨他不应该把功夫暴露，因为他们家族一直被当年的仇人追杀。唐伯虎在与朋友出游时，遇到了貌若天仙的秋香并对她一见钟情，决心要到华府当家丁以追求秋香，唐伯虎被取名华安。期间华太师遇到了宁王上门刁难，幸好有唐伯虎出面相助，并暴露了自己是唐伯虎的身份。秋香才知道华安是自己欣赏的唐伯虎。华夫人跟唐家有怨，因此二人便开始斗法。怎料宁王跟夺面书生再次上门，华夫人不是对手，幸得唐伯虎出手，华夫人也答应把秋香许配给唐伯虎。©豆瓣","李力持","","周星驰","巩俐","陈百祥","郑佩佩"
"情天霹雳之下集大结局","1993","1304440","喜剧","剧情","奇幻","0","二十五年前，风华正茂，璀璨夺目的玉女巨星丁玲玲突然息影，尤千影迷干肠寸断。二十五年来。艺坛繁星流动，任谁也不记得丁玲玲已经与她的近身姊妹毛睛睛在清幽廊中，隐居了四分之一个世纪。二人沉溺于昔日浮华之中，不知人间何世……","刘国昌 (Lawrence Ah Mon)","郑旦瑞 (Lawrence Cheng)","黄韵诗","张卫健","刘小慧","吴孟达"
"一刀倾城","1993","1299085","动作","爱情","武侠","7.8","故事发生在清朝末年，西方列强的洋枪洋炮轰开了东方睡狮闭锁许久的大门，慈禧太后只手遮天，无心国运。华夏大地生灵涂炭，民不聊生，革命的火种酝酿蓬勃，即将成为一场足以颠覆王朝的燎原大火。出身于刘永福黑旗军的大刀队长王五（杨凡 饰）怀有一身高超武艺，然而在刺杀日军司令的行动中他遭遇惨痛的败绩，手下们相继阵亡，愧对部下的他跳崖自杀，侥幸生还后则隐居在东北乡野。在命运的安排下，王五结识了谭嗣同（狄龙 饰）和袁世凯（赵长军 饰），三人情投意合，携手上京闯荡。创立了强武学会的王五邂逅了美人颜夕（关之琳 饰），而对方却是奕亲王（黄锦江 饰）的爱妃。\n国家局势动荡不安，王五和谭嗣同、袁世凯也各自走上了不同的人生之路……©豆瓣","洪金宝","","狄龙","杨凡","杨丽菁","关之琳"
"千王情人","1993","1773985","犯罪","爱情","","6.8","玲（刘嘉玲饰）是红透半边天的夜总会舞小姐，为人有气义，甚得众姊妹爱戴。米高（梁家辉饰）是一名老千，与朋友靠骗为生，曾与一少女恋爱，可惜少女跳楼轻生，此少女的姊姊王（王小凤饰）誓要报复，找寻证据捉拿米高。玲与米高在一赌场相遇，两人一见倾心，米高教玲老千骗术，二人热恋。\n米高的搭档（曾江饰）设计陷害他。米高在情不得已下只有暂时设计圈套避过耳目，这让不知情的玲很没有安全感。米高让玲帮他完成计划，左右为难的玲应该如何抉择呢？©豆瓣","彭绮华","","梁家辉","刘嘉玲","周弘","王小凤"
"超级学校霸王","1993","1305582","动作","","","7.4","2043年7月1日，犯罪大王将军（卢惠光饰）被捕，一星期后由铁面无私的法官余铁雄（张卫健饰）主审。将军特派其黑社会爪牙健（郑伊健饰）返回50年前寻找铁雄，并将其洗脑使他无法进行审判。政府知情后特派飞龙特警铁面（刘德华饰）、扫帚头（张学友饰）及发达星（任达华饰）返回1993年去保护铁雄。\n时大雄为93年一中学长期留班生，常遭同学余忌安（许志安饰）作弄毒打，只有女友采妮（杨采妮饰）对他真心。飞龙三特警混进学校，扫帚头当上老师，铁面做大雄同学，星则任大雄跟班，帮大雄打赢忌安，并向他套取铁雄下落，但大雄却表示校内并无铁雄此人。在这时健亦扮成老师混入学校，另一边大雄母亲要改嫁理查德余……最终飞龙特警能完成任务吗？©豆瓣","王晶","","张卫健","郑伊健","刘德华","张学友"
"广东五虎之铁拳无敌孙中山","1993","1483811","喜剧","","","6.8","清末民初，时局崩坏，孙中山等革命者为推翻清廷统治，四处活动筹集经费，不想却落入了汉奸袁四爷（黄秋生 饰）手中，孙中山被其秘密囚禁，革命党阿华（陈百祥 饰）死里逃生，向五位江湖异人发信求救。于是钟国仁（钟镇涛 饰）、杜海轮（谭咏麟 饰）、沈四官（陈友 饰）、彭健康、费强五名江湖奇人相聚一堂，筹划搭救革命志士，做事颠倒的五人误会了阿华的手信，认为一个名为“铁拳无敌孙中山”的高手将是他们完成任务的最大障碍。钟国仁潜入袁四爷家中，以汉奸的面目获其认可，又以蒙面革命党的身份与袁妹阿琳（陈法蓉 饰）相识相恋，阿琳与其兄不同，同情革命事业，钟国仁为了完成革命任务只得忍痛令杜海轮假扮自己与阿琳接触……\n本片是为了纪念温拿乐队成军20周年而拍摄。©豆瓣","李力持","","钟镇涛","黄秋生","谭咏麟","陈友"
"济公","1993","1400665","喜剧","奇幻","","7.3","天上降龙罗汉（周星驰）与众仙打赌，称在凡间会令三名凡人于一定时限内为他人作出牺牲，否则他愿再受轮回之苦。伏虎罗汉化身和尚济公来到人间，边游戏人间边普渡为生的间隙，他选中被老天所罚的九世乞丐（黄秋生）、遭男人欺女人辱的妓女（张曼玉）、杀人如麻的大盗（黄志强）为实验品。\n凭 借鬼马机智巧妙安排一番后，济公与三人建立了良好的关系，而最终，九世乞丐与大盗被济公感化作出为他人牺牲之举，妓女更是一往情深爱上他，令他开始为是否自动放弃神仙身份留在凡间而烦恼。©豆瓣","程小东","杜琪峰","周星驰","张曼玉","吴孟达","黄秋生"
"方世玉续集","1993","1295485","喜剧","动作","武侠","7.7","方世玉（李连杰 饰）、雷婷婷（李嘉欣 饰）、陈家洛（郑少秋 饰）一行抵达红花会总舵。红花会事业蒸蒸日上之余，帮内争权夺势的斗争亦未停息，堂主于镇海（计春华 饰）因不满父亲传位陈家洛，几次三番找人行刺未果，方世玉出面当众斥责，两人结下仇怨。\n陈家洛命世玉等人抢夺扶桑武士护送的一锦盒，虽有苗翠花（萧芳芳 饰）出手相助，但任务失败，期间世玉再次相遇对其芳心暗属的两广总督之女安儿（郭蔼明 饰）。为再次抢夺锦盒，方世玉受命接近安儿，却被两广总督算计，危急时刻安儿救得世玉等人性命。世玉辱命，被陈家洛假意废去武功，锦盒之内的秘密被于镇海发现，李国邦（元奎 饰）身死，陈家洛被囚，于镇海坐上总舵主之位。方世玉伤愈归来，准备不惜代价铲除红花会叛徒。©豆瓣","元奎","","李连杰","萧芳芳","李嘉欣","郭蔼明"
"一屋哨牙鬼","1993","1479869","喜剧","恐怖","","6.4","志颖（林志颖 饰）生活在一个富有的家庭中，但其实他们一家都是千年僵尸，家中有爷爷（梁家仁 饰）、爸爸（曾志伟 饰）、妈妈（吴君如 饰）、姐姐（江欣燕 饰）还有一个人狼所变的仆人（周文健 饰）。志颖一直不知道自己是千年僵尸，并在学校认识了一个贪婪钱财的死党（张卫健 饰）。根据他们家的规则，只要与异性发生性关系，僵尸牙便会立刻张出来，他的死党与他的姐姐走到了一起，这时志颖才知道自己也是僵尸，但他已经爱上了一个平凡少女（朱茵 饰）……©豆瓣","曾志伟","曹建南","曾志伟","林志颖","吴君如","朱茵"
"天长地久","1993","1299822","剧情","爱情","","7.4","方德胜（刘德华 饰）和何宝玲（刘锦玲 饰）是同乡，亦是青梅竹马的恋人，彼此之间感情十分要好，然而，方德胜的心中怀揣着成为演员的理想，为了实现这梦想，方德胜不得不离开老家，离开何宝玲，来到大城市，奔向自己的远大前程。\n一次偶然中，方德胜遇见了兰姐（吴家丽 饰），后者对方德胜十分赏识，在兰姐的推荐之下，方德胜得到了电影《天长地久》中男主角的角色，让他没有想到的是，此片的女主角，竟然正是何宝玲。在一连串的误会之中，方德胜以为何宝玲背叛了自己，两人自此陷入了剪不断理还乱的情感纠葛之中，并双双为此付出了惨痛的代价。©豆瓣","刘镇伟","","刘德华","刘锦玲","吴家丽","叶晨"
"皆大欢喜","1993","3161605","喜剧","","","6.6","JOHN自命风流，样子平凡的小明对他一往情深，却得不到JOHN欢心；JOHN的哥哥GEORGE，为人忠直，与女友同居数载，极渴望为人父，但女友坚决拒绝生育，遂准备借腹生子，但仍需等待机会；丽姨替JOHN的电讯公司录成人电话，却因此与富家财展开一段电话情缘……","林德禄 ","","黄百鸣","林子祥","吴君如","毛舜筠"
"追男仔","1993","1401641","喜剧","","","7.3","吴汉中（吴耀汉 饰）早年丧妻，独立抚养4个孩子：小东（林青霞 饰）、小南（张曼玉 饰）、小西（邱淑贞 饰）还有小北（林志颖 饰）。汉中的好友突然因病死亡，他感到生命的无偿，因此他想在有生之年可以看到孩子们成家立室，于是假扮绝症让女儿们带着男朋友回家。还是独身的女儿们只好找人假扮男友。小东找到一名男妓谢晒（梁家辉 饰），小南找到了一个黑社会的小混混（张学友 饰），小西找到的则是一个清纯男（郑伊健 饰）。这时汉中以前的女友（吴君如 饰）得知汉中的身家斐然又罹患癌症便想成为他的妻子，众儿女都看到她的面目，只是顾及父亲的时日不多。而她们也对各自的假男友，产生了真感情。©豆瓣","王晶","","林青霞","张曼玉","邱淑贞","梁家辉"
"临时演员","1993","3993701","剧情","","","0","可以这样说，这是一部具诚意的电影，导演杨逸德借祥祥（黄一山）这个人物，把一向不为人重视的临时演员的生活面貌搬上银幕，虽然描述的只是几个人，但却是他们的一个缩影；讲出了电影制作背后一群小人物的真貌。\n祥祥，这个临时演员跟随领班华哥揾食，认识莎莎并对她产生好感，可惜莎莎是个贪慕虚荣的人，为了数千元可作裸体演出，令祥祥好生失望。至于其他的临时演员亦因华哥抽佣甚深的缘故，纷纷兼营副业，亚Lam，以卖大麻、丸仔渡日；东尼，以推销水货维生，可惜卖的货色奇差，经常赔钱，终于在祥祥的劝勉下，东尼全身投入推销员之列，希望能创出一条生路。\n祥祥在姨妈的嘱咐下，照料表妹Gee Gee，为抬高身价祥祥骗说自己是演员一名，而并非一般的“茄喱啡”。当知悉Gee Gee的男朋友Sam是大专生时， 他便不断向表妹诉说他的不是，令表妹好生反感。但最终祥祥醒悟过来，决心要当上一名真正的演员，而非甚么可有可无的演员。","杨逸德","","黄一山","梁荣忠","吴江达","朱咪咪"
"新仙鹤神针","1993","1298761","动作","奇幻","武侠","7.1","六扇门主事曹雄（张铁林饰）召开武林大会欲统领江湖。各大门派赶赴大会，点苍派师徒一阳子（刘松仁饰）和徒弟马君武（梁朝伟饰）亦于其中。师徒两人遇上天龙帮突袭，幸得白云飞（梅艳芳饰）相救。其后白更答应往桃花潭捕捉千年灵龟，以解众掌门之毒。几经辛苦，3人终捕得灵龟，岂料又被蓝小蝶（关之琳饰）利用琴音夺走，扬言要白亲自去取回。此时，由于曹雄误传归元秘籍为白云飞所有，于是追杀白云飞的武林行动也展开了。而曹雄学得绝世武功，无人能敌......©豆瓣","陈木胜","","梁朝伟","梅艳芳","关之琳","刘松仁"
"飞狐外传","1993","1300204","动作","爱情","武侠","6.6","自幼父母双亡的胡斐（黎明）随家仆平四在砖窑场隐居，为避免被人认出遭遇伏击，二人在人前总作平凡人打扮，但私下胡斐却是刻苦习武，终练成胡家刀谱。\n得悉对他施过一饭之恩的钟四一家被燕南天（徐锦江）之子燕子胥逼害，胡斐出头教训了燕子胥并把他捉至北帝庙，但终被燕南天救出。胡斐尾随燕南天赶往京城准备伺机报仇时，遇上行踪飘忽的袁紫衣（张敏），被其吸引，不久两人互生好感。其后袁紫衣不幸遭人下毒瞎了双眼，为救她，胡斐向药王传人程灵素（李嘉欣）求救，却引来另一段恩爱情仇。©豆瓣","潘文杰","","黎明","李嘉欣","张敏","徐锦江"
