"name","year","id","type__001","type__002","type__003","rate","story","director__001","director__002","actor__001","actor__002","actor__003","actor__004"
"一本漫画闯天涯II之妙想天开","1993","3148297","喜剧","","","6.2","青年张健康（张卫健 饰）靠画漫画维生，然而他的作品天马行空缺乏逻辑，导致单行本严重积压，社长和同事处处挤兑他，健康本人也为寻找灵感苦恼不已。饮料店小妹安琪对健康暗恋已久，健康的母亲明姐为了唤醒健康的灵感也在做着徒劳的努力，对女人们漠不关心的健康从《一本漫画闯天涯》中得到了启发，将希望寄托在形似黑道中人的新邻居包尾达（吴孟达 饰）身上，健康央求包尾达带他搜集黑道素材，包尾达因健康而受黑道兄弟侮辱，甩手不干，无奈明姐风情万种，二人勾动天雷地火，包尾达为了明姐只得再为健康引路，这次二人意外见证黑道血腥现场，惹祸上身……©豆瓣","朱继生","","张卫健","吴孟达","林建明","黎瑞恩"
"机密档案实录火蝴蝶","1993","4097213","动作","喜剧","","0","Cat(罗慧娟饰)与男朋友Ben(林俊贤饰)是一对不良青年。Ben非常欣赏火蝴蝶的美丽，于是敢爱敢恨的Cat纹了一只火玫瑰于胸前。他们在一次打劫的士司机的行动中，被警察乌嘴狗(苗侨伟饰)发现，Cat不幸被捕而Ben则成功逃脱。在Cat入狱期间，Ben变得修心养性，结束了过去的荒唐生活，更开设了一间车房。Cat出狱后，欲与Ben重修旧好，但Ben却结识了新女友Alda(童爱玲饰)，只好留在Ben的车房打工。Cat因经济问题而欠债，债主大口扒(王青饰)在Ben的车房捣乱，Cat为了报仇，竟在大口扒的汽车内放置炸弹，使大口扒的下属受重伤。大口扒强逼Cat偿还汤药费，更企图强奸Cat，Cat誓死反抗，只好参与大口扒的偷车行动。偷车行动失败，大口扒率众到车房，企图杀害Cat，这时车房只有Cat和Alda两人，Cat为了保护Alda，于是极力顽抗，身受重伤。幸好乌嘴狗和Ben赶到车房，保护了两人的安全，并拘捕了大口扒。在医院里，Cat放弃了对感情的执著，祝福Ben和Alda二人，并因领略到乌嘴狗一直对自己有情有义，所以向乌嘴狗示爱。","林辉煌","","罗慧娟","苗侨伟","林俊贤","王青"
"人生得意衰尽欢","1993","1780552","喜剧","","","6.1","在[日月旅行社]内一个[团友交谊会]上,看似虔诚基督的领队，其实是卧底国际刑警，他往泰国目的是以旅行团领队的身份，追查一宗伪钞案。一到曼谷，他便展开调查，无奈却发现伪钞集团因风声太紧，早已停止活动，茫无线索之下...... 刺激，搞鬼的故事由此展开！\n其中在戏里黄子华用超市和快餐店的名称讲的粗口顺口溜，相当搞鬼！！","","","杨丽菁","刘青云","李子雄","李丽珍"
"剃刀情人","1993","5924385","剧情","爱情","犯罪","0","背景是一个黑帮新旧势力转换期，旧帮会老大因逃避警方而远走台湾，新帮会就乘机坐大，更欲取得帮会中的名册作巩固势力，肥豪一人到坤叔家里欲威迫坤交出名册。怎料坤早把名册资料输入电脑磁碟中，暗地交予老大的情妇清。坤夫妇更临危托孤，将独生女玲托清照顾。","刘鸿泉","","邱月清","孙兴","午马","龙方"
"玫瑰玫瑰我爱你","1993","1303153","喜剧","动作","歌舞","7","大盜麥基（任達華飾）盜取馬拉之星，被神探呂奇（梁家輝飾）及梁醒波（鍾鎮濤飾）兩人拘捕，而馬拉之星則下落不明，麥基將罪名嫁禍黑玫瑰（葉玉卿飾）。某夜麥基獄中逃脫，前往找尋舊愛陳寶珠（劉嘉玲飾）取回收藏馬拉之星的鎖匙，而警方亦命神探呂奇與梁醒波二人捉拿麥基及找回馬拉之星。為了捉拿麥基，二人各出奇谋同時黑玫瑰為了洗脫罪名，亦纏上呂奇…","彭绮华","","梁家辉","刘嘉玲","钟镇涛","任达华"
"黄飞鸿之铁鸡斗蜈蚣","1993","1305201","喜剧","动作","历史","7","黄飞鸿也会做糗事：听信弟子梁宽（梁家仁 饰）及牙擦苏（张卫健 饰），他竟把宝芝林搬到了妓院旁边。但这令他的众弟子喜上眉梢。妓院老板黄狮虎（陈百祥 饰）将黄飞鸿视作偶像，一心想拜他为师，却不被理会，其妹妹（袁咏仪 饰）等妓女更是被他敬而远之。清廷命官雷一笑（徐忠信 饰）实是义和团余孽，他勾结上级官员及能仁寺花和尚掳掠女性，准备将她们贩卖到南洋。 剧情简介: 黄飞鸿得知雷的阴谋后，开始想办法将被抢女性解救，被雷视作眼中钉。不久他同梁宽、牙擦苏等人表演舞狮时，因之前为救治病人拿自己当实验品服用西药，双耳突然失聪，被雷及其手下装扮的蜈蚣击败。回佛山医治路上，他遇到将他误会的铁燕（张敏 饰）和其父亲，他们从四川来到广州找寻失踪的妹妹时，曾因听闻雷一笑与黄飞鸿的对话将两人视为一伙。©豆瓣","王晶","","李连杰","张敏","张卫健","陈百祥"
"黄飞鸿对黄飞鸿","1993","1304600","动作","喜剧","","6.2","一代宗师黄飞鸿（谭咏麟 饰）本想安安静静过日子，不料他的“佛山无影脚”名震佛山后，前来拜访的民众络绎不绝，令喜爱清净的飞鸿不堪烦扰。这日，省城的谢老爷（黄秋生 饰）邀请飞鸿前来一起为灾民筹款。本来喜爱清净的飞鸿不想前往，后在猪肉荣（曾志伟 饰）的劝说下隐瞒身份和一众弟子前往，迎来送往等事宜俱由猪肉荣以飞鸿的身份出面负责。飞鸿在广州邂逅了武艺高强的奇女子双番东（郑裕玲 饰），引发了连场爆笑场面。一次偶然飞鸿得悉了谢老板原来接筹款敛财，兴师问罪时发现谢老板居然找来了双番东女扮男装装作黄飞鸿和自己对质！黄飞鸿对黄飞鸿的好似上演了。©豆瓣","李力持","","谭咏麟","郑裕玲","毛舜筠","吴孟达"
"水浒传之英雄本色","1993","1297924","剧情","动作","武侠","7.2","八十万禁军教头林冲（梁家辉饰），为人极为正直，深得朝庭器重。且古道热肠，甚爱结交江湖豪侠，常常以武会友，是名副其实的一个""武痴”，唯一的缺点就是为人处事过于率直，不懂官场丑恶，常得罪人而不自知。冲爱妻（王祖贤饰）常常相劝，想丈夫脱离险恶官场，但冲决心为朝庭效力，无奈，冲妻只好望冲带眼识人。一日，冲在五台山巧遇花和尚鲁智深（徐锦江饰），两人不打不相识，越谈越投机。这时，林夫人被奸臣高逑的儿子高衙内（单立文饰）调戏，冲本欲教训高衙内，被高逑手下陆谦暗中提醒，才未惹出祸事。怎奈，好色的高衙内和奸险的陆谦为得到林夫人，暗中布下陷阱，把冲逼上梁山……...©豆瓣","陈会毅","","王祖贤","梁家辉","徐锦江","刘青云"
"反斗马骝","1993","1456499","","","","6.4","根据美国FBI的线报，近期将有大批军火流入香港。为了打掉这个由台湾黑帮头目李思泽（陈勋奇 饰）率领的规模庞大的犯罪团伙，香港警方决定集合海陆空三方面的力量组建一支身怀绝技的特种部队予以对抗，而吴大君上校（徐少强 饰）正担任该部队的队长。吴上校先后从三军挑选了周俊杰（刘德华 饰）、刘家伦（梁朝伟 饰）等功夫高强、个性鲜明的战士加入特种部队。这群恃才傲物的活宝来到部队，必然惹出不少麻烦，不过在吴上校的严格训练下也确实掌握不少格斗、求生的本领。\n经过一段时间艰苦磨练，这群铁骨铮铮的汉子终于出师，然而前方还有更加残酷的任务等着他们……©豆瓣","曾志伟","","刘德华","梁朝伟","袁洁莹","徐少强"
"太子传说","1993","1768619","剧情","动作","","6.4","太子（张学友饰）自小被白虎抚养成人，爱护有加之余还把他训练成一具最有效用的杀人机器。 为更好的控制太子，白虎在太子十六岁生日那年，送了一名美貌异常的少女玉凤（刘嘉玲饰）给他作礼物，从此太子便纵情于情欲与杀人的生活里，但在太子的脑海经常出现一幅幻象，如梦的与一少女在草地上闲对着。一次，当太子授命杀人时，竟偶然碰上歌星翠儿（关之琳饰），她的样貌一如太子的梦中情人。邂逅翠儿后，太子在性情上有了很大的转变，并对杀人这本视为理应的事感到厌倦。 白虎有见及此，伪装若无其事，并着太子干完最后一件任务后便可洗手不干。他安排太子往杀他们的头号敌人青龙，而就在最紧要的关头时，他告诉太子青龙就是他的亲生父亲。太了如何面对这个突然而来的血肉关系？而究竟玉凤与翠儿谁能获得太子真正的爱？©豆瓣","邱礼涛","","张学友","刘嘉玲","关之琳","李克勤"
"蜜桃成熟时","","1302698","","","","","","","","","","",""
"爱的精灵","","1302557","","","","","","","","","","",""
"岁月风云之上海皇帝","1993","1300575","犯罪","剧情","悬疑","7.9","小贩陆云生（吕良伟 饰）常为邻里抱不平，被租界总探氏黄金荣（郑则仕 饰）妻阿桂姐（斯琴高娃 饰）所赏识。未几，陆破获宋教仁被刺案真相，令黄名声大噪。黄对陆赏识，却招侯飞妒忌。陆、黄出面调息了军阀袁啸军劫取法国鸦片事件，发了财，变为大亨。由于黄误打了督军卢永祥之子，陆又去东北军军长毕树政处求情，还搭进了名妓老六（刘嘉玲饰），无奈卢、毕进一步勒索，被陆寻机反击。1927年，陆目睹国共反目，他反对镇压工人武装与屠杀共产党人；为了不被国民党利用，他打入商界，以经济力量与国民党抗衡......©豆瓣","潘文杰","","吕良伟","郑则仕","徐锦江","刘嘉玲"
"赤脚小子","1993","1474336","剧情","动作","武侠","7","清朝某年。赤脚小子关丰曜（郭富城 饰）独身入省城闯荡，他一贫如洗，可以依赖的只有自己一身功夫和染坊“四季织”内的父亲故交段青云（狄龙 饰）。\n省城内局势颇不宁静，天龙坊主人喀和布（曾江 饰）凭旗人身份独霸一方，用以选拔家丁打手的擂台熙攘不休。新任县令袁天佑（张兆辉 饰）与教师（秦沛 饰）欲铲除喀和布，但立根不稳无计可施。关丰曜于路巧遇四季织女主人白筱君（张曼玉 饰）和袁师之女小莲（吴倩莲 饰），并终与段青云相见，原来段青云为躲避追捕，改名换姓藏身染坊，并与白筱君产生了情意。\n喀和布为吞并四季织奸计频出，关丰曜忍无可忍打上门去，反被喀和布收服利用。袁天佑在同喀和布的较量中一再受挫，竟要挟段青云与喀和布拼斗，关丰曜匆匆赶去救援，但为时已晚……©豆瓣","杜琪峰","","郭富城","张曼玉","狄龙","吴倩莲"
"挡不住的疯情","1993","25712614","剧情","","","0","","Rajkumar Santoshi","","麦奈卡莎.萨谢蒂里","里希·卡普尔","桑尼·戴尔","阿莫瑞什·普瑞"
"证人","1993","2301450","犯罪","","","7.1","容在83年从福建偷渡来港，同来的人便只有容得以生还，在容的心中，生命已变得没什么意义，在一次跟随老表的“劈友”行动后，容便加入了洪青帮，成为金爷手下的一名猛将。容不惧危险，屡立奇功，在87年便成为帮会第二把手。在88年容现令帮控制了油尖区，在一次行动中，容解救了金爷的世侄女Jackie，容被Jackie所深深吸引，Jackie虽不习惯容的生活方式，但仍接受了容，但事情却……","曹建南","","莫少聪","黎姿","",""
