"name","year","id","type__001","type__002","type__003","rate","story","director__001","director__002","director__003","actor__001","actor__002","actor__003","actor__004"
"另女正传","1981","3715221","喜剧","爱情","","5.5","由呂奇導演的艷情片《叻女正傳》，體現新女性大膽追求財富和愛情的經過。兩大性感女星艾蒂、凌黛，分別飾演姊妹花帶金、帶銀。兩人憑誘人姿色、魅力，在情場、職場闖天下。帶金做香煙女郎，其美貌得廣告公司經理賈忠誠 (羅浩楷)看中，一躍成為公關經理，重要職責竟是以美色迷惑億萬富翁周小福（鄭君綿），將其代理的香煙廣告盡交給他們代理。帶銀則迷戀花花公子趙元崇 (羅石青)，一夜失身後，竟樂意到他家當傭人，惜趙元崇花心個性未改，帶銀珠胎暗結，他也無動於衷。兩姊妹幾經事業、愛情波折，終明白愛情真義。","吕奇","","","艾蒂","罗石青","凌黛","邵音音"
"知法犯法","1981","20433155","剧情","动作","犯罪","0","金岳泰与金世昌兄弟二人，专门打劫开赌场及印制伪钞，做案计划周详，不留破绽，警方也无可奈何。一次警方得知金岳泰与另一黑社会头子上海张合作制伪钞，而多个打劫及开赌计划同时进行，警方为免打草惊蛇，先派干探李策民作卧底，搜集所有犯罪证据，李策民与女友及杰仔暗中进行活动，千辛万苦，身入虎穴搜集证据，最后为金世昌识破，枪伤杰仔及挟持李策民女友做人质。","萧荣","","","邓光荣","陈惠敏","余绮霞",""
"千门八将","1981","1469669","动作","犯罪","冒险","6.3","尽窥赌术内幕的影片《千门八将》讲述，正将（张瑛饰）是道上叱咤风云的“赌王”，其精湛的赌术使得他成为赌界的王中王。一次，他在与“赌魔”（罗烈饰）的赌局中，被其暗算而隐恨退出江湖。二十年后，赌魔以计迫使正将重出赌坛，与其再赌一次，以证明自己在赌界的地位。正将被赌魔以千术击败，含怨吐血而亡。 \r\n  正将之子（刘永饰）为报父仇，不惜走出险招，利用自身英俊不凡的处表施展美男计，引诱财魔的继室（楚湘云饰）中其圈套。与此同时，他邀其请昔日与其父亲出生入死的拍档“千门八将”（陈观泰、王晶等饰）与赌魔展开连场赌博，最终得以报仇雪恨。 \r\n  讲开『赌』片，令人印象最深刻是1989年由周润发主演的《赌神》，片中赌神大嚼朱古力挫败对手的一幕堪称经典，同时也掀起了90年代的赌片风潮，一时间赌圣、赌侠都横空出世，事实上，《千门八将》可说是80年代初的《赌神》。 \r\n  王晶编剧的赌术,可谓已经在八十年代开创先河,非常不错,总是在紧张的气氛下还有诙谐搞笑一面.使人也看得轻松,比起其它邵氏影片,就当调节也算不错.赌术片虽然不喜欢,不过以前一直看,也不算太讨厌,能够看得进去,情节紧张刺激,节奏快,王晶的赌片一直延袭到九十年代,很厉害……","孙仲","","","刘永","陈观泰","罗烈","艾飞"
"单程路","1981","2345997","冒险","剧情","","6","本片由金馬影帝李修賢自導自演，是一部80年代初「烈火戰車」式的賽車片。故事描述跛足之摩托車行東主師傅才（李修賢），對學徒阿昌（麥德羅）甚為賞識，更在每年一度的澳門賽車，助昌奪標。後知師傅才曾是東南亞十大車手之一，因一次賽車意外受傷導致殘廢。師傅才聞悉昌參與非法賽車，忙予規勸，然昌因盛名所累，欲罷不能……","李修贤","蓝乃才","","李修贤","麦德罗","戴良纯","尹志强"
"血鹦鹉","1981","2356969","动作","恐怖","惊悚","6.8","本片由古龍原著，倪匡改編劇本，華山執導。故事講述據說幽冥中諸魔用魔血化成了血鸚鵡，只要你能看見它，就會有三個願望。江湖俠盜葉停楓(白彪 飾)與其他高手一樣，一直在追尋血鸚鵡的真相；而中原名捕「鐵手無情」鐵恨(劉永 飾)，則對王府一夜之間突告失竊的十三箱珠寶緊緊追查。一夜，葉、鐵二人在墳場相遇，血鸚鵡突告出現，鐵死於它的魔力之下……","华山","","","白彪","刘永","梁珍妮","顾冠忠"
"尸妖","1981","2156696","犯罪","恐怖","悬疑","6.4","广州地方上搬来了一对儿怪异情侣，他们居住的荒僻院落绝少有人出入且传出恶臭，不堪忍受的邻居们破门而入，发现此时已不见踪影的李姓男子居然奸尸。广州警察总局刑侦处张处长（王戎 饰）为调查奸尸案前往佛山，始知两年前当地富家公子李正元（陈家奇 饰）从醉红轩兰姑（恬妮 饰）手中买下重病妓女红眉，在红眉去世后奸尸多日，案发后被关入疯人院。张处长料想最近的奸尸案亦为李正元所做，而李家祖宅内的新女尸和被刺死的巡警证明李正元已经返回佛山。不久张处长发现李正元似乎有意针对醉红轩的妓女下手，经调查发现兰姑曾经从李正元手中诈骗巨款。而此时，获悉李正元从疯人院出院消息的兰姑等人惶惶不可终日……©豆瓣","桂治洪","","","恬妮","王戎","尤翠玲","陈家奇"
"胆搏胆","1981","20443012","动作","","","0","One means to encourage a blood-thirst in routinely staid viewers is to create victims that could be one of them, and then finish off the victim in the most repulsive manner possible. To that end, Revenge in Hong Kong first shows how the son of a super-rich Hong Kong businessman is a disgusting combination of voyeur and sadomasochist, hiding his weird afflictions from the world. Next, the happy, middle-class life of a lawyer and his loving wife (Eva Ling), and the lawyer's police detective friend (Stephen Leung) is shown in all its idyllic routine. Then the innocent wife witnesses the sadomasochist kill a woman, and testifies in court to his guilt. In revenge, the son's wealthy father hires the scum of Hong Kong to murder the wife, raping her beforehand. That deed sets off the next revenge sequence, as the husband and his police buddy run amok, gangsters run amok, and the blood runs all over the place as well.","張同祖","","","嘉倫","黃錦燊","呂良偉","江道海"
"书剑恩仇录","1981","1794491","动作","武侠","古装","6.1","乾隆年间，国泰民安，然此时反清势力也甚为活跃。反清帮会红花会第四把交椅文泰来（邓伟豪 饰）和妻子骆冰（陈琪琪 饰）被朝廷鹰爪困在三道沟，经武当派名宿陆菲青（王戎 饰）的引荐前往名震西北的老英雄周仲英（谷峰 饰）的铁胆庄避难。与此同时，陆菲青的师弟、效力朝廷的张召重（罗烈 饰）尾随而至，以重兵要挟铁胆庄交出文泰来。虽然文藏身暗道，却被张诱骗周仲英年幼的儿子指出文等人的藏身所在。骆冰和余雨同（顾冠忠 饰）侥幸逃出，路遇红花会总舵主陈家洛（狄龙 饰），众人一同返回铁胆庄。与此同时，外出归来的周仲英得知庄内的变故，愤而打死自己的儿子。经过一番拚斗，铁胆庄与红花会消除误会，冰释前嫌，周亦带着女儿随红花会同行营救文泰来……\n本片根据武侠小说作家金庸的同名原著改编。©豆瓣","楚原","","","狄龙","白彪","艾飞",""
"飞刀’又见飞刀","1981","2003648","动作","犯罪","剧情","5.4","一心要为父报仇的孤独求败，欲杀李寻欢，月神也唆使寻欢之子李坏去杀寻欢，但李寻欢揭穿了恶人的阴谋，父子相认，合力将恶人杀死。","黄泰来","","","姜大卫","张天爱","徐少强","仓田保昭"
"死亡塔","1981","1784747","动作","悬疑","","6.8","一代宗师李振强（李小龙 饰）和武林高手秦谷（黄正利 饰）是生死之交，秦谷的莫名死亡让李振强决心找到背后的真凶。哪知道在这过程中，李振强不幸遇害，只留下了一个和死亡塔有关的秘密，没有人能够解开。\n振国（金泰中 饰）是李振强的弟弟，得知哥哥的死讯，闭关修炼多年的振国决定下山，为兄寻仇。追随着李振强留下的线索，振国来到了神秘的山庄之中，经历了诸多生死攸关的险情，并最终打开了秘密通道，来到了潜藏在山庄之下的宫殿之中。在这里，等待着他的竟然是正是秦谷，振强和振国都落入了他一手策划的阴谋漩涡之中。秦谷想要将振国杀死毁尸灭迹，遭到了后者的奋起反击。©豆瓣","吴思远","洪金宝","元奎","李小龙","乔宏","黄正利","李海生"
"射雕英雄传三集","1981","1301908","武侠","古装","","6.5","正所谓江湖险恶，险象环生。东邪黄药师之女黄蓉（妞妞 饰）被铁掌帮帮主裘千仞所伤，危在旦夕。郭靖（傅声 饰）背负蓉儿一路逃亡，偶然机缘行至一个机关密布的所在，并在此结识了深居简出的神算子瑛姑。在瑛姑的指点下，二人前往桃源寻找南帝段智兴（狄龙 饰）。桃源风景秀丽，鸟语花香，然一派祥和之下危机四伏，更有“渔樵耕读”四大高手阻挡去路。郭靖和蓉儿凭借高超的武功和过人的机敏闯过重重难关，终于见到已剃度出家的段王爷。段王爷虽知出手相救的凶险，却仍用一阳指治愈蓉儿，更道出了与瑛姑那一段鲜为人知的爱怨情仇……\n本片根据金庸同名武侠小说改编。©豆瓣","张彻","","","傅声","郭佑华","狄龙","井莉"
"串女人渣沙娇娃","1981","26284572","喜剧","","","0","","吕奇","","","艾蒂","Li-Li Chen","郑君绵","Han-chen Hsieh"
"新强奇趣录","1981","1298377","动画","奇幻","冒险","7.6","只要有处在青春期脑子里面整天都是性幻想的少男存在，这部片子就不愁没有观众。 这部在1981年上映的影片是根据同名图片杂志改编的（当然是一本最大限度激发了想象力和“自慰”本能的杂志），也同时成为Columbia/TriStar's公司作品中最响亮的名字。不同的人有着截然不同的评论，一是专业的成年评论者，他们认为这部动画片就是抓住了特定人群的心理，利用炫目奇幻的特点吸引年轻族群，招来全世界上百位动画技师但也没有任何革命性的创新出现。但是相反躁动的年轻人可不这样看，影片上映在80年代初期，刚刚经历完70年代美国思潮的年轻人们急欲找到能够释放的渠道，深夜观看这部片子也许就是他们最大的慰籍...","杰拉德·伯特顿","","","罗德格尔·邦帕斯","约翰·坎迪","杰姬·布罗斯",""
"顶爷","1981","5050962","动作","","","0","","Tso Nam Lee","","","王冠雄","柯俊雄","陈鸿烈","楊群"
"绿印","1981","26722062","动作","","","0","两个星期内发生了12起凶杀案，死者都是年轻的妓女，当警察有了一些线索的时候，凶手又把王警官的女友当成了下一个目标，王警官为了报女友的仇，发誓要缉拿凶手归案….","罗道邦","","","陈惠敏","黄家达","吕小龙","陈莉莉"
"猫头鹰","1981","1871997","喜剧","动作","武侠","7.7","长期带着头套的神秘猫头鹰公子，是猫头鹰帮的主脑并主持一个地下拍卖会，在拍卖会现场，猫头鹰公子的黑奴、洋妞、蒙娜丽莎画作等拍品遭到客人的鄙视，对方指定要买皇帝的第36房妃子，于是猫头鹰公子派出大盗大钢牙将36房妃掳来。气急败坏的皇帝派将军寻人不成，只好遣能言鹦鹉寻找到御前侍卫后人范士林（姜大卫 饰）接下任务。范士林联络小李飞刀传人小小李（卫子云 饰）、小鱼儿后人大白鲨（曾志伟 饰）踏上寻妃旅程。同时，猫头鹰公子一方派出忍者（秦沛 饰）阻碍他们的行动。范士林三人与沈胜义（徐少强 饰）、唐门小姐等接洽后渐渐逼近猫头鹰公子，无厘头大战一触即发……©豆瓣","姜大卫","","","姜大卫","曾志伟","秦沛","徐少强"
"兵兵贼贼","1981","3574524","剧情","犯罪","","0","警长徐进享因尊重妻子之意，遂放弃其充满刺激性的警务工作，转而经营一间财务公司，以为从此可以过着安宁愉快的生活，但人算不如天算，竟被牵连于一宗炸弹案中。\n事发时，徐进与妻子及儿子一同逛公司，当徐往洗手间之际，其妻儿被一个不明来历的计时炸弹所伤，徐则幸然无恙。\n梁家伦是一位机警能干的警官，是徐之大舅，未婚，与徐一家同住，他得悉妹妹被炸弹所伤，便马上赶往医院探望，但其妹伤势颇为严重，一直昏迷不醒……","何康铭","","","徐少强","黄敏仪","嘉伦",""
"父子情","1981","1302988","剧情","家庭","","7.6","老人罗山木（石磊 饰）收到儿子罗家兴在美国毕业归来的信息，多年夙愿得偿，却因为心脏病突发与世长辞。家兴回国来家中看望，回忆起父亲对自己的教诲深感愧疚遗憾。原来，家兴（李羽田 饰）自幼顽皮，胸无大志，梦想是在戏院作领位，遭人讥笑。而父亲罗山木因为学历底下，虽然在银行勤勤恳恳，却始终难得升迁，因此他希望儿子不要步自己后尘，所以对他严加管教，希望可以出人头地。家兴少不更事，完全不懂父亲苦心，只知道与邻家男孩厮混，两人翘课看戏，屡屡犯禁，闯祸无数，最终连续5次被退学，却依旧玩心不死。他高考落榜，背着父亲去考艺校，令老人极为失望。最终，罗山木做出了一个极为艰难的决定，这场命运的交易也最终让家兴开始发奋读书……\n本片获得第1届香港电影金像奖最佳影片，方育平摘得最佳导演。©豆瓣","方育平","","","石磊","朱虹","容惠雯","卢大伟"
"领野","1981","25909628","剧情","动作","","0","Three women captured and imprisoned by a gang of white slavers lead a bloody rebellion, aided by a detective investigating the gang.What a find! It’s a bizarre, over-the-top HK women in prison flick. The cast is a surprisingly multi-ethnic mix of east asianers. A martial arts expert of debatable talent helps them after they escape. It’s a tremendous curiosity that has fallen into a surprising lack of notoriety. Highlights: A giant cat fight in a courtyard between the two rival camps of prisoners– perhaps the biggest cat fight in cinema history. a bizarre, non-sensical ending in a hospital that I still don’t understand and can’t really describe. The homophobic disco sequence (an oxymoron?) in which the villain hits on the “hero.”","Pasha (as Leung Poeh)","","","贝如花","朱铁和","",""
"陆小凤之决战前后","1981","1759102","动作","武侠","古装","6.6","陆小凤(刘永饰)忽闻当代两大剑客叶孤城(白彪饰)与西门吹雪(岳华饰)，将于月圆之夜在紫禁城决斗；陆小凤忖度两人均是识英雄重英雄之辈，素末谋面，现 无利益冲突，当无决斗的必要，觉得这事其中必有跷蹊，与花满楼(孙建饰)及司空摘星等好友研究未果后，决定重 金买消息并前往京城调查清楚，不料传闻传出西门吹雪将决战押后一个月的信息……","楚原","","","白彪","刘永","岳华","艾飞"
"碧血剑","1981","1303835","剧情","动作","武侠","6.7","故事发生在明朝末年，袁承志（郭追 饰）是忠诚袁承焕（魏添财 饰）的儿子，在父子横死之后，袁承志由仆人带领，逃亡至华山，成为了华山派掌门人穆人清（李寿祺 饰）的弟子。一次偶然中，袁承志于一个山洞内发现了武林传奇金蛇郎君（龙天翔 饰）的遗骨，亦发现了失传已久的金蛇秘籍，就此练就了金蛇剑法。\n为了完成金蛇郎君的遗愿，袁承志踏上旅途寻找名为温仪（井莉 饰）的女子，又在途中结识了温青青（文雪儿 饰），袁承志就此被卷入了一段横埂在几代人之间的爱恨情仇之中。让袁承志没有想到的是，温婉可人的温青青，其真实身份正是金蛇郎君的女儿。©豆瓣","张彻","","","郭追","文雪儿","江生","井莉"
"流氓千王","1981","2136180","剧情","动作","","5.7","本片为程刚在1981年编导之赌片. 宗华与李修贤饰赌术精湛的流氓千王，李在澳门赌场被陈萍饰的千后击倒后，遂回港与宗密谋一雪其耻, 出千骗财, 开设豪华赌场, 欲将陈诱得入局...","程刚","","","李修贤","宗华","陈萍","艾飞"
"线人","1981","20284869","悬疑","犯罪","","0","青年吕良，本性善良又聪颖过人，但由于从小就失去双亲，疏于管教，遂结交损友，误入歧途，犯案累累，导致入狱服刑。\n刑满出狱后的吕良，得到警方特别罪案调查组督察张民的劝导，吕良决心改邪归正，为了报答张民的关怀，凡张民遇上辣手案件，吕良便暗中替其明查暗访，找寻线索，使张民能够迅速破案立功，这样不知不觉中吕良竟成了警方的线人。\n不法歹徒有计划行劫日藉游客，还意图杀死导游及司机，张民接到命令后与凶杀组联合调查，但四处努力侦查仍不得要领，吕良知悉一切，决心再助张民一臂之力","林义雄","","","任达华","柳影红","田丰",""
"老鼠街","1981","4824787","动作","喜剧","","5.7","手车夫李生、小偷阿东及马超为结义兄弟。一日，司令王维忠之子阿积设宴，李生三人往当杂工。饮宴之际，运输署长至，询问有关储备金之运送事宜，三人起夺金之念。王维忠为人奸狡，暗使管家祥伯派人假意夺金，并杀运输署长，不料三人棋先一著，王司令以为三人乃祥伯指使，不以为意，见三人不杀署长，唯有亲自下手杀之……","冯克安","罗棋","","刘家勇","冯克安","李海生","孟超"
"撞板神探电子龟","1981","4306473","喜剧","犯罪","","0","","黄志","","","乔宏","陈国新","林芳",""
"阿灿有难","1981","5374363","剧情","","","0","","李荣章","林国翔","","廖伟雄","米雪","",""
"大控诉","1981","11533221","剧情","","","0","他为什么要控诉？其实他所要的只是公理，而公理，为什么要搏命厮杀才能得到？他为什么呐喊？他所要的自由已不再是沉默就能够得到的，于是他发出了你掩住耳朵也能听的到的怒吼，发出了心强烈的狂啸疯狂博命，让你一克也不能喘息……","冯意清","","","邝美宝","吕良伟","郑则仕","黄树棠"
"煲车","1981","6886482","动作","","","0","李国伟(艾迪)刚加入保安公司, 同事包括主管民叔(韩江)、肥佬林(徐广林)和阿明(龙天生). 阿伟第一天上班任解款员送款到华人银行, 在工作时察觉银行职员伍小萍(庄静宜), 对她已非常倾慕. 送款任务完成, 解款团队离开银行, 遇上劫案. 为人正义的阿伟, 虽事不关己, 手持警卫枪的他立即向贼车射击, 阻止劫匪逃走, 但过程中连累肥佬林中枪受伤....","卓伯棠","","","艾迪","庄静宜","刘丹","庄静而"
"危险人物","1981","3072183","","","","0","猫仔(林国雄饰)与大猫(冼林旭饰)两兄弟，大猫性爱女色；猫仔凶狠阴毒。二人在港，不务正业，终因犯罪入狱。狱中有积犯七叔(罗烈饰)乃黑社会大哥，对猫仔蛊惑和顽强之性格颇为赏识，将之收入门下。左轮泰探长(陈观泰饰)服务警界多年，为人机智，手段强硬，被誉为罪恶克星。当年猫仔兄弟亦是被他拘捕入狱。猫仔兄弟刑满出狱，猫仔欲思报复……","陈观泰","","","陈观泰","秦沛","",""
"代代风流代代春","1981","3707678","剧情","惊悚","","0","","门耀华","朱牧","","郑丹瑞","贝如花","黄纳斯","王憾尘"
"绝代英雄","1981","3293686","动作","","","0","冷月十二星乃是武林中最神秘恐怖的杀人组织。龙雪儿为报杀父之仇，苦求铁柔夫妇相助，经过一番生死决战之后，发现杀父仇人竟是……没人知道她在想什么，将会做什么……\n江湖上第一大门派擎天门掌门人,龙天豪被武林中最恐怖的杀人组织-冷月十二星所杀.为了报父仇,查找幕后真正的主谋冷月.龙雪儿（井莉）以身相求江湖第一大保镖叶霜（徐少强）,以及退隐江湖的半条命铁柔（姜大卫）前往千玉山庄查找冷月的下落,不想千玉山庄庄主石剑肠,被叶霜杀害.一时线索中断.到底谁是真正的冷月?当经过一场生死决斗之后,真正的敌人却是身边的……","许圣雨","","","姜大卫","徐少强","井莉","邵佩玲"
"神台猫","1981","10458758","剧情","恐怖","","0","施家少爺有病，施夫人往廟宇求神，廟祝教她收養一乾兒子小老鼠來檔災，原來正是小老鼠的父親想將兒子賣往富貴人家的計劃。小老鼠賣入施家，很不習慣那種有規律的生活，更與專門服侍他的僕人饅頭作對，令饅頭憤然辭職。小老鼠更製造一件謀殺自己的兇案來逃走，好讓施家不再找尋他。小老鼠逃走後，碰上神偷夜貓，當夜貓知道小老鼠的故事後，便靈機一觸，要小老鼠扮鬼嚇人，而夜貓則扮神父去捉鬼，從中騙取財物……","虞戡平","","","麦嘉","石天","陶大伟","夏玲玲"
"爱杀","1981","1353744","剧情","悬疑","爱情","6.9","在旧金山念书的Joy（刘天兰）想随男友Louie（秦祥林）去纽约，可是Louie并不爱她，两人商量无果，Joy闹自杀，将Louie羁绊，但此举亦令Louie增多与Joy的室友Lvy（林青霞）相处的机会。Louie对Lvy的爱意虽未挑明，疑神疑鬼的Joy却早猜出八分，Lvy被她暗自视作敌人。\nLouie不知该拿Joy如何是好之时，Lvy电话喊来Joy远在香港的哥哥傅柱中（张国柱），但到美的柱中并没对Joy表现出兄长应有的关切，只一味怪怨Louie陪她太少，而Louie提出带Joy看医生时，他的态度也非常奇怪。但是，即便Louie将Joy患有遗传性精神病的结果告知Lvy，Lvy亦没在意，她已与柱中陷入热恋——此事令Joy对她更加排斥。\n不久，Joy驾车自杀，柱中感应到她的死亡。随后，柱中提出回港办理事务，不久返回，Lvy不解但未作阻拦。整理Joy遗物时，Lvy发现柱中已结婚；同Joy一样，柱中也是精神病患者，Joy的死令他旧病复发，在港因护照问题与妻子（叶德娴）发生争吵并将之残忍杀害。Lvy从报纸得知柱中杀妻一事，心中虽忐忑但疑是假新闻。这时，柱中突然在她面前现身。©豆瓣","谭家明","","","林青霞","张国柱","秦祥林","刘天兰"
"手指拗出","1981","3764429","动作","剧情","","0","","林展伟","","","庄泉利","陈星","",""
"黑蜥蜴","1981","2005362","古装","","","6.3","青年剑客龙飞（尔东升 饰）与镖局总镖头丁鹏之女紫竺（潘冰嫦 饰）相定终生。某日龙飞外出公干，却从一名自称黄泉来客之人（顾冠忠 饰）的口中得知紫竺有性命之忧。焦急心切，龙飞急速返回，路遇一抬着棺材的红衣男子（元华 饰）。一番交手，红衣人逃去，龙飞竟在棺材内发现紫竺模样的木 头人。回到丁家之后，他更在隔壁萧家看见已经去世两年的女主人的身影。怪事接二连三出现，令得人心惶惶。 龙飞与好友铁虎铁捕头（孙建 饰）一起调查，竟发现丁萧两家隐藏多年的秘密……\n本片改编自著名武侠小说家黄鹰的同名小说。©豆瓣","楚原","","","潘冰嫦","尔冬升","岳华","顾冠忠"
"两小无知","1981","2137695","喜剧","","","6.2","一对弱智的少男少女先在学校里相识，后来又发现两人是街坊，于是慢慢生发出一段感情，女孩子还幻想自己怀了孕。两人的关系遭到了亲人和老师的反对，于是他们离家出走，躲在山洞里。现实生活并不如他们所想象的那样美好，最后男孩子被迫到百货商场打劫，女孩子则误被真劫匪刺伤。","舒琪","","","徐杰","区瑞强","叶德娴","车保罗"
"凶蝎","1981","3358407","动作","犯罪","","0","探员大细与外籍女神探欲破一诱骗少女往外埠卖淫集团，却被油脂青年生事而破坏行动，无功而回。飞车权以婴孩作掩饰而偷运枪械，却于大车上被探员散仔男无意揭破。权见事败，跳车而逃。负密令返港之杀手荷兰飞及荷兰牛得悉权难完成使命，杀之灭口。二人欲械劫投注站却被大细与散仔男知悉而包围……","钟国仁","","","高飞","赵美宝","蒋志光",""
"伤人十七","1981","26757808","","","","0","","钟国仁","","","钟国仁","佟南旭","黄新","关海山"
"老衬当旺","1981","4306477","","","","0","","张森","","","余绮霞","林国雄","蒋金","关海山"
"钱搵钱","1981","21247885","喜剧","","","0","","张信义","","","伊雷","孙越","潘耀坤",""
"粉骷髅","1981","2338294","动作","剧情","","6.7","民国初年，乐平镇上出现连环杀人事件，被害者死状离奇，且全是妙龄少女，弄得民众惊慌、人心惶惶，并于街头巷口间流传着粉骷髅的传说，很多人都说是骷髅索命。稽查队长联合当地乡绅请来专门行侠仗义、英俊潇洒的游侠萧放前来调查此事，而萧放的万人迷特质吸引了无数年轻女子，其中包括与粉骷 髅关系密切的蛇蝎美人。随着案件一步步深入，更多粉骷髅的秘密逐渐揭开。","冯淬帆","","","陈琪琪","韦白","钟发","曾佩琪"
"功夫皇帝","1981","1302179","动作","","","6.5","本片是少见的将雍正做为正面角色描写的影片，讲述四皇子胤祯寻访民间高手以及在少林高僧和侠客义士协助下，改遗诏、杀隆亲王，最终登位的故事。影片拍摄于1978年，狄龙当时才32岁，正值当打之年，他扮演的雍正一身正气，英俊潇洒，可以说是最不象雍正的一个雍正了，或者说是比较“另类”的雍正，另外陈星的隆科多、谭道良的白泰官、慕思成（高强）的甘凤池、史仲田的少林高僧在片中都有精彩的表现，狄龙的夫人陶敏明在片中也客串了吕四娘一角，片中后半段的谭道良与看守正大光明殿的太监抢夺遗诏的打斗以及陈星和史仲田拼内力的打斗场面都可看性很强。","鲍学礼","","","狄龙","陈观泰","施思",""
"何方神圣","1981","3831278","喜剧","","","6.2","私家侦探史燕德，其侦探社门堪罗雀，惟有兼职各行各业。一日，实雄电影公司请来大批临时演员拍片，史是其中之一。岂料女秘书错把史之名字误置于锺老闆的嘉宾名单之内。锺在豪华别墅举行气派不凡的酒会，史溷集在宾客群中闹出不少笑话。锺展示其近购之唐朝御用宝物 - 宝石尿壶，以炫耀家财。其太太安娜与武术指导刘家班，早已佈置好一个夺宝阴谋，却被煳涂的史破坏了计划。安娜迁怒于史，故用诡计聘请史调查夺宝主使之人，再乘机除之。相反锺却怀疑安娜与史有不寻常关係，製造机会来对付二人。此次意外也引起了保险公司的关注，特派女调查员May溷入当演员，史与May日夕相对，有如一双情侣。锺和安娜分别聘请杀手对史下毒手，史却不知生命危在旦夕......","曾志伟","","","刘家荣","陈琪琪","",""
"赌王千上千","1981","1864196","动作","剧情","","6.8","罗四海（谢贤 饰）是名震江湖的千王之王，一日，他偶遇了在人前自称小千王的青年雷力（汪禹 饰）。虽然雷力自称小千王冒犯了四海，但是四海见他天资聪颖，有心栽培他成长，于是允许他跟着自己一起闯荡江湖。上海大亨张烈（陈观泰 饰）赌术出众，在上海开设了赌场，这引起了当局情报机构的怀疑，怀疑他就是在此设立了日本特务组织的千霸。于是，情报人员郭胜派出手下将四海带来，亲自要求他为国立功，利用他的千术在赌桌上挑战张烈，并伺机将他消灭。一场你死我活的争斗展开了。©豆瓣","王晶","","","谢贤","陈观泰","黄锦荣","汪禹"
"艾曼妞火并功夫良","1981","24527481","动作","","","0","","刘忠良","","","刘忠良","郑碧莲","徐忠信","杨国基"
"叉手","1981","1302873","动作","剧情","","6.8","本功夫片拍于1981年,为张彻导演,倪匡编剧.故事描述,「叉手」为江湖上新崛起之组织,专杀江湖豪侠,彼等行事,均带面具,故彼等究为何人,无人知晓.「八臂哪咤」齐山云(江生)会同曾军(钱小豪)及梁勇(朱客)等,赴景阳镇调查叉手总坛之所在,拟一举歼灭该组织,为江湖除害……","张彻","","","郭追","钱小豪","江生","朱客"
"连环大斗法","1981","4745830","","","","0","黑蓝马与白金龙均是私家侦探，二人家族是世仇，代代相争。富商严西聪家传之宝夜明珠被盗，贼人署名曾灶财，但无人得知曾灶财是何方神圣。黑、白二人接手此案，并决定以破案先后分出胜负，解决家族纷争。同时警方亦派出两名侦探调查此案，一场连环大斗法随即展开。","林权泽","","","黄锦燊","刘雅丽","廖伟雄","杜少明"
"阿灿出千","1981","5247054","","","","0","","陆邦","","","廖伟雄","龙天生","邵音音",""
"千王斗千后","1981","20284856","剧情","动作","","0","","郭清江","","","杨群","黄淑仪","陈鸿烈","马沙"
"拜错师父叩错头","1981","3120445","","","","0","周泰一心学武，但却事事碰钉，落魄江湖。好不容易才遇到“龙形手”方猛，但却被方猛的仇家“飞腿”谭飞追杀，拜师不成却换来连翻追杀。但巧遇职业杀手罗森以“鹰爪鬼手”相救，周泰却拜罗森为师，罗森传授“铁指锁喉”给他时，却另设奸计陷害他……","张旗","","","张午郎","黄正利","",""
"大力小水手","1981","26296635","喜剧","","","0","秃子与大个子是一对欢喜冤家。大个儿仗着一身蛮力，恃强凌弱老拿秃子出气。秃子虽力不如人，但脑子灵活，一肚子诡异点子。相互过招，谁也赢不了谁。于是，两人决定和好，互补短长，共同“发财”。但是，一个靓女突然出现在他们的生活中，从此打破了这个联盟……","葉森","朱日红","","乔宏","米雪","顾纪筠","韩国材"
"财神到","1981","7161686","剧情","","","0","青年阿贵嗜赌成癖，其女友阿美最憎赌徒，故他常将美瞒住。一次，贵中得巨奖，遂向阿美求婚并立誓戒赌，美终应允。婚后，贵矢志戒赌。一次宴会中贵于麻雀枱大胜，自此又陷赌网，常流连赌馆，终至囊空如洗，美见状痛心，贵忏悔，斩手指以示决心，美再度谅解他。贵代收外围马数帮补家计，一次私下收去同事托他代投注于冷马之金钱，谁料马匹爆冷跑出，贵大惊，往私家俱乐部搏杀，图孤注一掷，却又遇上警方扫荡非法赌场，贵如何...","梁治强","","","方平","孟平","陈敏儿","毛悠明"
"处决","1981","20501169","","","","0","劉鴻泉摄影 镜头剪辑为看点","萧龙","","","卢海鹏","陈子健","胡大为",""
"二等良民","1981","4746543","剧情","","","0","阿贵是新移民，智力低，常被人歧视，来香港数年已坐牢数次。这一次阿贵出狱后，他父母怕麻烦，不许他回家。阿贵在街上溜跶，遇到喝醉了酒的波士张，张视阿贵为朋友，但这朋友关系时好时坏。秋兰少时误入歧途，被黑社会控制当娼，阿贵虽傻，也懂得同情她，常帮助她照顾她的孩子和打理家务。阿贵忘记带身份证，要被遣返内地，幸被一记者发现及时相救。波士张周转不灵，再见阿贵时，抢回之前送给他的金牙，阿贵痛哭。秋兰被迫到外埠当娼，阿贵为救秋兰去打劫银行，银行守卫追赶他到天台，阿贵推开他，他堕楼身亡，阿贵再次被捕坐牢，出狱时他父母生活改善，容许他搬回家，团圆结局。","陈友文","","","彭健新","余绮霞","乔宏",""
