"name","year","id","type__001","type__002","type__003","rate","story","director__001","director__002","director__003","actor__001","actor__002","actor__003","actor__004"
"舞厅","1981","3182781","动作","犯罪","","6.9","阿細和阿飛自小追隨在社會下層獨霸一方的韓橫山長大.兩人惺惺相惜,又重江湖義氣,韓在他們協助下,黑道事業蒸蒸日上.七十年代末期,韓開舞廳有聲有色,此時阿飛另謀發展,阿細則仍效忠韓.多個黑幫欲收購該舞廳,其中包括以老鬼周和華叔為首的大財團.韓生打算與華叔合作,交換條件是要進入華叔旗下的華信地產投資公司董事局.這苛刻的條件使韓遭殺身之禍.阿細勢孤力弱,仍不斷追尋真兇,且不斷遭老鬼周幫會追殺.後來他才發現華叔和老鬼周聯手對付韓.阿細走投無路,不理會阿飛勸阻,隻身闖上華叔巢穴.在千鈞一髮之際,阿飛失卻""理智"",出手協助阿細把敵對幫會一舉消滅.","黄志强","","","陈惠敏","徐少强","郑则仕","邝美宝"
"胡越的故事","1981","1471794","剧情","犯罪","","7","1975年越战结束后，香港一度成为“第一收容港”，接收了大量越南难民、船民。这些人到港后，会被港府统一安置在羁留营。对于混在他们中间的越共，特工（特务）发现后会秘密杀害。\n在越战中侥幸捡得一条命的越南华裔胡越（周润发）随伙伴逃难到港后，如愿见到素未蒙面、后期曾中断联系的笔友李立君（缪骞人），后者是一名社会工作者，十分同情他的遭遇。当胡越反杀将他视作越共的特工后，李立君决定帮他办去美国的假护照。办护照时，胡越结识与他命运无差的沈青（钟楚红），两人讲好到美一起生活。\n胡越、沈青等人在菲律宾转机时，沈青及其他几个女孩被帮他们办护照的人秘密带走，为找到沈青，胡越放弃赴美良机，胁迫着该人来到菲律宾唐人街一家Bar，原来沈青是被骗到该处做实为妓女的Bar女。为了履行许下的要将沈青照顾的诺言，胡越答应老板钟仁（金彪）替他做杀手，并因之与另一杀手阿三（罗烈）结成兄弟。但他及沈青、阿三仅是钟仁手中的棋子。©豆瓣","许鞍华","","","周润发","缪骞人","钟楚红","罗烈"
"鬼域","1981","3446727","恐怖","","","5.8","李沛权导演，梁珍妮和刘克宣一部经典的早期香港恐怖片。","李沛权","","","陈欣健","姚炜","陈莉莉","梁珍妮"
"I.Q.爆棚","1981","4824791","恐怖","","","0","七十年代的香港,方大学毕业,加入英美中学教书,她对教育充满热诚,可是学校里有老师炒股票,其身不正,又有学生赌博,吸烟;但老师都不会理,就连最有魄力的周老师,都是这般表现,方老师失望之余,矢志扭转歪风.学生许彬在校胡作非为,更怂恿女朋友吴静雯到夜总会做陪酒.另一方面,本来品学兼优的学生何菁菁,看见母亲年老体衰,伤残妹妹又需要买轮椅,便决定随吴静雯和罗安妮等同学到夜总会工作.不久许彬因欠高利贷,害吴被轮奸,后更堕楼身亡.学校终于回复平静,周和方则成了学生们的偶像.这两名老师都认为年轻人虽然顽皮,但只要教导有方,他们便不会走歪路,日后必成大器.","杨权","","","万梓良","周秀兰","",""
"边缘人","1981","1727285","犯罪","剧情","","7.9","何永潮（艾迪 饰）虽然出生在黑社会地区，却在长大之后报考了警校最终以出色的成绩毕业成为了一名警察。然而，何永潮上岗之后的第一个任务，竟然就是被派往黑社会做卧底。何永潮凭借着过人的智慧和勇气隐藏身份，同敌人周旋，向上司提供了许多重要的情报，深受上司的信赖，可是并不理解这一切的女友阿芳却含恨离开了何永潮。\n何永潮真心热爱着这份打击罪恶的职业，甘愿为其牺牲一切，然而，当看见自己的前辈亚泰（金兴贤 饰）在任务中不幸丧生之后，何永潮的观念发生了转变，他想要回归正常安全的生活之中。上司答应何永潮，只要完成最后一个任务就将他调回警队。©豆瓣","章国明","","","艾迪","冯爱慈","金兴贤","嘉伦"
"交叉零蛋","1981","4249363","喜剧","","","0","学生整老师，最后老师也帮助了学生，不过里面学生的恶搞功力实在强大，不得不服啊！","王钟","黄华麒","","廖伟雄","伊雷","李赛凤","苏杏璇"
"南北狮王","1981","1482499","动作","古装","","6.3","以“反清复明”为口号的天地会被朝廷追捕，天地会恐被清廷一网打尽，遂将会员名册送往机密地点。天地会中人红娘子遇上刚直的捕快阿云，暗中利用他送出名册，期间遇上聪敏的阿寸，两人为生计不惜去踢馆，还参加舞狮比赛。及后红娘子被杀，阿云和阿寸从中觉醒，代红娘子执行任务，但两人却身负重伤，生命危在旦夕……","徐虾","钱月笙","","罗莽","杨盼盼","汪禹","罗维"
"无毒不丈夫","1981","10484046","动作","","","0","范国豪携怀孕妻子偷渡抵港，遭其兄范国英与大嫂朱迪百般凌辱；酿成国豪妻子难产并诞下低能儿。十年后国豪已成为了一位炙手可热的大富商；不择手段不但给国豪带来生存的道理，更给他带来财富。可是他并没有因此而感到满足。反之还思忆着十年前被兄嫂欺凌时情景，并开始向其兄嫂报复……","萧荣","","","邓光荣","龙刚","刘鹤年","罗石青"
"长辈","1981","1308735","喜剧","动作","武侠","7.2","程带男（惠英红 饰）跟着父亲习武卖艺，日子过得十分困苦，一场意外中，父亲身受重伤，父女两人的日子无以为继，就在此时，名门余氏的族长收留了两人。之后，程带男的父亲病重去世，族长亦缠绵病榻命不久矣，就这样，程带男肩负起了照顾族长的责任。\n临终之前，族长将全部的财产托付给了程带男，让她代为转交给余正全（刘家良 饰），另一方面，为了避免余威（王龙威 饰）觊觎家族财产，族长将程带男立为填房，让她在余家有了一席之地。族长死后，程带男找到了余正全，并结识了余正全的儿子余滔（小侯 饰），因程带男尴尬的身份，余滔闹出了不少的笑话。果不其然，得知了族长死讯的余威开始找起了程带男的麻烦。©豆瓣","刘家良","","","刘家良","惠英红","王龙威","麦德罗"
"末代皇帝─溥仪","1981","26717026","纪录片","","","7.4","作为一位襁褓之中初登皇位，少年复位，中年再继位的末代皇帝，溥仪一生命运多舛。生于乱世的他，已不再有中国历代皇帝的尊严和威信，代之而来的是傀儡般帝王生活的屈辱和不幸。作为中国的末代皇帝，他的皇后和皇妃也有着不同的命运，有的悲惨地死去，有的在新社会得到新生，有的真正成了幸福的妻子。人民政权成立后，溥仪能悔过自新，自食其力，从曾经任人摆布的傀儡皇帝变成了一位普通而又合格的公民。（http://www.nhfilm.cn/sec/10/2014/0812/44.html）","王秀山","","","","","",""
"冲锋车","1981","2213934","动作","","","7","貼錯門神忽變最佳拍檔\n衝鋒陷陣誓要警惡懲奸\n怪胎(龍天生 飾)及大個子(鄭則仕 飾)兩名警察因一次查案失誤，令大個子被調往情報部，怪胎則調往跟隨警長泰利(王鍾飾)。泰利派怪胎及其未婚妻妹珠(蔡瓊輝 飾)冒充難民調查假身份證案，怎知怪胎被賊黨首領(王青 飾)及無腦(林崇正飾)殺死，妹珠更慘被輪姦！大個子及泰利決意聯手查案……","王钟","","","龙天生","郑则仕","吕良伟","王钟"
"辛亥双十","1981","1302534","剧情","历史","","7.3","影片叙述广州黄花岗起义失败后，同盟会中部总部派元老谭人凤到武昌，组织有不少同盟会会员的四十一标新军蒋翔武为首的文学社，与孙武、邓玉麟为首的共进会两派，团结一致，武装起义推翻清王朝。总督瑞征与统制张彪派四十一标新军前往镇压，文学社与共进会推举孙武为领导，修定计划。10月10 日革命党人以工程第八营率先起义，革命军分三路攻湖广总督府。 次日革命军占领武昌城，革命风暴席卷全国，终于推翻了腐败的清王朝。","丁善玺","","","狄龙","林凤娇","柯俊雄","汪禹"
"飞尸","1981","4325960","动作","恐怖","","6.7","本片为邵氏一部很经典的早期恐怖作品,导演孙仲把一个普通的冤鬼复仇的故事拍得百转千回扣人心弦.不光极尽恐怖惊悚邪异奇幻之能事,还几乎都是打着讽喻人世间情仇爱恨的招魂幡做警示恒言,这也增加了影片在故事上的可看度以及现实感.本片挂靠着尸变,红衣厉鬼,僵尸的元素上演了一段复仇戏码,小镇就几乎像是当时香港社会的缩影","孙仲","","","罗烈","谷峰","白彪",""
"龙咁威","1981","3076796","喜剧","","","6.3","阿广和阿明在中国一农村长大，两人非常友好，更一起逃到香港，希望寻找金钱梦。然而到香港之后，他俩才发觉困难重重，又尝尽了人情冷暖，闹出不少笑话。此时，香港有位超级巨星，长相和阿广一模一样，在影片拍摄中途，因为做了一个危险动作而身亡，电影公司便找阿广作巨星的替身，他们因而转运。在阿广代替巨星时，他开始明白财富并不等于快乐，而且财富令他非常空虚。不过，阿明却用尽他的新身份和金钱去享受和花天酒地，于是两位好友产生了很多矛盾。最后，阿明知道阿广要重覆巨星身亡时所拍摄的镜头，阿明立即赶去告知阿广，但已经太迟。幸好阿广大难不死，最后两位好友重拾友谊，而且更知道香港不是久留之地。","梁普智","","","吴耀汉","陈欣健","张天爱",""
"踩线","1981","3333979","剧情","","","6.6","本片是由著名演员王钟编导的社会写实电影。吕良伟与李修贤在片中均为中越混血儿，由越南逃至澳门；吕于香港出生，可在港居留，乃与李分散；郑则仕饰吕之叔父，为一干练警探，即介绍吕加入警界，派其作卧底。后郑一次与越南匪徒激斗中遭杀害；而李则被牵涉入这宗凶案……","王钟","","","李修贤","吕良伟","郑则仕","龙天生"
"失业生","1981","1470865","剧情","爱情","","7.1","电影讲述了阿荣（张国荣 饰）、家宝（陈百强 饰）和家辉（钟保罗 饰）三人追逐梦想的成长故事，阿荣、家宝、家辉是学校里同学好友，毕业后面对自己人生的道路各自做出了不同的决定。阿荣家境贫寒天生叛逆，经历了世间的种种磨难，与朋友的嫌隙也日渐消融。热爱音乐的家宝一心想要追求自己的梦想， 在不被家人理解后愤然出走，与阿荣等人打工赚钱并收获了纯净的爱情，最后被唱片公司发现做了自己的演唱会。玩世不恭的弟弟家辉选择了一条父母喜欢的道路，但也一直在背后默默支持者哥哥和朋友。这三个毕业又即失业的学生是怎样在这个梦想与现实激烈碰撞的毕业季中殊途同归的呢？©豆瓣","霍耀良","","","张国荣","陈百强","徐杰","邝美宝"
"赌王群英会","1981","3992537","剧情","","","6.6","宫本先生是日本的大企业家，在于潘董事长玩牌的过程中，下了一个高达500万美金，相当于2亿新币的赌注，众多董事支持潘董，以为潘董不会输给一个日本人，纷纷借钱给潘董，没想到，宫本先生赢了，将2亿元全都拿走。潘董破产，妻子一急之下撒手人寰。原来宫本先生是假，只是一个老千装扮。潘董面临众董事的逼债，只能求助于沙家的继承人与老千集团一斗……","程刚","","","胡慧中","凌云","杨惠姗","宗华"
"不准掉头","1981","1471799","喜剧","","","5.5","喜爱开快车的的士司机阿强（林嘉华），生日当天邂逅药房内的化装小姐阿玲（廖安丽），且误会其为妓女而有非分之想，后被收银员四眼妹（吴浣仪）逐出门外，至此，强方知是一场误会，遂向其道歉，玲感强之诚意乃答允他的邀约。\r\n    二人感情日增之时，玲之表哥占美（文方）自美返港，玲约强赴占美的宴会，令强大出洋相并愤然离去。当晚强因涉嫌非礼一舞小姐而被带返警署，引起玲之误会，不肯再见强。此时，占美介入二人之间，相处之下，玲觉得与占美颇有距离，更使她回味与强一起的乐趣。\r\n    强以为玲变心而终日茶饭不思，后得四眼妹鼓励而与占美斗车。比赛当日，强在终点前发生意外被送入医院，玲赶往医院时，只见众人伤心痛哭……","蔡继光","","","林嘉华","廖安丽","",""
"红粉动江湖","1982","1474440","动作","冒险","","6.8","本片為魯俊谷導演，由鐵漢陳觀泰與米雪、林秀君及楚湘雲三美女主演。故事描述，田思思（米雪）為富家女，嬌生慣養，刁蠻成性，喜武功，其父每斥資請武林高手與其交手，佯作打敗，田自感武功高強，其侍婢（林秀君）每日講述武林故事，談及高手秦歌（陳觀泰）瀟灑風流，萬夫莫敵，田為之心慕神往，忽聞其父將其許配與一名楊凡（元德）者，心有不甘，乃與婢女扮男裝，夤夜出走，尋訪秦歌……","鲁俊谷","","","陈观泰","米雪","林秀君","元德"
"乌龙天师招积鬼","1982","24827634","动作","","","0","When a petty criminal hires a priest to raise the dead in order to get revenge on the man who put him in prison, it backfires and all manner of black magic mayhem ensues as ghosts, zombies, and a bloodsucking super fighter wreck havoc.\nMondo martial arts mayhem on a grand scale is the best description for this incredibly over-the-top comedy/horror hybrid starring cult sensation Billy Chong. Imagine Sam Raimi’s Evil Dead II (1987) without Bruce Campbell or his one-liners, but with twice the insane momentum and of course, kung fu.\nBilly Chong plays Pan Fong, a martial artist trained by his verbally abusive father to prepare for the worst. Earlier, Fong foiled a heist (as told in a Keystone Cops-style flashback) and now the criminal in charge wants revenge. He hires Chan Lau, who plays quite possibly his best role as a priest who dabbles in black magic. Lau’s job is to get several zombies he raised to push Fong into a deathtrap. Only trouble is that the criminal ends up dead in his own trap. His spirit rises to force Lau to find him another body. This leads to them attempting to transfer his soul into the body of a vicious killer named Long (so named for the length of his fights) after Fong kills him at the end of a grueling three hour fight. This also backfires and only awakens an evil within the killer who has now returned as an unstoppable, bloodsucking fiend. One last attempt by Lau to transfer the criminal’s spirit into the body of Fong’s recently deceased father is only partially successful. The criminal and the bloodsucker join forces to kill Fong, but he’s got his kung fu skills, Priest Lau, and a Buddhist monk on his side.\nIts simple. People are generally going to love Kung Fu Zombie or hate it. Technically, the action is undercranked in the extreme, resulting in extraordinarily speedy fighting. Cuts are rapid and the action incorporates lots of wirework and trick editing. There is tons of kung fu fighting and its fun, but hard to follow. The pace of the film is intense and never lets up, even with the humor which is definitely low brow, even more so than Yuen Wo Ping’s Shaolin Drunkard (1983) or Sammo Hung’s Encounter of a Spooky Kind (1980). Expect to revel in drunkenness, a lot of female fondling and a low regard for death.\nSeveral highlights mark this film as a cut above the standard independent releases of the era. One is Billy Chong’s performance which is charismatic and intense. His physical and acting performance fits the role perfectly. His love-hate relationship with his father may not be the model for good family living, but it’s a refreshing twist and ties back nicely into the story later when the criminal inhabits the father’s body. Chan Lau who is well known among fans for his many comical roles he plays in films, usually as the villain really gets to ham it up this time. As the well-meaning and cowardly priest who starts all the trouble, he’s forced along as events spiral out of control. He ends up drunk, stumbling about at night and mumbling about sticking to weddings when an entire mob of zombies, probably from past jobs that were botched rear up behind him. It’s a fitting end.\nIt’s my guess that Sam Raimi must have seen this film before beginning his Evil Dead series. The tracking camera shots and sheer insanity with which the filmmakers unleash their scenes, even the non-fight scenes are deliciously wild and entertaining. There are a few scenes that don’t connect well with the story (possibly due to cuts made to the original print), but overall the story is surprisingly cohesive for an old school title.\nFor outrageous kung fu action with a healthy dose of uncultured and comical horror, Kung Fu Zombie provides a rotting good time.\nBy Mark Pollard -kungfucinema.com-","华山","","","庄泉利","","",""
