"name","year","id","type__001","type__002","type__003","rate","story","director__001","director__002","director__003","actor__001","actor__002","actor__003","actor__004"
"玫瑰的故事","1985","1395087","剧情","爱情","","6.3","玫瑰（张曼玉 饰）是一个天真美丽的少女，身边不乏各种追求者。而她唯一的亲人——哥哥（周润发 饰）更是对她呵护备至。直到她遇见了已经订婚的庄国栋，才真正体会到了爱一个人所带来的痛苦。玫瑰决定远离香港这个伤心地，于是不顾哥哥的不舍便飞往巴黎求学，并嫁作他人妇。直到哥哥生病离世，已离婚的玫瑰又再度返港，遇到了对她百般关爱的傅家明（周润发 饰），就在她再次披上婚纱之时，噩耗又再次传来……\n本片改编自亦舒的《玫瑰的故事》。©豆瓣","杨凡","","","周润发","张曼玉","陈俊国","余小翠"
"歌者恋歌","1986","4312203","剧情","传记","爱情","0","歌星Alan（谭咏麟 饰）的最后一场演唱会结束了，Alan在人群的喝彩及记者的采访中走出了舞台……\nAlan最初为酒廊歌手，虽然默默无名，但却有职业水准，在此期间，Alan认识了他的歌迷Marianne（林河廷 饰），二人度过了一段浪漫的日子；可惜好景不常……","柯星沛","","","谭咏麟","林河廷","薛芷伦","张国强"
"奇缘","1986","1301354","恐怖","动作","","5.7","在帕米尔，有一支信仰神秘力量的古老部族，其中正邪两派对峙多年。这一年，邪派头目（狄威 饰）将长老杀死夺权，长老在临死前告知自己的女奴斯娜（朱宝意 饰）继任者将从东方赶来……香港设计师祖（周润发 饰）与女友艾达（蓝洁瑛 饰）来尼泊尔旅游，祖在野外遇险，受伤后返港入院治疗。在医院，祖不时会看到斯娜的幻影。不久，斯娜亦来到香港，并赶到医院将祖的伤治好，而且赋予他特异功能。将斯娜收留在家中的祖瞒着艾达，渐渐与斯娜产生了感情。与此同时，邪派头目来到香港，意欲杀害祖和斯娜。斯娜为了完成前任主人的嘱托，暗示祖前往尼泊尔收服邪派，但先行一步的对手，早已逼近了他们的身边……©豆瓣","程小东","","","周润发","朱宝意","蓝洁瑛","狄威"
"乱世英雄乱世情","1986","1308390","动作","奇幻","武侠","7.2","远古时代，天谗星陨落武当，成为威力无比的神物——天谗。乱世中，各股流寇都欲把它据为己有，以借助其神威称霸武林。而先于此前镇于地下魔鼎内的妖魔亦蠢蠢欲动，以求破鼎而出，再次为患人间。于是，在这样乱世红尘的背景下，相貌丑陋的乞丐楚江（哈小姚饰），与鼎魔达成一项交易：鼎魔赋予楚江潇洒的武士外型和无穷的力量，而楚江则需找到天谗并尽快交给鼎魔，否则打回原形。随后，楚江遂与途中结识的女流寇朵娃（万琼饰）一同寻访天谗。而与此同时，一个名叫大勇（戚风饰）的流浪汉，正被动地接受了武当弟子的嘱托，要带着天谗尽快送回武当，以镇压妖魔，拯救黎民百姓。就这样，两对情人——楚江、朵娃与大勇及其女友核桃（张艳丽饰），为争夺天谗，展开了殊死的拚搏……","刘松仁","黄宗基","","万琼","哈小姚","戚风","张艳丽"
"听不到的说话","1986","1306783","剧情","","","7.6","代朋友入狱多年的麦基（刘青云）刑满释放，左顾右盼无人来接。相比，与他同时出狱的少年阿飞豹仔（黄斌）则有好友香鸡（马斯晨）、小龙（樊少皇）、长颈及肥龟来接。这几人组成了以香鸡为首的聋哑扒手小团体，常用可以博市民同情的招数偷窃钱包、躲过劫难，另一个少年犯罪集团是他们的宿敌。麦基因救香鸡一命与她认识，又通过她认识靠出卖肉体养活丈夫的亚莲（苏祖儿）。\n麦基这日在香鸡的陪伴下去找朋友，已经发黄腾达的朋友全不记他曾帮自己顶罪，只将他视作瘟神，匆匆掏出几张钞票将他打发，其后更是找来警察公开表示请勿再扰。这令麦基异常痛苦，早对他生出爱意的香鸡看不过，偷走麦基朋友装有多张信用卡的钱包，此举惹下祸端，香鸡、豹仔随即陷入被警察、宿敌双重追击的境地，而无意间瞥见麦基与亚连的恩爱画面时，香鸡更是瞬间心死。©豆瓣","姜大卫","","","马斯晨","刘青云","黄斌","Jo-Yee So"
"坏女孩","1986","1308323","喜剧","","","6.5","爱打麻将的阿芳，结识了最讨厌麻将的男友阿友，唯有隐瞒她的嗜好，可惜最终纸也包不住火。阿友出尽法宝令阿芳放弃麻将，但也未能成功，后来阿芳答应他，若他在四方城内赢了她，她就听他的话，决不再打麻将。最后阿友请来名师指点，不但赢了阿芳，自此更爱上打麻将呢！","萧荣","","","梅艳芳","陈友","上山诗钠",""
"冒牌大贼","1986","2333317","喜剧","","","6.1","死党阿华，师爷仔及飞牛三人分别任职于会计，律师楼及警员。他们均喜欢包租婆的女儿蒙珠。一日，阿华知道会有巨额运抵公司及发现有贼人已铺好路线偷款。于是将计就计，他们预先偷走巨款，然后嫁祸给劫匪。虽然钱得手，但全是废纸，而烦恼才刚刚开始……","黎应就","","","黄日华","林忆莲","左颂升",""
"霹雳大喇叭","1986","1477288","喜剧","恐怖","","6.6","陈文俊（洪金宝 饰）和张定其（张学友 饰）只是警队中的无名小卒，却在机缘巧合之下被指派到神探（姜大卫 饰）手下助其侦破“千面人”之案。没想到，一场意外中神探不幸丧生，可是，心愿未了的他显然不愿就此归去，而是化为冤魂，缠上了陈文俊和张定其两人，要他们破案为自己报仇。\n神探威胁陈文俊，若不帮他报仇，就要破坏他和女友乔娜（王祖贤 饰）之间的姻缘。经不住神探的死缠烂打和卑鄙威胁，个性胆小怕事的陈文俊只能答应下来。就这样，陈文俊和张定其开始了对案件的追查，在神探的暗中帮助下，他们最终将罪犯捉拿归案，陈文俊和乔娜亦有情人终成眷属。©豆瓣","陈欣健","刘观伟","","洪金宝","张学友","王祖贤","姜大卫"
"欢乐叮当","1986","1304617","喜剧","爱情","","6.5","好赌波夜总会主音吉他手阿发（许冠文 饰）荷包羞涩，赌马去财，房租拖欠，还被夜总会赶了出来。在无处可睡的情形下，他和好友阿财（黎小田 饰）借宿女友家，偶然间却目睹了机械手臂的黑帮头目油炸螃蟹屠杀对手沙皮狗的场面。\n阿发凭借小聪明暂时躲过油炸螃蟹的毒手，但却无法逃脱被追杀的厄运。万般无奈之下，他男扮女装加入阿财负责的欢乐女子乐队，并随团远赴泰国演出。途中他邂逅了乐队主唱叮叮（钟楚红 饰）但由于油炸螃蟹派出的杀手存在，这段旅程不光充满浪漫，还满是惊险……©豆瓣","许冠文","","","许冠文","钟楚红","董骠","梅艳芳"
"乌龙大家庭","1986","1300623","喜剧","","","5.7","某疯狂科学家（乔宏 饰）因儿子感染艾滋病死亡而精神失常，他命令助手四处绑架同性恋者带到私人货柜船龙宝号上进行活体实验。警局督察长发叔（曹达华 饰）先后派人数次登船搜集证据，最后皆以失败告终。\n在夜总会演杂耍的石罅米（石天 饰）自幼研习武功，成年后进入特种大队，却因被指控有虐待倾向而离开警队，永不叙用。如今他独自抚养三个孩子，生活倒也快乐。某晚演出时，他和好友老虎仔（林振康 饰）目睹并插手一起绑架事件。由此将麻烦引到自己身上，而另一方面，发叔发现石罅米和一与疯狂科学家有勾结的日本人容貌相似，遂拟定了一个计划……©豆瓣","石天","","","石天","林振康","梁韵蕊","乔宏"
"鬼咁有缘","1986","4967483","奇幻","","","0","","梁东尼","","","冯淬帆","玄智慧","关礼杰","杨雪仪"
"痴心的我","1986","1301047","剧情","喜剧","爱情","7.4","家境平平的阿珍（李丽珍 饰）外表娴淑美丽，实则泼辣果敢，她因参与打架斗殴而被迫转校。在新学校里，阿珍受到同学欺负，关键时刻校董女儿阿美（罗美薇 饰）出手相助。放学后阿美遭到报复，这时阿珍挺身而出，将坏同学悉数打倒，她和阿美自此也成为了好朋友。\n好朋友各有各的心事：一次偶然的恶作剧，让阿美结识了在加拿大留学的学友（张学友 饰），在有限的假期内，两人开始了短暂的交往，阿美品尝着爱情之花的甜蜜与苦涩；阿珍爱上了帅气硬朗的飞车当米高（王敏德 饰），然而才刚刚开始的恋情，却因一场意外戛然而止……©豆瓣","高志森","","","张学友","李丽珍","罗美薇","王敏德"
"午夜丽人","1986","3066821","剧情","","","5.9","黑妹放弃舞小姐生涯，虽然努力改造自己，但男友终不能接受她的过去；黑妹好友玲亦是白领，但午夜过后便是兼职小姐，事件被同事揭穿，把心一横与黑妹全力闯荡欢场，誓以美色换取巨富，却把毕身积蓄错押在一名骑师仔身上。","黎大炜","","","陈家齐","吴文玲","吴镇宇",""
"哈林行动","1986","11609710","","","","0","大陆帮头领排长被黑帮龙头冯伟雄抢去一宗军火交易，双方因此结下仇怨，并不时进行大厮杀。年青帮黄大卫以及行将退休沙展佳叔奉命调查此案。一次，冯以二名大陆枪手枪杀一名外籍军官，藉此嫁祸排长，而更迫使警方展开“哈林行动”剿灭黑帮。","劉鴻泉","","","邓浩光","刘丹","汤镇宗","徐少强"
"梦中人","1986","1297446","剧情","","","6.3","指挥家宋羽（周润发 饰）与设计师悦香（林青霞 饰）相识于香港的某个兵马俑展览，二人回家后，便开始常常梦到对方。在梦中，二人不再是以现实中的身份出现，而是幻化成了两千年前的生死相随的恋人……\n现实中的宋羽和悦香也开始似梦中人般相知相恋，宋羽的女友更因接受不了他的变心而绝望地选择了自杀。而在梦中的悦香，竟也在两千年前为当时的恋人宋羽自杀。而这一段轮回了两千年的爱情，最终会何去何从呢……©豆瓣","区丁平","","","周润发","林青霞","杨雪仪",""
"甜蜜十六岁","1986","3619073","爱情","","","6","影片描写了中学生的学习和生活﹐美枝刚到一所女子学校寄读﹐就遭到以芊蒂为首的富家女生的戏弄﹐看到他们经常欺负同学﹐一次舞会中﹐遂与阿蕊等人连手对付并令她们丑态面出﹐学校举行竞技大赛﹐美技等人参加﹐却体育教师拒绝﹐此时刘老师毅然担任她们的体能训练老师。众人设圈套﹐令美枝误会离开男友﹐经过激烈的角逐﹐美枝夺得了第一名。","萧伟强","","","何家劲","吴美枝","刘芊蒂","李丽蕊"
"僵尸翻生","1986","2121954","喜剧","恐怖","","6","茅山道士钱真人（钟发 饰）与师弟吴真人（钱月笙 饰）平素不和，在道术上互争高低。帮派人物九叔（谷峰 饰）请到两人为亲弟礼葬，钱真人携小徒阿发（吕方 饰）借口舌之功夺标，吴真人心有不服，遂于路对尸体施茅山道术，促其僵尸化来报复二人。\n钱真人遏制尸变之际，盗墓贼旺财（钱小豪 饰）惊动大帅新下葬的九姨太（王小凤 饰）尸身，尸体在雷电交加之夜复活，与旺财两体一身，行动一致，旺财无法摆脱半尸，巧遇钱真人求助，钱真人无计可施。三人两尸一行暂避一宾馆内，岂料吴真人尾随赶到，大帅亦同军队入驻，互有利害关系的一群人让形势逐渐失控。©豆瓣","陈会毅 Billy Chan","","","钱小豪","钟发","吕方","王小凤"
"堂口故事","1986","5047888","动作","","","0","保罗与米奇两兄弟移居美国唐人街。为谋生保罗加入青龙帮。一日，米奇遭飞鹰党袭击，刀光剑影中保罗前来相救并打死了党徒，自己逃亡加拿大。不久，米奇为势所逼，带了一班弟兄向飞鹰党报仇，却惊动了警署。探员马爹利及庄尼欲采取行动，被上司萧化文阻上。萧与堂口巨头陈威龙勾结，收米奇独组""""幽灵帮""""，并答应让保罗返美，但保罗一到美国即被飞鹰党惨杀。陈转而又利用米奇灭了飞鹰党，却又收头了米奇手下逼米奇于死地。米奇向马爹利求救，同时发现萧、陈的关系，最后怒杀堂口巨头陈威龙。""","陈欣健","","","任达华","玄智慧","刘丹","譚德斌"
"初一十五","1986","1300611","剧情","","","5.9","男女共同生活，貌合神离，新潮同居夫妇王锦荣与王小凤，逢初一十五便各自组合，互不干涉，而他们的好友于洋和郑文雅夫妇感情出现裂痕，于是他们便仿效王家初一十五制，些时郑文雅遇到周润发，两人越陷越深，导致了她的家庭的迅速崩溃，而王家夫妇却又重归于好，两个家庭走上各自不同的命运。","胡珊 (Teresa Woo)","","","周润发","王小凤","",""
"小生献丑","1986","1302149","喜剧","","","0","","曾志伟 (Eric Tsang (I))","午马 (Ma Wu)","","曾志伟","徐少强","午马","柯受良"
"杀妻二人组","1986","1305343","喜剧","","","6.5","阿B（钟镇涛饰）、阿发（周润发饰）都是足球好手。阿发来自大马，有个美丽风流的太太（王祖贤饰），常与男生调笑，令阿发又妒忌又焦虑。阿B的太太（梅艳芳饰）则是个脾气暴燥的女人，她时常埋怨阿B没有出息，而且还常常当众奚落他，使阿B面子尽失，自尊心受到伤害。一次阿B受可太太的气，到酒吧饮闷酒，遇到由大马来港的阿发，阿发也是不满太太对其他的男人太热情，还怀疑她红杏出墙。阿B、阿发互吐心事后，更觉同病相怜，大家酒醉后竟然发起杀妻之念，二人更密谋出不同的杀妻方法，其中尽情地发挥了小气男人的妒忌妻子的梦幻式惩治杀妻方法，可谓洋洋大观，笑话连篇。二人兴头一起，于是达成口头协议，二人各去对方家里杀掉对方的妻子......©豆瓣","钟镇涛","","","周润发","钟镇涛","梅艳芳","王祖贤"
"癫佬正传","1986","1303823","剧情","","","8.5","女记者（叶德娴 饰）受托跟踪采访一个忠实于精神病患者救助事业的社会工作者（冯淬帆 饰），二十多年来他一直与街头流浪汉打交道，旨在引导他们走向康复，但他的行为得不到人们的响应。女记者亲眼目睹了他对垃圾佬（周润发 饰）、终日游荡在菜市场的癫仔（梁朝伟 饰）与康复的患者（秦沛 饰）的关怀 与他们辛酸的故事。康复患者其实有间歇性发作精神病，受到生活中重重压迫后，想念儿子的他持刀闯入幼儿园酿成血案......©豆瓣","尔冬升","","","冯淬帆","叶德娴","秦沛","陈国新"
"皇家饭","1986","1303965","","","","6.3","阿健是一名特警，近日力正在休病假。一天，早一场意外中，他就下了遭到了劫持的叶安娜（麦翠娴 饰），虽然做了一件好事，却因为打伤了三人已经人称“坏脑”的暴徒而遭到了停职处分。在另一宗珠宝抢劫案中，嫌疑犯老虎逃脱了恢恢法网，他和坏脑一拍即合，决定联手干一票大的，他们将目标放在了运钞车上。\n一天，阿健带着叶安娜以及好友沙展文一起在逛街，对阿健一直心怀仇恨的坏脑开枪向三人射击，最终叶安娜身受重伤，沙展文则不幸死于非命。悲愤交加的阿健决定替好友报仇，他暗中调查觅得了老虎的处所，和陈帮办联手将这一窝蛇鼠端了个底朝天。©豆瓣","李修贤","","","李修贤","黄柏文","麦翠娴","成奎安"
"神勇双响炮续集","1986","1298677","喜剧","动作","","6.5","小魔怪乃飞虎队成员，因一次出错，被调派至行动组与雷公共事，二人成斗气冤家。威威李乃变节卧底，罪证菲林辗转落在李女友Rosa手中，后来李遭反派毒手；小魔怪和雷公凭机智及运气终把坏蛋们绳之于法。©豆瓣","张同祖","","","元彪","卢冠廷","陆小芬","惠英红"
"最佳福星","1986","1297981","剧情","喜剧","","6.8","一宗跨国要案难住香港警方，在一次高层秘密会议上，曹探长（曹德发 饰）接受下属建议，决定派非警方人员盗走日本黑帮犯罪分子的名贵钻石。他照例找到五福星老搭档，但最终只有鹧鸪菜（洪金宝 饰）同意接手。经过一番筛选，他们从警局内部又找到4个不着调的警员，分别是：狗王伦（谭咏麟 饰）、肥豹（郑则士 饰）、Rambo（刘德华 饰）、Band友（陈友 饰）和力保健（楼南光 饰）。这几个人的搞笑和脱线本领比起五福星来有强不差，闹出更多的笑话。为了在短期内将他们训练有素，曹探长还专门派出性感迷人且身怀绝技的女警察一品香担任教练，只是这群色迷迷、只想着占便宜的家伙最终能否成功完成任务呢？©豆瓣","曾志伟","","","洪金宝","麦嘉","谭咏麟","郑则仕"
"皇家战士","1986","1308199","动作","","","6.6","日本警探山本（真田广之）来香港途中,遇上押解犯人李仲青回港的香港女警Michelle(杨紫琼).李的同伙欲救李,结果,两人都被山本杀死,而匪徒一共有四人，剩下的2个匪徒报复,杀害了山本的妻女,山本亦杀死其中一名匪徒,他们追踪最后一人到了矿厂,展开了一场恶战…………","钟志文","","","杨紫琼","王敏德","真田广之",""
"开心鬼撞鬼","1986","1306712","喜剧","奇幻","","7.3","生前是过气女歌星的女鬼徐半香（张曼玉），算准某名将要临盆的孕妇会于某间医院生产，准备投胎重新做人，不想，该孕妇被摇身变作某所高中教师的开心鬼（黄百鸣）送错医院，徐半香错过投胎时机。\n为泄心头之恨，徐半香开始想方设法捉弄开心鬼，最甚一次，她附身开心鬼班里女班长（袁洁莹），令她跑到夜总会稀里糊涂地大闹了一场，结果在该家夜总会寻欢作乐的一群流氓被抓，开心鬼受到无辜牵连，徐半香又得意又担忧之时，开心鬼却用爱来感化她，眼看皆大欢喜，出狱后的流氓不请自来。©豆瓣","杜琪峰","","","黄百鸣","张曼玉","袁洁莹","陈加玲"
"操行零分","1986","2337597","剧情","","","7","阿力(何啟南飾) 與他的朋友肉佬(林延康飾) 及神友(鄧展鵬飾)乃十七，八歲的年輕人，終日無所事事，只愛踏單車，以偷汽車收音機典賣為業。一次，三人因受警校教官無意挑釁，特要偷其汽車內的東西，卻失手被擒，教官對三人十分失望。感化官鍾楚雄(梁少熊飾)接手感化阿力等三人，希望引導他們對單車運動產生興趣，使他們不再犯事。阿力對少女阿Ling(劉芊蒂飾)一見鍾情，同時，少年警校單車隊之領袖白馬(黃國成飾)也愛上阿Ling，遂與阿力產生衝突。警校教官更落井下石，在眾人面前辱罵阿力三人，三人誓要報復。雄知道後，命三人控制情緒，雄以單車技術贏得三人認同。白馬等人多次向阿力三人挑戰，至比賽前一天，肉佬駕了白馬的車出了意外，無法出賽，阿Ling突然頂替受傷的肉佬，令白馬等人震怒，賽程中白馬更出術，但終阻擋不了阿力以首名姿態到終點。","叶辉煌","","","何启南","刘芊蒂","梁少熊",""
"恶男","1986","1306884","动作","爱情","","6.7","身罹绝症的吴领弟，与年幼弟妹相依为命，与恶男钟无二同居于一单位内，二人经常发生冲突，无二干着买卖贼赃的生活，其女友常协助他收藏赃物。领弟为安顿弟妹日后的生活，甘愿嫁与金山伯作填房，无二洞悉一切后，激发起内心的怜悯，决意使她在有生之日获得快乐，并答应照顾其弟妹。在床头金尽时，无二挺而走险再干非法勾当，却遭警方埋伏更被匪帮误为出卖者，誓要报仇，在无二往见领弟最后一面后，遭人伏击，究竟无二命运如何呢？","陈勋奇","","","陈勋奇","陈冲","刘志荣","黄韵诗"
"最爱","1986","1304100","剧情","爱情","","7.5","人入中年的吴明宝（缪骞人 饰）和白芸（张艾嘉 饰）有一份几十年的友情，如今他们的丈夫都已故去，各自的女儿青春可人，正像她们当年的年纪，她们的回忆，一起回到了当年吴明宝和俊彦（林子祥 饰）订婚的时候……\n吴明宝在律师楼做秘书的时候与律师老板俊彦日久生情，双方家长撮合下，他们即将成婚。吴明宝将俊彦介绍给一起长大的闺蜜白芸，俊彦与白芸两人相谈甚欢，感到彼此所呼应的默契，一段隐秘的情愫在两人之间滋长。终于，俊彦在婚礼前产生了动摇，然而白芸拒绝了俊彦，与一位相识不久的医生匆匆成婚。多年以后，两个好友再度聊起当年的往事，吴明宝发现好友和丈夫瞒了她多年的一段情……©豆瓣","张艾嘉","","","张艾嘉","缪骞人","林子祥","李丽珍"
"扭计杂牌军","1986","1484137","喜剧","动作","","5.8","张金胜（高飞饰）、马辉（卢惠光饰）、王彪及霍强为结拜好友，一起打劫珠宝行入狱，行将获释时，四人却在监狱饭堂与另一帮囚犯争执打斗，辉三人被加刑两星期，胜如期出狱。胜前往埋藏珠宝地挖掘藏物，但珠宝却不翼而飞，遂前往狱中告诉辉等人，三人一口咬定胜独吞珠宝，胜无可解释，唯有逃走。私家侦探林韻诗（刘嘉玲饰）为了调查珠宝下落，籍故结识胜，并与胜一同离港。辉三人出狱后告示寻胜，胜四处逃亡，并与韻彻力侦查，发现原来辉与金大枝合谋，早将珠宝掘出，布下圈套嫁祸胜，于是胜与其他兄弟同陈、辉等斗智斗力...©豆瓣","钱升玮","","","霍耀良","惠英红","刘嘉玲","楼南光"
"英雄本色","1986","1297574","剧情","动作","犯罪","8.7","香港某个国际伪钞集团重要分子宋子豪（狄龙 饰）和Mark（周润发 饰）情同手足，某次宋子豪带手下谭成（李子雄 饰）去台北交易时被其出卖受枪伤被捕入狱，为替好兄弟报仇，Mark孤身赴台，结果被人打成瘸子，江湖地位自此一落千丈，而宋子豪的父亲也在不久丧命。 一向视宋子豪为偶像的宋子杰（张国荣 饰）得知哥哥的真实身份后，对黑社会及他恨之入骨，立誓利用警察身份将黑帮势力斩草除根，宋子豪出狱后不顾苦等他想重创辉煌的Mark的劝阻，决心弃暗投明，无奈得不到宋子杰的谅解。而此时已成帮会老大的谭成欲找宋子豪再合作，遭拒绝后放言会害宋子杰，被逼走投无路，宋子豪决定再与Mark连手共抗强敌。©豆瓣","吴宇森","","","周润发","狄龙","张国荣","朱宝意"
"再见妈咪","1986","3143932","剧情","","","7.4","莎莉是一个坚强的职业女性，丧夫后与10岁儿子安仔相依为命。但她不幸患上血癌，只有6个月的寿命。安仔自幼依赖母亲，性格柔弱。为了培养安仔独立生活的能力，她把儿子关到郊外的孤儿院。安仔在孤儿院与其他儿童过着群体生活，培养出自立的性格与领导才能。","林德禄","","","叶德娴","黄宇文","任达华","午马"
"双龙吐珠","1986","1306758","动作","喜剧","","6.5","英勇保护证人而展开一连串的警险搞笑……\n吴阿秋（吴耀汉）与贝多芬（岑建勋）奉命保护重要证人罗美美（罗美薇），但美美天性反斗，不喜被贴身保护，偷偷溜走，引来追杀危机。秋误以为自己身患绝症，变得非常搏命，与杀手拼个你死我活……","叶荣祖","","","吴耀汉","岑建勋","叶德娴","罗美薇"
