"name","year","id","type__001","type__002","type__003","rate","story","director__001","director__002","actor__001","actor__002","actor__003","actor__004"
"倩女幽魂","1987","1297447","爱情","奇幻","武侠","8.7","书生宁采臣（张国荣饰）收账不成，无处可归，遂夜宿鬼寺兰若寺，遇上侠士燕赤霞（午马饰），二人成为邻居。一日偶遇艳女小倩（王祖贤饰），二人两情相悦，但小倩乃是被树妖姥姥控制的鬼魂，专门迷惑精壮男子代姥姥吸取阳气。小倩见宁采臣心地善良不忍加害，并与他感情逐渐加深。宁采臣欲救小倩脱离姥姥魔掌，但苦于姥姥功力深厚，小倩无法脱离其魔掌。二人遂向燕赤霞求救......©豆瓣","程小东","","张国荣","王祖贤","午马","刘兆铭"
"江湖龙虎斗","1987","1306209","动作","犯罪","","6.8","阿伦（邓光荣 饰）和阿天（周润发 饰）自小在澳门街头流浪长大，两人相依为命，情比兄弟，立志要闯出一番天地。就在二人终于出人头地，风生水起的时候，阿伦却因杀了黑帮老大高老四（谢贤 饰）的手下而在泰国遭到追杀。与此同时，阿天在儿时经常玩耍的修女院旧址，遇到了童年的玩伴卡希（夏文汐 饰），两人互生爱慕，订下终身。卡希希望阿天在结婚后转做正行，二人一起离开澳门，去香港生活。就在阿天准备和阿伦告别之时，高老四对阿伦的追杀愈演愈烈。大难当前，兄弟二人最终又会何去何从……©豆瓣","张同祖","","周润发","邓光荣","谢贤","徐少强"
"香港小姐写真","1987","3012808","剧情","爱情","","6.3","李倩蓓（王祖贤 饰）是新当选的香港小姐，天真善良的她拥有天使般的美貌，星途一片无量。一次偶然之中，李倩蓓结识了名为梁子威（邓光荣 饰）的男子，郎才女貌的两人之间很快就产生了真挚的感情。然而，梁子威系有妇之夫，他的妻子（甄妮 饰）一直在利用娘家的权势操纵控制着丈夫。得知这一切的李倩蓓决定离开梁子威，成全他的婚姻。\n一场意外中，李倩蓓被卷入了一场凶杀案之中，站在了法庭之上，为了证明李倩蓓的清白，梁子威不惜曝光了两人之间的隐情，也要救爱人于水火之中。见证了两人之间轰轰烈烈的感情，梁子威的妻子决定同丈夫离婚，并带走了所有的财产。©豆瓣","萧荣","梁立人","王祖贤","邓光荣","甄妮","陈欣健"
"开心勿语","1987","1299359","喜剧","爱情","","6.8","梅家四姐妹父母早亡，多亏大姐大香（梅艳芳 饰）独立经营点心店，妹妹二香（柏安妮 饰）、三香（陈加玲 饰）和四香（袁洁莹 饰）才能顺利完成学业，出落成开朗可爱、美丽动人的大姑娘。三个妹妹吸引来无数的追求者，她们也各自找到了心仪之人。然而梅家有个不成文的规定，只有大姐出嫁后三个妹妹才能顺序出嫁，偏偏大香不重仪表，脾气又坏，男人们唯恐避之不及，这可愁坏了三个愁嫁的女孩。为了让姐姐早日找到如意郎君，她们和各自的男友商量帮大香物色一个合适的对象。\n三好小男人曾灶才（曾志伟 饰）被女友爱丝（吴君如 饰）抛弃，伤心欲绝之时，他被三姐妹找来追求冰山美人大香……©豆瓣","曾志伟","","梅艳芳","曾志伟","吴君如","蔡一杰"
"A计划续集","1987","1299120","动作","喜剧","犯罪","7.7","清朝末年的香港，在上、中、西环有“镇三环”之称的帮办暗中勾结西环恶霸勾心虎，西环治安一时乌烟瘴气。警官马如龙（成龙）奉命接管西环后，迅速将勾心虎拘捕人狱，招来“镇三环”的怨恨。\n彼时内地革命风云翻涌，革命党人来港宣传，并计划营救被捕同志。为将革命党人一网打尽，清廷派遣密使联络镇三环，马如龙结识白影红、莹莹、珊珊等革命党人（张曼玉、关之琳、刘嘉玲等）后也被卷入斗争漩涡，而同时，一群四肢发达头脑简单的海盗正在伺机向马如龙报仇。©豆瓣","成龙","","成龙","张曼玉","关之琳","刘嘉玲"
"通天大盗","1987","1301193","动作","爱情","犯罪","6.4","杨策划一宗抢劫案，令马会大量现金被劫。保险公司职员林爱上杨，并私下与张督察合谋，劝告杨暗中交回劫款，而张督察却私容劫款。杨唯有将案件重演，令张自投罗网。\n杨紫琼在演完此片后嫁给了本片的监制潘迪生先生","冼杞然","","杨紫琼","郑则仕","林子祥",""
"夺命佳人","1987","1308198","剧情","惊悚","","6.7","小职员建生（梁家辉 饰）沉迷赌博，以求一朝发财，不料却欠下一身赌债。妻子美凤（林青霞 饰）为了帮丈夫还债，不惜亏空公款。建生为了填补公款缺口，一起和美凤前往泰国亲戚家借款。返回途中美凤失足坠海，建生突起歹心，见死不救，最终警方判定美凤畏罪自杀。建生开始了新的生活，处心积虑获得了公司董事长的青睐以及他的女儿的芳心，事业开始飞黄腾达。\n美凤落海后大难不死，却毁了容，在好友珊珊的帮助下，美凤整容成功。面对丈夫的禽兽行为，美凤开始了她的复仇计划。©豆瓣","孙仲 Chung Sun","","林青霞","梁家辉","麦洁文",""
"铁血骑警","1987","1302748","动作","","","6.9","李修贤是港产警察片的代表性人物，演出各式警察均栩栩如生，本片是他身兼编、导、演三职的作品，并且选择了有交通部飞虎队之称的“反飞车组""作描写中心，企图将警察片的生活故事结合飞车追逐的刺激场面，倍增影片的娱乐性，但成绩只属一般。剧情描写反飞车组的高级督察李坚在巡罗时认识了天真活泼的幼儿园学生波比，但是他在一宗交通意外中受了重伤，令李坚更憎恨那些飞车肇事的骑士。富家子比利自国外回港后无所事事，以飞车为乐，视交通法例如无物，甚至跟飞车掌撞死了一名在路障执行职务的交通警察。比利的父亲用财势让儿子消遥法外，李坚却跟手下采用非常手段令比利自食恶果。","李修贤","","李修贤","卢惠光","陆剑明",""
"城市丽人","1987","3059011","剧情","","","0","参加香港小姐落选的林慧珊，失意之时与阿德在公车上相遇，彼此留下深刻印象。第二次相遇，是在阿德的鱼店里，阿德借给林慧珊送鱼的机会追求林慧珊，两人彼此倾心坠入情网。\n但是阿德的父亲并不满意与阿德同月同日生日的林慧珊，认为两人八字不合。同时富家子弟何医生也在狂热地追求林慧珊，为此，阿德醋意大发，和林慧珊的大吵之后，两人赌气分手。\n在林慧珊打算嫁给何医生之前，与好友AMY吐露心声，其实自己最爱的人还是阿德，可是何医生却能给她很好的生活。\n阿德无意中用计救了为情所伤欲跳楼自杀的AMY，获救后的AMY感激之余，真心劝阿德去挽回自己的爱情。\n阿德骑着摩托车风驰电掣地开往和医生家……","何大伟","","杨宝玲","钱小豪","崔秀丽","翁静晶"
"意乱情迷","1987","1307689","爱情","惊悚","","5.9","一天，一个女子将一颗夜明珠买给了一家古董店，并对古董店的老板（秦沛）声称宝珠之中蕴藏有一个重大的密密。事后这个女子被一个不明身份的女杀手（王小凤）杀死。明仔（张学友）是一位摄影师。一天古董店老板请明为夜明珠拍张照片，不巧被混入他家的女杀手发现，杀死了古董店老板并抢走了夜明珠。明一天下班，遇上了一位漂亮女子红（钟楚红），并对她一见钟情。晚上回到摄影室却发现那位女杀手死在他的摄影室内，这时警方已赶到凶案现场，就在明走投无路的时候，遇上了红，红救了他，并愿意帮他查清此案。明回去取底片的时候，半路遭人打劫，这时那位女杀手又出现了，红假意帮明引开劫匪，却趁机骗走了他的底片，原来她们是一伙的。明非常失忘，但仍很想念红。后来一次不经意巧合中明打听到了红的背景，并开始同情她的遭遇，于是明决定尽自己的所能暗中帮助红，最终红被明所做的一切感动了。","杨凡","","钟楚红","张学友","王小凤","秦沛"
"养鬼仔","1987","1305269","剧情","喜剧","","5.2","胡慧中与吕良伟结婚后一直没小孩,于一次偶然的机会下捡到鬼王的儿子小鬼仔,与其开展了一段凄美动人的人鬼亲情,七七四十九日后鬼王最终还是来强抢鬼仔回地府,从此人鬼殊途阴阳相隔永远不能相见.","陈会毅","","胡慧中","吕良伟","陈龙",""
"你OK，我OK","1987","3060395","喜剧","","","7.1","这是一部讲述发生在办公室里的罗曼蒂克爱情故事……","冯世维","","张国强","罗美薇","汤镇业","吴家丽"
"1哥","1987","1306333","动作","","","5.4","史毕堡是个绝世桥王，好友高达威却是个有勇无谋的CID。威常被妻阿Kit与“大男人协会”主席毛良道有染，刚巧史又是该会成员，唯有向他求助。史一向鄙视女性，但毛良道亦非善类，能对付他的只有女手下朱歪女……","范秀明","","万梓良","朱宝意","任达华","苗侨伟"
"神奇两女侠","1987","1308393","","","","7","城中掀起一阵选美风，许多妙龄女孩都争相尝试，梁好逑（郑裕玲 饰）和连子蓉（叶童 饰）正是其中两个女孩。梁好逑和连子蓉原本互不认识，在参加香港小姐的过程中相识，并都渴望能够一举成名过上富足的生活。比赛过程中，各大媒体争相报道，一时之间她们成了家喻户晓的人物，眼见梦想的生活越来越近，岂料颁奖当晚二人都落选。比赛结束，两人的生活确实因此发生了改变，却是与她们的想象背道而驰：连子蓉先是遭到男友抛弃，后又被公司同事讥诮愤而离职。此时只有同病相怜的梁好逑收留她，两人成为密友。某日，一个英俊潇洒的男人（王敏德 饰）出现在两人的生活中，打破了原有的平静……©豆瓣","甘国亮","","郑裕玲","叶童","王敏德","潘震伟"
"天使行动","1987","2070433","动作","犯罪","惊悚","6.2","国际刑警联合泰国军队，火烧金三角中断毒品来源，黑帮、毒臬联手报复，派人潜入刑警档案室，盗取刑警档案，刑警每出动一人，便即遭暗杀，黑帮为补偿损失，进行一名为“黑色十字”计划，刑警苦无良策下，得美国毒品调查可资助，雇请织协助对抗，惟是黑帮人强马壮，织只能智取抗敌，一场海、陆、空大决战便即时爆发。","胡珊","梁本熙","李赛凤","姜大卫","西城秀树","方中信"
"靓妹正传","1987","1305729","剧情","","","5.7","阿珊和海伦从小一起长大，一次同被选中成为一部青春片的女主角。海伦邂逅唱片技师阿力，不知他原已是阿珊的男友。阿力的敷衍应付，使海伦误会了阿珊，她俩也从好友变成了陌路人。一次阿珊因拒演暴露戏遭电影公司威胁，虽得导演同情，最后还是忍泪就范。电影上映后很卖座，电影公司找阿珊拍续集。已与阿力同居的她不愿再拍戏，为兔连累阿力，她悄悄地从阿力家出走。海伦接替了阿珊演戏，星运颇佳。一日在街上见阿珊已大腹便便，海伦便留她在家居住。阿珊18岁生日那天，电影公司老板找来纠缠她俩，抵抗中阿珊摔倒，顿时下体出血。","邱礼涛","","杨羚","施伟然","区海伦","杜丽莎"
"浮世风情绘","","20381366","","","","","","","","","","",""
"鬼新娘","1987","1294123","喜剧","剧情","恐怖","6.8","三十岁上的阿搏（周润发 饰）心地善良，可惜事业一事无成，长年与痴迷茅山道术的表姐金花（叶德娴 饰）相依为命，身边只有一个聋哑的昔日江湖兄弟“六尺三”跟随。某日，阿搏在一只古旧家具中发现女鬼魏小蝶（钟楚红 饰）的求助信，遂奉献三年阳寿与小蝶结为鬼夫妻，以助其脱离阴婚羁绊。魏小蝶回阳世报恩，却被阿搏误会为落难大陆妹并再次搭救。阿搏女友阿美（王小凤 饰）厌倦清苦生活频频出轨，终于弃阿搏而去，小蝶现身安慰，填补了阿搏的情感缺失，看穿小蝶女鬼身份的金花施法捉鬼，但终于被小蝶的诚意打动，反而帮助小蝶延长在阳世逗留的时间。阿美离开阿搏后生活并不如意，要求复合被阿搏拒绝后愤而自杀，化作厉鬼寻仇……©豆瓣","黎大炜","黄泰来","钟楚红","周润发","王小凤","叶德娴"
"呷醋大丈夫","1987","1307822","喜剧","","","6.3","戴禄宝（黄百鸣 饰）是一个爱吃醋的小男人，偏巧老婆小娴（钟楚红 饰）又如花似玉，美艳动人，害得他时时提防，处处小心，生怕被绿帽子砸到脑袋。而周遭形势又分外险恶，戴的老板和同事无一不对小娴垂涎三尺。\n每每吃醋时，戴禄宝便感胸口疼痛，他去好友Peter的诊所检查，阴差阳错竟以为自己得了乳腺癌，还有不到半年的活头。他绝望至极，反倒改掉了胆小、抠门的毛病。唯一让他担心的是，自己这一死就让老婆无人照顾。戴和最佳损友蔡森（岑建勋 饰）商量，决定亲自为小娴找一个合适的丈夫……©豆瓣","黄百鸣","","黄百鸣","钟楚红","",""
"美男子","1987","1308262","喜剧","","","6.2","二世祖董骠移民，但移民局拒绝申请妻妾同住，向吴耀汉求助也遭拒绝，吴有一女友何美婷，两人交往已久唯吴不作结婚打算。护士郑裕玲追随吴八年有余，一直暗恋吴愿为他任劳任怨。一日何旧男友从美国返港，向何求婚，吴遇劲敌立即向何提出结婚，另一方面又要董与郑上演奸夫淫妇闹剧，令何相信他的求婚是真诚的，结果闹出笑话连篇……","姜大伟","","黎明","吴耀汉","郑裕玲","沈殿霞"
"江湖正将","1987","1308428","剧情","动作","","0","千门正将阿洪与黑帮大哥班豹早年因出千问题曾结怨，一次赌局豹发觉洪的徒弟伟千术甚好，要胁伟如不如他合作即杀洪，伟没法只得应允，但此事却不能向洪言明，洪与豹经数次接触终不敌，洪往找黑帮元老剂哥，希望他从中调解，剂哥以江湖规矩要二人自行以赌局解决恩怨，到底洪用何种千术取胜呢？","杨权","","谢贤","钱小豪","朱宝意",""
"省港旗兵续集兵分两路","1987","1780428","动作","犯罪","","7.6","为打击日益严重的犯罪，内地警方应港府要求，派遣向东（徐锦江 饰）、京生（林国斌 饰）、郭学军三名警员，以偷渡客的身份登陆港岛。在港期间，香港警署程Sir作直接领导，本土探员大大（万梓良 饰）协助办案。他们混入内地犯罪集团，惩治烂仔小兴、击毙江家四兄弟，行动干练，手段凶狠。但他们的作风却不为程Sir所欣赏，另一方面，江家兄弟之死也掀起黑帮的复仇怒火，大大更因此丧命。\n应京生当年战友阿虎之邀，三人假装参与银行抢劫团伙，暗中则和警方联合，意欲将抢劫团伙一网打尽。然行动前夜，突生变故……©豆瓣","麦当杰","","万梓良","徐锦江","林国斌","袁日初"
"魔鬼天使","1987","1307011","犯罪","剧情","","6","香港政府实施即捕即解措施，以压抑内地偷渡来港的非法入境人潮，而内地父母把子女偷渡到香港，往往付出金钱，而常有人财两失的情况。\r\n\r\n一群小童在一次偷渡中相识，但及后却各有不同的遭遇。有的当上深圳酒楼洗碗工人；有的苦无亲朋，只有回乡静候下次机会；有的很快便有亲机会偷渡。与此同时，没有人想到香港政府，会与内地政府协商下，决定特赦一天，让已匿藏香港的小人蛇能获得登记，成为香港居民。\r\n\r\n这群小童的父母，各有不同的处境，有的如坐针毯，苦却没有足够金钱，去令子女乘时偷渡来港；有的却联络不上父母，只有不惜一切，用尽各种方法，越过华界。急至千山万水赶至移民局登记，却原来已是为时已晚...，最后，这群小童他日能否在香港重聚，再续这巧合的缘份？还是天各一方，永缺于人海中？","蔡继光","","利智","曾江","叶童",""
"监狱风云","1987","1293422","剧情","动作","犯罪","8.3","年轻有为的广告设计师卢家耀（梁家辉 饰）在一次阻止不良分子寻衅滋事中失手伤人，被判服刑三年，在狱中，他因个性憨直得罪了黑帮老大，受尽欺辱，老囚犯钟天正（周润发 饰）看不过仗义相助，两人结为患难之交。\n钟天正原本有完好家庭，只因嗜赌成性才误杀妻子，身陷囹圄的他追忆往事时后悔不已， 决心走出高墙后重新做人。然而，因为替卢家耀出头，他得罪了狐假虎威心狠手辣的典狱长（张耀扬 饰），自此卷入狱中恶势力的漩涡，走投无路之际，他放弃了“能忍则忍”的处世哲学，决意以暴施暴。©豆瓣","林岭东","","周润发","梁家辉","何家驹","张耀扬"
"用爱捉伊人","1987","1863626","喜剧","","","6.7","日本大企业的总裁因为突发心脏病而去世，该企业唯一的合法继承人是一个名叫阿美的女孩，此时阿美正在香港度假，对日本发生的一切一无所知。熊谷想要将企业收购已久，如此良机怎能让阿美给破坏？如果阿美不在规定的时间里签署继承文件，她就将丧失继承的资格，于是，熊谷派出了杀手前往香港，千方百计的阻挠阿美回国。\n还不知道自己大难临头的阿美在香港结识了业余歌手谭宝（谭咏麟 饰）和looser乐队的一干人等，彼此之间相处的非常的愉快。很快，杀手就抵达了香港，对阿美发起了第一轮进攻，乐队的肥佬祥（陈百祥 饰）更是被杀手捉住，要他说出阿美的下落。©豆瓣","曾志伟","","谭咏麟","陈百祥","泰迪·罗宾","早见优"
"猛鬼差馆","1987","1461401","喜剧","恐怖","","7","香港有一间警局，三十年前曾是日军侵略香港时的军营。因为战败，日本军官在里面切腹自杀了。据说他们的阴魂不散，魂魄依然逗留在这所警局当中，并会在孟兰节当天出没。金麦基（张学友 饰）与孟超（许冠英 饰）都在这所警局里面当警察，但他们一直不相信警局里面的恐怖传说。直到在孟兰节当天他们亲眼目睹了逃犯蛇仔明（楼南光 饰）遇到太阳化作了灰土，原来蛇仔明在监狱内看到了日军的鬼魂，被咬后变成了僵尸，他们才相信警局内的确有阴魂。\n他们把情况报告上司正想查明真相，又遇到了一女子疑似被僵尸咬后死去了。一场警察与厉鬼间的较量也正式开始了……©豆瓣","刘镇伟","","张学友","许冠英","陈家齐","胡枫"
"人民英雄","1987","1304753","剧情","动作","犯罪","7.8","一个平静的下午，神色紧张的青年阿小（梁朝伟 饰）与老妖走进了一家银行，他们为高利贷所迫，计划打劫还债，然而老妖突然病发，阿小慌忙之下泄露歹意，不得不仓促上阵，打伤警卫，将银行职员与顾客扣押为人质。岂料在人质中，居然有一名警方重大通缉犯古何阳（狄龙 饰），古何阳曾击杀警察，为警方所恨之入骨，他本欲逃离港岛，眼下却不得不从阿小手中控制了银行的局面，闻讯赶来的警察们将银行团团包围，古何阳的老对手陈警官（梁家辉 饰）到场，试图与古何阳谈判换得和平收场，但警队众人只想将古击毙。被困的古何阳执意要求带狱中的女友（金燕玲 饰）一同逃走，但是女友真的出现时，紧绷的情势迅速发生了变化……\n本片翻拍自美国影片《热天午后》。©豆瓣","尔冬升","","狄龙","梁朝伟","梁家辉","金燕玲"
"标错参","1987","1307846","喜剧","犯罪","","7","在一家珠宝贸易公司工作的肥丁（洪金宝）因是胖仔外加做人老实，常被老板娘周太（梁珊）和其弟（曹查理）骑在头上，重活脏活全要揽下不说，工作稍微出点错就会被骂得狗血淋头。一日，他和在货运部工作的同事阿B（钟镇涛）一起按老板吩咐送钻石给中东酋长，之后将所收钱款送往银行的途中遭劫，周太和其弟不问青红诬告两人与劫匪是同伙。\n越想越来气的肥丁决定绑架周太以泄压抑已久的怒火。在他准备行动之时，周家刚从美国归来的女儿祖儿（王祖贤）正同后母周太发生激烈的争吵，结果阴差阳错祖儿被他绑架，之后又被阿B绑至家中。肥丁在阿B的逼迫下无奈向周家索要赎金，一时笑料百出。©豆瓣","张坚庭","","洪金宝","钟镇涛","王祖贤","梁珊"
"魔高一丈","1987","1307075","喜剧","恐怖","","6.5","两人因同修长生术，但命运大不相同，邪恶之极的狄威靠嗜血杀人以增强法力，卷起腥风血雨，曹查理为救众人，历经磨难和斗争，面对魔力升高的狄威，他不得不与之同归于尽……","黄鹰","","曹查理","麦德罗","朱宝意","成奎安"
"金燕子","1987","1306407","冒险","剧情","奇幻","6.1","剑神凤擎天一向以除魔伏妖为己任，与树妖姥姥决战后败伤而回，另书生洛知秋因追赶商旅不果而在黑山上邂逅一直为姥姥杀人的小雪，两人两情相悦，小雪更不惜放弃千年道行而与知秋结婚，正当他们过着愉快生活时，姥姥的追寻已开始……","柯星沛","","黃耀明","钟楚红","凌波","曾志伟"
"灵幻先生","1987","2127388","喜剧","动作","奇幻","7.6","江湖术士茅山明（吴耀汉 饰）法术不精，鬼点子倒层出不穷，经常带着大宝（吕方 饰）、小宝二鬼骗吃骗喝。在为富豪谭百万驱鬼之时遇到厉鬼，连夜逃走。深夜时分，茅山明闯进以寂静之村。时村庄遭受邪祟马贼骚扰，戒备森严。茅山明被保安队长（楼南光 饰）误作马贼抓获，幸亏道长九叔（林正英 饰）及时出现才逃过一劫。\n正在此时，马贼杀到，经过一场大战，村民成功将马贼击退。因一场纷争，大宝小宝被九叔收去。茅山明从此认识到人鬼殊途的道理，决定和二鬼分手，然大宝却被擅长法术的马贼虏去……©豆瓣","刘观伟","","林正英","吴耀汉","吕方","楼南光"
"英雄本色II","1987","1297862","剧情","动作","犯罪","8.3","第一部中，小马哥（周润发 饰）死在乱枪之下，宋子豪（狄龙 饰）和弟弟宋子杰（张国荣 饰）冰释前嫌，英雄的故事还在继续。\n警方怀疑宋子豪的恩师龙四（石天 饰）利用船厂做掩护，暗中操纵伪钞集团，派宋子杰去接近龙四的女儿小辉，做卧底，宋子豪为了弟弟的安全，不得不假释出狱，协助警方调查。\n其实，龙四对手下的犯罪行为并不知情，他被亲信高英培陷害，不得不逃亡纽约，女儿的被害，使他精神失常，在小马哥弟弟阿健（周润发 饰）的帮助和保护下，才渐渐恢复神智。出于道义，阿健放弃了经营多年的餐厅，同龙四共同返港。\n香港这边，宋氏兄弟几近艰险终于获得了高英培的信任，掌握了伪钞集团的犯罪证据，和阿健、龙四会和后，四人策划了火爆的复仇行动，也付出了鲜血甚至性命的代价。©豆瓣","吴宇森","","狄龙","张国荣","周润发","石天"
