"name","year","id","type__001","type__002","type__003","rate","story","director__001","director__002","actor__001","actor__002","actor__003","actor__004"
"七年之痒","1987","1308091","喜剧","剧情","","6.3","吴德威（黄百鸣 饰）和张小妹（张艾嘉 饰）在一起已经有七年之久了，这七年之中，两人的关系由浓转淡，眼看就要来到“七年之痒”这一节骨眼上，幸运的是，吴德威是一个好男人，这七年中，他一直保持着对于情感的忠诚。\n一次偶然中，吴德威于机场遇见了名为小红（利智 饰）的女飞贼，为了摆脱警方的盘查，她将赃物藏在了吴德威的行李之中，之后在飞机上向后者大献殷勤，惹得吴德威浮想联翩。达到目的之后，小红用一封绝情书结束了她和吴德威之间的短暂“缘分”，但吴德威却对这段邂逅念念不忘。回到张小妹的身边之后，两人的关系会发生怎样的变化呢？©豆瓣","杜琪峰","","黄百鸣","曾志伟","张艾嘉","利智"
"命带桃花","1987","22524057","剧情","喜剧","爱情","0","讲述了香港早期人民的重口味恋爱。大运或流年桃花，为桃花运。未婚男女婚恋交友，或者正式同房；已婚者在桃花运期间，可能会发生外遇、淫乱、偷情、嫖妓之事。但也有人什么事也没发生，故不可妄断。","吕奇","","唐偉成","虞金保","",""
"小生梦惊魂","1987","1302360","喜剧","犯罪","惊悚","6.4","玩具设计师苗和陈误撞强盗抢劫银行，苗因而得知自己有特异功能，能够进入别人的梦中，陈却因此成为痴呆。苗进入陈的梦中，发现至陈重伤的是警官周润发。最终，苗依靠特异功能杀了周，为陈报了仇。","刘家荣","","朱宝意","曾志伟","周润发","苗侨伟"
"最后胜利","1987","1306708","犯罪","剧情","爱情","7.3","黑道大哥宝（徐克 饰）为人凶暴，却有一个慢性子老好人亲弟弟雄（曾志伟 饰）鞍前马后，雄连女友被人夺走这种事也要宝出面抻头。宝犯罪事发即将入狱半年，他在服刑前嘱托雄照顾好老情人萍（李殿朗 饰）和小情人咪咪（李丽珍 饰）。雄一照面就被萍给了下马威，又卷入她和高利贷团伙的纷争，两人脱身后匆匆赶赴日本寻找咪咪，发现咪咪的处境也颇为棘手，雄为帮两个大嫂脱身绞尽脑汁，另一方面又要各种欺瞒来防止她们发现彼此的身份。三人回到香港后事情终于败露，萍大哭大闹却被宝喝止，在等待宝出狱的日子里，雄与咪咪之间产生了感情，但如何去面对大哥，又成了雄无法化解的心结……\n本片获1988年香港电影金像奖最佳剪辑奖。©豆瓣","谭家明","","曾志伟","李丽珍","李殿朗","徐克"
"肝胆相照","1987","1295522","动作","剧情","","6.4","退休警察豹叔膝下有儿子阿国（张国强 饰）和养子阿定（刘德华 饰），阿国曾是国际刑警，如今返港担任督察；而阿定则混迹黑道，虽然收入丰厚并颇得老板杨东海赏识，但阿定拒绝贩毒令杨东海很为难。阿定与阿国情同手足，但并未打探彼此工作。不久，阿国受命调查杨东海一伙，同时阿定中了杨东海苦肉计，不得不与毒贩接洽，结果引发血战。背负杀人嫌疑的阿定被阿国追索，侥幸逃脱后连累后者遭警队处罚。另一方面，阿定和阿国在警队中的对头步步紧逼他们，最终身死，而阿定的女友雯雯（萧红梅 饰）为阿定几次犯险，阿定不忍弃她而去独自出国避祸，形势越来越向失控的地步发展……©豆瓣","黎大炜","","刘德华","张国强","杨群","萧红梅"
"最后一战","1987","1297910","科幻","","","6.5","在一个不知名的小岛上，一群为数不少的工人，被迫从事着最原始的体力劳动，工头将一种特制的药物混进工人的饮品中，令其体力增强，以达到高生产率的目的。\n新来的保安队长发现了这一切，在医生JoJo的配合下，准备组织工人逃离孤岛。\n不料走漏风声，工厂特警队奉命围歼他们，众人顿时陷入了万劫不复的绝境……","卢坚","","惠天赐","沈德宝莉","钱小豪","元华"
"义本无言","1987","1890162","动作","剧情","","6.8","走偏门的何镇东一次在越南遇袭几乎丧命，幸得王义勇相救，二人结成莫逆。何成巨富后欲从正途，但其助手李彪，日本仔及宝叔不受控制，暗中扩大势力携手贩毒，警方督察日夜监视，想将何绳之于法。未几，三人罪证落入麦手中，乃协议做控方的污点证人指证何，何大感震惊。王独力杀死三人，身受重伤，何无人指证下获得释放。王在离港之际却被大批警员包围……","陈会毅","","林威","柯俊雄","方刚","成奎安"
"异乡故事","1987","3067310","剧情","","","7.3","香港游客阿诗(郑文雅)，在日本因嗜赌欠下高利贷，被迫在NIGHT CULB陪酒还债，遇见被日籍丈夫迫娼的阿玲(苏明明)，二人异地落难，结成莫逆之交。在孤立无助下，为了早日脱离火海，阿诗与阿玲决定以逃走的方式，寻回失去的自由与自尊……","黄华麒","","郑文雅","苏明明","矢岛健一",""
"烂赌英雄","1987","1305398","剧情","喜剧","爱情","6.4","公司小职员罗兰度（陈百祥 饰）好赌成性，又喜好吹牛，对自己的新任上司阿虹（高丽虹 饰）一见钟情，但却没有接近的机会。罗兰度与公司经理拜访赌王新哥，一时头脑发热令赌王在赌局中吃亏。不久，罗兰度的大龄处男好友阿帆（冯淬帆 饰）被自己强势的女友抛弃后急于成家，二人奔赴菲律宾，阿帆竟意外的找回一名温顺菲律宾少女为妻，在朋友中出尽风头。罗兰度亦开始对阿虹发动攻势，但后者申明最厌弃赌徒，于是罗兰度发誓戒赌，经历了重重考验，罗兰度终于向阿虹证明了自己的诚意，然而阿虹的父亲居然是赌王新哥，为了让新哥接纳自己，罗兰度只好再赴赌场……©豆瓣","王晶","","陈百祥","王晶","高丽虹","冯淬帆"
"朝花夕拾","1987","1303392","爱情","科幻","","6.6","生活在2037年的6262(夏文汐 饰)一天在与丈夫吵架后开快车，不慎撞入了时光隧道。眼前奇怪的景象让她不知身在何处，随后她便认识了经营糖果厂的方中信（方中信 饰），她才知道原来自己回到了50年前的1987年。\n6262化名陆宜，暂住在方中信家中。为了可以顺利回家，陆宜把自己的身世告诉了方中信，中信也答应帮她找科学家设法让她到2037年。陆宜在这里看到了自己母亲的童年，她对不幸的母亲非常怜惜。原来，陆宜是随时可以回去的，只是因为方中信已经爱上了她，想她能多陪在自己的身边。\n陆宜还是想念自己在2037年的孩子的，而且属于陆宜世界中的政府开始有所行动了。©豆瓣","胡珊","","夏文汐","方中信","乔宏","张玛莉"
"一屋两妻","1987","1298507","喜剧","","","6.4","剧社职员阿信（陈友 饰）刚与妻子离婚不久，便与带略有神经质的女友百佳（梅艳芳 饰）开始了同居生活。新的生活让阿信感到十分惬意，但正当两人浓情蜜意的时候，之前搬了出去的前妻惠康（夏文汐 饰）因为生意失败走头无路，又搬了回来。一边是新的女友，一边是前妻，阿信感到尴尬不已却又无可奈何。同时，剧社台柱华仔（钟镇涛 饰）与惠康一见如故，相谈甚欢，不知为何阿信又大为紧张，就是这一屋两妻的生活上演了一幕幕闹剧。©豆瓣","陈友","","陈友","梅艳芳","钟镇涛","夏文汐"
"中华战士","1987","1292839","剧情","动作","","6.4","影片以悲壮的笔触，描述了30年代时期，不丹国卡尔城金将军与日军勾结，在城里生产毒气，中国派遣特务“天字第一号”和现代镖局负责接出城主尤达。女镖师阿琼在爱慕尤达的金将军女儿芊芊帮助下，意欲和尤达一起逃走，但“天字第一号”力主要破坏毒气计划，结果被抓。金将军为救爱女，反过来帮助他们，与日军开始一场大战。","钟志文","","杨紫琼","尔冬升","吴耀汉",""
"天赐良缘","1987","1305907","喜剧","","","6.8","舞女金大班（郑裕玲 饰）疼爱弟弟吉仔（张学友 饰）。但吉仔生性懦弱，常夹在姐姐与女友珍妮（夏文汐 饰）之间当出气包。大班为了讨好有权有势的大姐头，提议为大姐头死去的女儿小立（张曼玉 饰）寻找夫婿，不料弄巧成拙，自己的弟弟成为了最佳人选。珍妮要求吉仔一起私奔，中途却发生意外，吉仔幸运得到二十年前死去的小立救回。吉仔就此爱上了小立，大班得知情况后便与珍妮联合起来拆散这对人鬼恋。大班与珍妮极力说服小立离开吉仔，并计划让小立再度投胎，面对与吉仔间的朗情妾意，小立不知如何是好。©豆瓣","黎应就","","张学友","张曼玉","郑裕玲","夏文汐"
"凌晨晚餐","1987","1308268","剧情","恐怖","","6.6","接连出现的凶杀案让警方陷入了焦头烂额之中，他们一边要寻找案件的真凶，一边要提防着媒体报道这些看上去十分诡异的案件。寥直彪（郑则仕 饰）是一名记者，对案件十分好奇，无意之中遇见了目击证人林安芝（朱宝意 饰），林安芝的口供证实了寥直彪对案件的种种猜测，他怀疑，背后的真凶很有可能是凶残的吸血鬼。\n其实，吸血鬼一直都潜伏在寥直彪的身边，寥直彪拍下了它的照片刊登在报纸上，却遭到了警方的投诉。之后，寥直彪数次遭遇吸血鬼，却屡屡被后者逃脱。寥直彪发现吸血鬼盯上了林安芝，遂前去保护，双方一番恶战，幸运的是，正义最终战胜了邪恶。©豆瓣","王钟","","郑则仕","朱宝意","关朝聪","黄柏文"
"娶错老婆投错胎","1987","20366092","喜剧","","","0","一对相依为命的兄妹，妹天生丽质，拜倒裙下之臣，互相睬争逐。可惜妹生石女，不能接受爱情挑战，受街坊笑骂；经多方寻医皆无效后得骠叔仗义接手医疗，引起Mother疑心，引出趣事连篇……","江扬 杨汤美","","董骠 邓碧云 秦煌  何柏光","","",""
"不夜天","1987","3057948","犯罪","剧情","惊悚","6.2","赌王之子罗子峰爱上不夜天的歌女阿秋，某晚，峰目睹父亲被复仇者阎立山挫败，逼死于楼阁。秋因救走峰，遭阎下毒手。峰流落他乡，变成打假拳的拳手，一天他遇到前不夜天的前任老板、父亲的好友洪叔叔，重燃对抗自信……","蓝乃才","","万梓良","钱小豪","谢贤","夏文汐"
"厉鬼缠身","1987","3066854","鬼怪","","","6.2","冼慧珠的男朋友为了顺利迎娶名门小姐，遂用计将她杀害，还请法师把她的灵魂封锁，使她不得超生。但逃离现场时，法师失误把法器打碎，把令冼的灵魂释放。之后，自杀未遂舞蹈家卢玲在前往参加表演的途中，不慎弄破冼的骨灰盅，之后各种怪事发生在她的身上，原来是冼借用她的躯体，意图向所有仇人报复...","但汉章","","王小凤","徐淑媛","吴少刚","顾冠忠"
"开心快活人","1987","1304105","喜剧","爱情","","6","阿伟（梁朝伟 饰）只是公司里的一介小小劳工，然而，主意满满的他对上司的种种行事方法颇有异议，更是屡次暗中阻挠。美娜（蓝洁瑛 饰）是康少的女友，却被霸道贪婪的人头马觊觎，人头马不顾美娜已经名花有主的事实，想尽了各种方法要得到她。阿伟将人头马的心思看在眼里，见招拆招，在暗中帮助康少，然而，随着时间的推移，他竟然亦爱上了单纯善良的美娜。\n其实，康少的心中另有佳人，人头马见自己的奸计无法得逞，怒火中烧，竟然联手黑帮大姐，想要置阿伟于死地，两人相约以飙车的方式来一决胜负。面对狡猾的敌人，阿伟能否获得最终的胜利呢？©豆瓣","李添胜","","梁朝伟","惠英红","蓝洁瑛","夏韶声"
"黑色午夜","1987","20438610","剧情","情色","","5.1","小娟（陈蓓琪 饰）是一个天性放荡不羁奔放爱玩的女孩，在男友的半哄半骗之下，她不仅失了身，甚至下海成为了一名舞女。同为舞女的紫莹（于芷蔚 饰）不忍心看到小娟就这样堕落下去，劝说她赶紧多存钱，傍个大款早日脱离苦海。\n一天，小娟邂逅了名为豹仔（曹查理 饰）的大亨，小娟以为豹仔腰缠万贯，于是在他的身上使出了十八般武艺，然而，豹仔的真实身份是一个负债累累的毒贩，当他开始向小娟借钱时，小娟便看清了他的真面目弃他而去。之后，豹仔将欺骗的目标转移到了紫莹的身上，单纯善良的紫莹相信了豹仔的鬼话，甚至决定将自己的房子抵押到银行借钱帮豹仔还债。©豆瓣","楊家安","","曹查理","陈蓓琪","顏麗如",""
"心跳一百","1987","1299828","喜剧","犯罪","恐怖","6.6","这是一部青春历险片。美玉（张曼玉 饰）、美珠（罗明珠 饰）两姐妹前往度假村度假，美珠的男友小方（吕方 饰）偷偷跟随女友。随后小方被她们发现，于是美玉叫上小方，三人一起前往度假村。途中，三人与当地警员阿南（郑浩南 饰）相遇，因误会而闹得不欢而散，却也因此不打不相识。三人在度假村一家古老大屋落脚，岂料阴森森的大屋内怪事连连。三人本想就此回去，却因好不容易来了，就打算再多玩几天。这晚，美珠看到惊悚的一幕！©豆瓣","郑则仕","","张曼玉","郑浩南","罗明珠","吕方"
"隔世鬼奸情","1987","1301379","恐怖","","","4.7","晏如因常发恶梦，遂往找幽灵大师何得叔侄解救，为暂避恶梦与医生丈夫去汉城散心。怎知其夫因医务所有艳遇而失约。晏如只好独自前往汉城，寂寞下在酒吧结识神秘男子周伟，并对其产生好感。\n回港后，因发现丈夫有外遇，伤心之余在街头徘徊又再巧遇周伟，二人感情大增更发现有了BB，其夫情妇威逼要晏如离婚，晏如有了周伟骨肉而同意离婚............","杨权","","关海山","湯鎮宗","李珍珍",""
"江湖情","1987","1297497","动作","犯罪","剧情","7.1","香港早期，大量难民涌入，龙蛇混集。潮州人杨群带年幼的小凤和阿华（刘德华 饰）来港，不料投靠的朋友刚好去世，于是他独自抚养小凤、阿华和良仔。数年后，良仔（万梓良 饰）不学无术，沉迷赌博，结果欠下一笔巨款。阿华为救他被殴打致伤，并引来黑势力大佬的追杀，走投无路的他向周（周润发 饰）求救。周因阿华的英勇和义气将他留在身边并委以重任，使阿华继而平步青云；良仔轻佻浮躁，不得周的垂青，却因此对阿华怀恨在心。良仔勾结黑帮大佬杀死了得到周庇护的泰国毒枭（李修贤 饰），周要杀良仔报仇，后经阿华求情才获生路。但良仔不思悔改反要杀阿华，并策划在周结婚之日大开杀戒……©豆瓣","黄泰来","","周润发","万梓良","柯俊雄","刘德华"
"再见中国","1987","1292586","剧情","战争","","8.6","二战末期，德国的反犹政策还在坚定不移地推行着。来自马赛的犹太孩子波奈特（拉法艾丽·弗托Raphael Fejtö 饰）因此家破人亡，被送到法国的学校念书。在这里，他一直小心翼翼的保守着他的秘密，但还是因为新生的关系常常遭到同学戏弄。其中就有法国有钱家庭出身的朱利安（加斯帕尔·马奈斯Gaspard Manesse 饰）。\n朱利安和波奈特成为了室友，在共同相处的日子里，朱利安发现，这个经常被欺负的男孩有着跟自己志趣相投的一面。两人的关系渐渐融洽，成了童年要好的伙伴。当朱利安从种种迹象猜测出波奈特的犹太人背景时，他没有疏远波奈特，而且还帮忙隐藏这个秘密。也许在孩子的心中，政治世界在真挚的友谊面前显得太过渺小。\n然而，大人的魔掌还是侵入了波奈特的人生，保护犹太孩子的神父和波奈特都被出卖了……©豆瓣","路易·马勒","","加斯帕·曼尼斯","拉斐尔·费伊特","弗朗辛·拉塞特","斯坦尼斯拉斯·卡雷·德·马尔博格"
"四大天王","1987","1306382","","","","0","","宋金来 Gam Loi Sung","","刘俊辉","石汉","谷峰",""
"天官赐福","1987","1307752","喜剧","","","6.8","细仔是裁缝师，与师妹妹头一起生活了十年，发现彼此潜藏着难舍的爱，遂决定结婚。岂料婚礼当天花车失事，二人同到地府，却阴差阳错。必须在四十九日内找替身。二人找到一双殉情男女，细仔顺利再生，可怜妹头却失败，女殉情者不但未死，且对细仔爱意绵绵，细仔周旋于这美艳女子与鬼新娘间，不胜苦恼，同时身不由己地卷入一场夺产阴谋中……","陆剑明","","钟镇涛","叶童","关海山","曹查理"
"不是冤家不聚头","1987","1299394","剧情","","","7","海员余大地带着女儿，被逼与黄梅同屋，一人均脾气古怪，但却渐萌爱意，惜余不忘航海生涯，把女儿交托黄梅，还暗示爱意。不料，当黄梅接到大地回港之信，又传来货轮沉没，误会他已葬身海中……","姜大卫","","萧芳芳","吴耀汉","秦沛","关佩琳"
"良宵花弄月","1987","1299876","喜剧","爱情","","6.2","年年岁岁花相似，岁岁年年月弄人，阿琳与阿芳自小在澳门一角长大，芳在琳父之餐馆工作。大陆青年阿华抵澳投靠琳父成为跑堂伙计，竟爱上大小姐琳，以致一夜情生。性格开朗的芳虽对华倾心，未几却发现琳已与华有超友谊关系，二人遂反目。华后来航海他往，误传出事，音信全无，未知琳已珠胎暗结，怀有身孕；无助之际芳摒弃成见，找来迟熟的阿基作琳之丈夫，企图胡乱摆平这件事。琳虽然与基结婚，却饱受相思之苦。基与琳由怜生爱，基终于排除羞怯之心，向琳道出爱意。在华音讯杳然，而基亦真心苦恋之余琳在准备作出抉择，怎料造物弄人，华亦在此时航海归来，其后众人才知真相……其实让人留念的不是地方,而是人。在中秋之夜，琳终于盼回了苦苦思念的华，才月圆人团圆。","楚原","","吕良伟","龚慈恩","霍耀良",""
"精装追女仔","1987","1299282","喜剧","爱情","","6.8","同在一个修车店工作的烂口发（周润发 饰）、交通灯（陈百祥 饰）还有吴准少（曾志伟 饰）是同事也是好友，他们都不屑老板刘定坚（冯淬帆 饰）的吝啬刻薄。\n烂口发因不堪女友（张敏 饰）的势利眼母亲而忍痛与女友分开了。刘定坚建议伙计们一起跟廉价旅行团到槟城游玩，但到达才知道这个旅行团是货不对版的。但在槟城，烂口发等人认识了在当地拍广告的董董（张曼玉 饰）与其好友蚊滋。烂口发想进一步接近董董，便假装自己是富家公子，董董也同样以富家女的身份欺骗对方。\n两人出席一个舞会的时候得罪了真正的富家子赵完先，赵完先还看上了董董。赵为了要报复烂口发，他向董董揭发了烂口发的真实身份，董董面对欺骗非常伤心。董董准备参加赵完先的舞会，但她与好友都不知道卑鄙的赵完先另有企图，烂口发等人前往营救。©豆瓣","王晶","","周润发","张曼玉","曾志伟","冯淬帆"
"横财三千万","1987","1303168","喜剧","动作","犯罪","6.8","肥仔（曾志伟 饰）是香港专门负责销毁旧钞的公司的一名普通员工，一日他发现机器在销毁旧钞时突然当机了一下，随即恢复运转。就是这一刹那，有三千万本该已经销毁的旧钞幸存了下来。发现了这个天大的秘密的肥仔欣喜若狂，决定联合一般狐朋狗友将这横财三千万据为己有。正当他们与光头秦（麦嘉 饰）相讨大计时，他们的计划被一名小修女（林青霞 饰）无意中听到了。小修女怀着拯救众生的梦想，决心阻止他们的计划，挽救他们。于是，一轮轮精彩搞笑的斗智行动开始了。©豆瓣","麦嘉","","徐小凤","麦嘉","林青霞",""
"鬼马校园（校园点将录）","1986","2003837","喜剧","","","6.7","预科学校若智书院有一群成绩堪忧思想活跃的学生，校董家的谢天（何启南 饰）与谢地兄妹凭借老爸身份，即便留级也不担心学业；绰号水电工的嘉明为人老实，暗恋同学白逸梦（陈松伶 饰），而白逸梦满脑子言情幻想，全然没有留意；李时珍（李丽珍 饰）因为在南太平洋群岛旅游，耽误了开学日，在旅游期间，李时珍结识了香港青年戴运河（陈山河 饰），运河对时珍一见钟情，不顾家人反对退掉美国大学，赶到香港入读若智书院。运河的到来令谢天大为紧张，谢天属意时珍日久，和死党吴成材一直无法打动芳心，但也不能容忍运河插手。校园内一时掀起了一场多角恋爱的争夺……校董面对恶作剧的学生们大为光火，聘请军校老师对书院进行军事化管理，这引发了学生们的空前团结……©豆瓣","高志森","","李丽珍","焦姣","陈松伶","陈山河"
"东方秃鹰","1987","1306396","动作","剧情","战争","7.5","越战硝烟散尽，但是战争的影响并未消失……为了摧毁军队留在越南的大批飞弹，美军挑选了十名包括杀人犯童明辛（洪金宝 饰）、走私犯任人熙（袁和平 饰）等在内的华裔犯人，组成一支特种小队，委托林上校（林正英 饰）领导。同时，特种小队兼负联络滞留越南的美军上校之兄杨龙的使命。此次任务代号为“东方秃鹰”\n在特种小队空降越南之时，任务负责人意外身亡，导致任务取消。幸有三名柬埔寨游击队员（高丽虹等 饰）在当地协助，林上校决定将任务完成，特种小队与杨龙及义子“老鼠杰”（元彪 饰）一行，在越共的层层围剿中，向美军的战时秘密军火库进发……©豆瓣","洪金宝","","洪金宝","元彪","吴汉润","高丽虹"
"秋天的童话","1987","1301912","剧情","爱情","","8.5","留学生李琪（钟楚红 饰）独自一人从香港到纽约读书，满心以为接机的会是自己的男友（陈百强 饰），来到却是一位远方亲戚和一位在唐人街打工的船头尺（周润发 饰）。原来自己的男友已经移情别恋了，令李琪伤心不已，把自己关在房内。船头尺不放心前往询问，闻到煤气味便以为李琪自杀，原来只是煤气泄漏。船头尺鼓励李琪就算一个人也要好好生活读书，李琪得到了他的鼓励及帮助，便开始专心读书和工作。当中船头尺也屡遭不顺，两人互相帮助之余，船头尺也爱上了李琪……©豆瓣","张婉婷","","周润发","钟楚红","陈百强","黄淑仪"
