"name","year","id","type__001","type__002","type__003","rate","story","director__001","director__002","actor__001","actor__002","actor__003","actor__004"
"大教主与骚娘子","1979","1300868","恐怖","科幻","","8.2","未来的世界，人类已能轻松穿梭于星际之间，在太空中展开商业活动。“诺史莫”是在太空活动的众多星际商业运输船之一。一次，它完成任务满载太空矿石返航地球时，突然收到了一组奇怪的信号，由于这可能是求救信号，飞船接到指令前往信号源地进行搜救。\n经过一段飞行后，飞船终于抵达信号源发出的地方。船员们发现此处果然有一艘坠毁的飞船，只是，经过一番搜索，他们发现该船的船员们都早已死亡，化为化石。此时，留在“诺史莫”号的第三指挥官里普利已经破译出该信号并不是求救信号，而是警告信号！队员的生死搏斗开始了！©豆瓣","雷德利·斯科特","","西格妮·韦弗","汤姆·斯凯里特","维罗尼卡·卡维特","哈利·戴恩·斯坦通"
"六合千手","1979","2983212","动作","武侠","","0","由杨权导演，冼林煜与张作舟主演的一部武侠动作片。\n在线观看：http://www.chenchenv.com/htmlt/one/40652.html","杨权","","杨盼盼","高飞","卡萨伐",""
"三七廿一","1979","26757795","","","","0","","康威","","胡燕妮","康威","邵音音","黄霑"
"梁山怪招","1979","5092997","动作","喜剧","","0","","Tommy Lee","","向华强","李海生","高飞","田青"
"鬼才龙虎榜","1979","26757152","","","","0","","颜力","","卢国雄","唐菁","刘丹","马剑棠"
"梁天来","1979","4325943","剧情","","","0","电影《梁天来》改编著名的“清朝四大奇案” 之一：自记仇和迷信祖坟风水，竟然火烧梁天来祖屋石室，烧死梁家七尸八命。梁天来（伍卫国饰）和其弟梁君来（顾冠忠饰）幸而脱逃，控告凌氏叔侄二人。但凌某行贿朝庭大小官员，致使梁天来含冤难说。梁天来到北京告御状，被凌贵兴的表叔区爵兴派出的五路人马分头截杀，其弟梁君来为保护他，顶替兄长身中数刀而亡。此案的见证人、乞丐张凤拒绝财色收买，被活活夹死，造成一案多命的奇冤。\n梁天来死里逃生，终于抵达北京，向都察院递交了状词。都御史陈式见案情重大，牵涉官员甚多，不敢立即处理。某日，陈式在朝房碰到督办黄河水利工程回京复命的制台孔大鹏（孔曾在广东处理此案，但未结案就被调离）。孔得知此案沉冤未雪，便力主陈式上奏。雍正皇帝接到奏本十分震怒，随即任命侍郎李时枚和孔大鹏为钦差大臣，专程到广东查办此案。整个抓捕过程十分顺利，共捉拿案犯30多人。主犯凌贵兴被判凌迟处死，区爵兴、林大有等13人斩首，其他案犯15人绞死；涉案的大小官员，有的发配充军，有的降职调任，有的交由刑部处理，未能马上定案的官员查清事实后再作处理。风水佬马半仙也被重责五百板、“枷号”（带木枷锁坐牢）一个月和“递籍”（递解回原籍）。宣判之日，案犯全部押到省城广州天字码头当众行刑。这宗一案九命奇冤，终于昭雪。by:m.yakubd.cc","王风","","伍卫国","卢国雄","梁天",""
"招积仔打横行","1979","5089897","动作","","","0","","李作楠","","柯受良","王圻生","龙飞","李艺民"
"色欲与纯情","1979","3041733","剧情","","","6","有“罗密欧与朱丽叶”式的凄美，故事描述富家女方兰晶（余安安）与穷家子邱俊民（尔冬升）相爱，却为女方父母嫌其穷困反对他们来往，但兰晶为了忠于自己的爱情，不惜拒绝富家子男同学郭华忠（艾飞）的追求，最后俊民为救兰晶不幸被打死，兰晶亦因此而殉情","林美年","","尔冬升","余安安","林伊娃","艾飞"
"小楼残梦","1979","1303930","剧情","爱情","","7.7","朱丽（井莉 饰）有过一段不幸的婚姻，丈夫周保罗（凌云 饰）是富家子弟，因与自已相爱而遭家庭抛弃。婚后，两人的生活清苦窘迫，保罗不得已身兼数职，以应付二人开销。不久，怀孕的朱丽辞去了超市的工作，在一次挤公车时，被人撞倒受伤流产。保罗心急如火，四处借钱未果，无奈之下，抢了富婆的钱送往医院，到医院后得知父亲（井淼 饰）已结了帐，夫妻俩满眼无奈。之后，保罗赴国外留学，这期间，朱丽又有身孕，怎奈保罗一别数年不归，渐渐长大的孩子常问朱丽爸爸在哪儿。圣诞夜，朱丽在酒吧邂逅一酷似保罗的海员罗威（凌云 饰），萌生了让他假扮儿子父亲的念头......©豆瓣","楚原","","井莉","凌云","宗华","井淼"
"少林英雄榜","1979","2072112","动作","冒险","","6.2","A SLICE OF DEATH / ABBOT OF SHAOLIN (1979) is another Shaw Bros. kung fu film with a Shaolin Temple theme. David Chiang stars as the monk Chi San, who survives the burning of Shaolin Temple and travels south to Kwangtung to raise money to re-build the temple as forces loyal to the Ching Emperor follow in close pursuit. He meets a merchant in Kwangtung who becomes his patron and he develops a group of followers, including Hung Si Kwan, a familiar character from Shaolin lore. There are lots of good fight scenes and a well-written script with interesting encounters between the varied characters.","何梦华","","陆剑明","姜大卫","徐少强","李丽丽"
"老鼠拉龟","1979","25889588","动作","","","0","陈全导演，钱月笙和米雪主演的香港早期武侠片。","陈全","","钱月笙","徐忠信","米雪","谭炳文"
